Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
70751;37689;4,0680;17392;17564;17272
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
855;2422;434;628;0,25886;0,18869;0,273040
865;2300;430;569;0,24017;0,18266;0,241702
875;2360;440;583;0,24083;0,18266;0,242020
885;2226;447;541;0,22205;0,18139;0,219538
895;2321;468;562;0,22638;0,18569;0,222992
905;2221;443;535;0,21187;0,17191;0,207614
915;2371;546;554;0,22126;0,20728;0,210314
925;2287;529;509;0,20883;0,19650;0,189075
935;2263;462;594;0,20225;0,16797;0,215955
945;2487;548;595;0,21759;0,19504;0,211765
955;2470;494;650;0,21160;0,17216;0,226520
965;2903;583;686;0,24356;0,19898;0,234137
975;2581;542;639;0,21213;0,18121;0,213645
985;2554;552;641;0,20567;0,18083;0,209984
995;2670;577;632;0,21071;0,18524;0,202895
1005;2759;590;673;0,21342;0,18566;0,211779
1015;2620;605;599;0,19869;0,18665;0,184797
1025;2622;619;623;0,19499;0,18726;0,188470
1035;2363;626;580;0,17235;0,18574;0,172087
1045;2163;605;548;0,15475;0,17609;0,159496
1055;2262;680;551;0,15878;0,19418;0,157343
1065;2070;651;490;0,14259;0,18242;0,137309
1075;2143;693;508;0,14488;0,19060;0,139717
1085;2412;688;596;0,16008;0,18575;0,160912
1095;2249;673;534;0,14655;0,17840;0,141551
1105;2158;700;540;0,13808;0,18221;0,140563
1115;2167;692;536;0,13618;0,17691;0,137030
1125;2389;752;605;0,14748;0,18885;0,151933
1135;1902;730;470;0,11536;0,18011;0,115960
1145;2036;765;501;0,12133;0,18546;0,121459
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
