x;y;z;E;n
-59;-6;16;1;4
-59;-4;19;1;1
-59;-3;18;0;0
-59;-1;16;0;0
-59;-1;19;0;0
-59;0;19;1;1
-59;1;16;0;0
-59;2;16;0;0
-59;2;17;1;1
-59;4;16;0;0
-59;4;18;1;2
-59;6;16;0;0
-59;6;17;0;0
-59;6;18;1;2
-59;7;18;0;0
-59;8;16;0;0
-58;-13;16;0;0
-58;-13;17;0;0
-58;-13;18;1;2
-58;-12;18;1;1
-58;-11;18;0;0
-58;-11;19;0;0
-58;-10;17;1;5
-58;-9;16;0;0
-58;-9;19;0;0
-58;-8;16;0;0
-58;-8;18;0;0
-58;-7;17;0;0
-58;-7;20;0;0
-58;-6;17;0;0
-58;-6;20;0;0
-58;-5;18;0;0
-58;-5;19;0;0
-58;-5;21;0;0
-58;-4;16;1;2
-58;-4;21;1;1
-58;-2;19;0;0
-58;-2;20;1;1
-58;-2;21;0;0
-58;0;18;1;4
-58;0;19;1;1
-58;0;20;0;0
-58;0;21;1;2
-58;0;22;1;2
-58;1;17;1;2
-58;1;20;0;0
-58;2;16;0;0
-58;2;17;1;6
-58;2;18;0;0
-58;2;19;0;0
-58;2;21;0;0
-58;2;22;0;0
-58;3;17;0;0
-58;3;19;0;0
-58;3;22;0;0
-58;4;16;1;1
-58;4;18;1;1
-58;4;21;1;1
-58;5;16;1;1
-58;5;17;1;4
-58;5;18;1;2
-58;5;20;0;0
-58;6;16;0;0
-58;6;18;1;8
-58;7;18;0;0
-58;7;19;1;3
-58;7;20;0;0
-58;8;18;0;0
-58;9;19;1;1
-58;10;16;0;0
-58;11;16;0;0
-58;11;18;0;0
-58;12;17;0;0
-58;13;16;0;0
-58;13;18;1;7
-57;-17;18;0;0
-57;-16;16;1;4
-57;-16;17;0;0
-57;-16;18;1;1
-57;-15;16;0;0
-57;-15;18;1;1
-57;-15;19;1;2
-57;-14;18;0;0
-57;-13;16;0;0
-57;-13;18;0;0
-57;-13;19;0;0
-57;-13;20;0;0
-57;-13;21;0;0
-57;-12;17;0;0
-57;-12;19;1;1
-57;-12;20;1;1
-57;-11;16;0;0
-57;-11;17;0;0
-57;-11;18;0;0
-57;-11;19;0;0
-57;-11;20;1;2
-57;-11;21;1;4
-57;-11;22;0;0
-57;-10;18;0;0
-57;-10;19;0;0
-57;-10;20;0;0
-57;-10;21;1;4
-57;-10;22;0;0
-57;-9;16;0;0
-57;-9;18;0;0
-57;-8;16;0;0
-57;-8;18;0;0
-57;-8;19;0;0
-57;-7;17;0;0
-57;-7;18;0;0
-57;-7;20;0;0
-57;-7;22;0;0
-57;-6;17;0;0
-57;-6;18;1;1
-57;-6;21;1;1
-57;-6;23;0;0
-57;-5;19;0;0
-57;-5;21;0;0
-57;-4;17;0;0
-57;-4;19;0;0
-57;-3;17;1;1
-57;-3;24;1;2
-57;-2;18;1;2
-57;-2;21;0;0
-57;-2;22;1;2
-57;-2;24;0;0
-57;-1;16;0;0
-57;-1;17;0;0
-57;-1;22;1;4
-57;0;16;0;0
-57;0;18;1;1
-57;0;19;0;0
-57;0;20;0;0
-57;0;22;1;2
-57;0;23;1;1
-57;1;18;0;0
-57;1;19;0;0
-57;1;20;0;0
-57;1;23;0;0
-57;2;18;1;1
-57;2;22;0;0
-57;2;23;0;0
-57;3;18;0;0
-57;3;22;0;0
-57;3;24;0;0
-57;4;16;1;1
-57;4;18;0;0
-57;4;23;1;2
-57;4;24;1;1
-57;5;17;0;0
-57;5;19;0;0
-57;5;21;0;0
-57;5;22;0;0
-57;5;24;0;0
-57;6;21;0;0
-57;6;23;0;0
-57;7;17;0;0
-57;7;19;1;8
-57;8;18;0;0
-57;9;21;1;2
-57;9;23;0;0
-57;10;17;0;0
-57;10;18;0;0
-57;10;21;0;0
-57;11;16;0;0
-57;11;17;0;0
-57;11;18;0;0
-57;11;19;0;0
-57;11;20;0;0
-57;12;20;0;0
-57;13;16;0;0
-57;13;19;0;0
-57;14;16;0;0
-57;14;20;0;0
-57;16;17;0;0
-57;16;18;0;0
-56;-19;16;1;2
-56;-19;17;0;0
-56;-19;18;0;0
-56;-18;16;0;0
-56;-18;19;0;0
-56;-17;17;0;0
-56;-17;18;0;0
-56;-16;16;0;0
-56;-16;17;0;0
-56;-16;20;0;0
-56;-15;16;1;2
-56;-15;18;0;0
-56;-15;20;0;0
-56;-14;17;0;0
-56;-14;18;0;0
-56;-14;19;0;0
-56;-14;22;0;0
-56;-13;18;1;1
-56;-13;21;0;0
-56;-13;23;0;0
-56;-12;16;0;0
-56;-12;17;0;0
-56;-12;19;0;0
-56;-12;22;0;0
-56;-12;23;0;0
-56;-11;19;0;0
-56;-11;20;0;0
-56;-10;16;0;0
-56;-10;17;0;0
-56;-10;18;0;0
-56;-10;24;1;1
-56;-9;16;0;0
-56;-9;17;0;0
-56;-9;18;0;0
-56;-9;21;1;1
-56;-9;22;1;2
-56;-9;23;1;4
-56;-8;17;0;0
-56;-8;19;0;0
-56;-8;23;1;1
-56;-7;16;0;0
-56;-7;19;0;0
-56;-7;20;0;0
-56;-7;21;1;2
-56;-7;22;0;0
-56;-6;16;1;2
-56;-6;18;0;0
-56;-6;20;0;0
-56;-6;21;1;1
-56;-6;23;0;0
-56;-5;19;1;1
-56;-5;21;0;0
-56;-5;22;0;0
-56;-5;23;0;0
-56;-5;24;0;0
-56;-5;26;1;2
-56;-4;19;0;0
-56;-4;26;0;0
-56;-3;16;1;9
-56;-3;17;0;0
-56;-3;20;0;0
-56;-3;21;0;0
-56;-3;22;0;0
-56;-3;23;0;0
-56;-3;24;0;0
-56;-3;25;0;0
-56;-2;16;1;1
-56;-2;17;0;0
-56;-2;20;0;0
-56;-2;21;1;1
-56;-2;23;0;0
-56;-2;25;0;0
-56;-1;18;0;0
-56;-1;20;1;6
-56;-1;25;1;1
-56;0;18;1;1
-56;0;19;1;2
-56;0;22;1;4
-56;0;23;1;4
