Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
122010;53038;4,5884;26591;26785;26394
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
705;1794;230;390;0,28201;0,16589;0,281294
715;1334;210;270;0,20387;0,14726;0,189333
725;1671;232;354;0,24838;0,15823;0,241436
735;1549;238;347;0,22402;0,15793;0,230266
745;1415;251;277;0,19919;0,16212;0,178913
755;1492;271;327;0,20450;0,17043;0,205650
765;1373;257;310;0,18330;0,15743;0,189895
775;1304;262;273;0,16962;0,15638;0,162943
785;1370;245;316;0,17370;0,14253;0,183833
795;1288;277;262;0,15922;0,15712;0,148608
805;1646;251;363;0,19845;0,13885;0,200813
815;1823;279;446;0,21443;0,15058;0,240711
825;2069;282;500;0,23750;0,14853;0,263353
835;1974;277;447;0,22120;0,14242;0,229832
845;2402;350;533;0,26283;0,17572;0,267603
855;2221;317;432;0,23737;0,15545;0,211850
865;2423;334;529;0,25301;0,16003;0,253455
875;2401;321;520;0,24501;0,15030;0,243481
885;2332;374;472;0,23263;0,17118;0,216039
895;2069;325;433;0,20180;0,14545;0,193785
905;2343;359;514;0,22351;0,15714;0,224980
915;2212;342;486;0,20642;0,14644;0,208100
925;2410;395;545;0,22006;0,16550;0,228345
935;2210;350;486;0,19751;0,14352;0,199292
945;2565;423;536;0,22441;0,16981;0,215169
955;2409;359;536;0,20637;0,14111;0,210686
965;2737;421;554;0,22963;0,16207;0,213272
975;2644;427;566;0,21730;0,16103;0,213445
985;2776;443;591;0,22354;0,16369;0,218370
995;2433;382;556;0,19201;0,13832;0,201329
1005;2946;455;652;0,22789;0,16149;0,231416
1015;2469;463;515;0,18724;0,16111;0,179206
1025;2548;464;523;0,18948;0,15832;0,178457
1035;2359;501;478;0,17205;0,16766;0,159965
1045;2241;463;491;0,16033;0,15199;0,161186
1055;2200;480;472;0,15443;0,15460;0,152025
1065;2053;498;427;0,14142;0,15740;0,134961
1075;2227;500;459;0,15056;0,15511;0,142388
1085;2123;494;485;0,14090;0,15043;0,147693
1095;2320;547;494;0,15117;0,16355;0,147699
1105;2429;547;507;0,15543;0,16060;0,148855
1115;2030;484;466;0,12757;0,13956;0,134374
1125;2214;568;468;0,13668;0,16089;0,132562
1135;1974;549;441;0,11972;0,15278;0,122723
1145;1915;571;423;0,11412;0,15614;0,115667
1155;1940;589;422;0,11362;0,15828;0,113404
1165;1950;567;448;0,11225;0,14977;0,118333
1175;1922;617;431;0,10877;0,16021;0,111913
1185;1908;570;443;0,10616;0,14552;0,113096
1195;1912;595;455;0,10461;0,14937;0,114223
1205;1874;612;457;0,10084;0,15110;0,112829
1215;1740;650;382;0,09209;0,15785;0,092766
1225;1794;662;314;0,09340;0,15815;0,075013
1235;1674;648;362;0,08575;0,15231;0,085085
1245;1634;657;350;0,08236;0,15195;0,080949
1255;1833;719;368;0,09093;0,16365;0,083761
1265;1927;737;389;0,09408;0,16511;0,087146
1275;1739;674;377;0,08358;0,14863;0,083138
1285;1720;718;366;0,08138;0,15588;0,079461
1295;1706;702;358;0,07948;0,15006;0,076529
1305;0;0;0;0,00000;0,00000;0,000000
1315;0;0;0;0,00000;0,00000;0,000000
