Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
45376;19162;4,7405;9572;9676;9613
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
555;1151;193;288;0,29194;0,23206;0,346290
565;1376;189;311;0,33677;0,21928;0,360825
575;1278;201;281;0,30200;0,22516;0,314778
585;1313;206;287;0,29975;0,22294;0,310602
595;1327;250;267;0,29285;0,26154;0,279326
605;1362;255;265;0,29072;0,25803;0,268145
615;1567;246;325;0,32369;0,24089;0,318250
625;1434;225;315;0,28681;0,21333;0,298666
635;1659;284;336;0,32145;0,26086;0,308622
645;1270;261;296;0,23850;0,23236;0,263517
655;1362;263;318;0,24803;0,22704;0,274524
665;1402;276;293;0,24770;0,23115;0,245392
675;1401;311;284;0,24024;0,25281;0,230859
685;1793;332;383;0,29855;0,26206;0,302311
695;1448;274;305;0,23421;0,21010;0,233866
705;1617;326;330;0,25418;0,24293;0,245908
715;1515;296;331;0,23153;0,21445;0,239802
725;1672;362;352;0,24853;0,25508;0,248030
735;1493;365;327;0,21592;0,25024;0,224187
745;1524;338;338;0,21453;0,22555;0,225550
755;1482;367;307;0,20313;0,23846;0,199472
765;1328;382;297;0,17729;0,24176;0,187963
775;1326;439;258;0,17249;0,27071;0,159094
785;1340;393;265;0,16990;0,23621;0,159274
795;1279;388;288;0,15811;0,22737;0,168771
805;1548;420;324;0,18664;0,24005;0,185179
815;1843;455;365;0,21678;0,25371;0,203525
825;1953;444;404;0,22419;0,24161;0,219843
835;2045;449;441;0,22916;0,23851;0,234264
845;2268;486;432;0,24817;0,25209;0,224084
855;0;0;0;0,00000;0,00000;0,000000
865;0;0;0;0,00000;0,00000;0,000000
