Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
125467;54575;4,5816;27385;27591;27335
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
805;1610;221;353;0,19411;0,12208;0,194991
815;1863;251;416;0,21914;0,13527;0,224187
825;2168;250;487;0,24887;0,13148;0,256126
835;1843;259;379;0,20652;0,13297;0,194580
845;2248;264;479;0,24598;0,13235;0,240135
855;2365;274;502;0,25276;0,13417;0,245813
865;2261;260;505;0,23609;0,12439;0,241597
875;2463;297;512;0,25134;0,13886;0,239380
885;2122;274;462;0,21168;0,12523;0,211149
895;2266;295;471;0,22102;0,13183;0,210479
905;2465;323;557;0,23515;0,14117;0,243440
915;2477;325;530;0,23115;0,13896;0,226604
925;2277;309;514;0,20792;0,12927;0,215037
935;2345;329;486;0,20957;0,13471;0,198997
945;2125;306;441;0,18591;0,12266;0,176770
955;2818;391;603;0,24141;0,15346;0,236671
965;2650;329;582;0,22234;0,12647;0,223719
975;2628;352;568;0,21599;0,13255;0,213882
985;2567;349;577;0,20671;0,12876;0,212881
995;2603;343;585;0,20542;0,12402;0,211516
1005;2665;379;574;0,20615;0,13432;0,203430
1015;2528;381;564;0,19172;0,13238;0,195966
1025;2627;410;557;0,19536;0,13969;0,189776
1035;2494;409;571;0,18190;0,13667;0,190805
1045;2058;413;425;0,14724;0,13538;0,139313
1055;2159;411;473;0,15155;0,13218;0,152122
1065;2034;400;451;0,14011;0,12624;0,142335
1075;2353;466;512;0,15908;0,14435;0,158594
1085;2265;412;472;0,15032;0,12528;0,143522
1095;2183;460;457;0,14225;0,13733;0,136434
1105;2277;447;486;0,14570;0,13104;0,142478
1115;2155;408;481;0,13543;0,11748;0,138494
1125;2262;506;487;0,13964;0,14311;0,137740
1135;1967;457;450;0,11930;0,12699;0,125042
1145;2011;476;476;0,11984;0,12997;0,129966
1155;1833;524;378;0,10735;0,14061;0,101429
1165;1904;485;426;0,10961;0,12792;0,112355
1175;1896;503;395;0,10730;0,13042;0,102413
1185;1827;507;400;0,10165;0,12924;0,101967
1195;1832;486;399;0,10023;0,12182;0,100017
1205;1983;570;459;0,10670;0,14052;0,113155
1215;1735;511;395;0,09183;0,12391;0,095781
1225;1822;552;403;0,09486;0,13167;0,096132
1235;1689;585;338;0,08652;0,13730;0,079327
1245;1741;583;386;0,08776;0,13464;0,089142
1255;1721;599;358;0,08537;0,13614;0,081364
1265;1680;626;326;0,08203;0,14003;0,072924
1275;1842;639;449;0,08853;0,14071;0,098869
1285;1693;573;349;0,08011;0,12422;0,075658
1295;1778;596;407;0,08283;0,12722;0,086874
1305;1756;658;372;0,08056;0,13831;0,078191
1315;1747;646;421;0,07893;0,13373;0,087150
1325;1677;585;388;0,07463;0,11928;0,079111
1335;1809;671;452;0,07930;0,13477;0,090785
1345;1744;696;342;0,07532;0,13772;0,067673
1355;1868;692;428;0,07949;0,13492;0,083445
1365;1886;694;387;0,07909;0,13333;0,074350
1375;2037;704;427;0,08418;0,13329;0,080846
1385;1806;730;400;0,07356;0,13623;0,074644
1395;1959;740;405;0,07865;0,13612;0,074498
1405;0;0;0;0,00000;0,00000;0,000000
1415;0;0;0;0,00000;0,00000;0,000000
