x;y;z;E;n
-52;-5;15;0;1
-52;-3;16;0;1
-52;-2;14;0;1
-52;-2;17;0;1
-52;0;16;0;1
-52;1;16;0;1
-52;1;17;0;1
-52;2;15;0;1
-52;3;14;0;1
-52;4;14;0;1
-52;7;15;0;1
-52;7;16;1;1
-52;8;15;0;1
-51;-13;15;0;1
-51;-12;16;0;1
-51;-11;14;0;1
-51;-10;16;1;1
-51;-10;17;0;1
-51;-9;16;0;1
-51;-9;17;1;1
-51;-8;15;0;1
-51;-8;17;0;1
-51;-7;14;0;1
-51;-7;19;0;1
-51;-6;14;0;1
-51;-6;16;0;1
-51;-5;14;1;1
-51;-5;17;0;1
-51;-4;14;0;1
-51;-4;17;0;1
-51;-3;15;1;1
-51;-3;16;0;1
-51;-3;18;0;1
-51;-2;16;1;1
-51;-2;20;1;1
-51;0;14;0;1
-51;0;15;0;1
-51;0;17;0;1
-51;1;19;0;1
-51;1;20;0;1
-51;2;14;0;1
-51;2;15;1;1
-51;2;16;1;1
-51;2;19;0;1
-51;3;14;1;1
-51;3;17;0;1
-51;3;18;1;1
-51;3;19;0;1
-51;4;14;0;1
-51;4;15;0;1
-51;4;16;1;1
-51;4;19;0;1
-51;5;16;1;1
-51;5;17;1;1
-51;5;19;0;1
-51;6;16;0;1
-51;6;17;1;1
-51;6;18;0;1
-51;6;19;0;1
-51;7;15;0;1
-51;7;18;0;1
-51;7;19;1;1
-51;9;14;1;1
-51;9;15;1;1
-51;9;17;0;1
-51;11;16;1;1
-51;12;15;0;1
-50;-16;15;0;1
-50;-15;14;0;1
-50;-15;17;0;1
-50;-14;15;0;1
-50;-13;18;0;1
-50;-12;14;1;1
-50;-12;15;1;1
-50;-12;16;1;1
-50;-12;17;0;1
-50;-12;18;0;1
-50;-11;14;1;1
-50;-11;16;1;1
-50;-10;14;0;1
-50;-10;15;0;1
-50;-10;17;1;1
-50;-10;18;1;1
-50;-10;19;1;1
-50;-9;14;0;1
-50;-9;16;0;1
-50;-9;17;0;1
-50;-9;18;0;1
-50;-9;20;1;1
-50;-8;14;1;1
