Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
127577;55613;4,5984;27744;27966;27469
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
455;1050;104;234;0,39625;0,18048;0,406069
465;1211;117;234;0,43757;0,19440;0,388792
475;1052;117;237;0,36428;0,18630;0,377372
485;1098;139;246;0,36469;0,21230;0,375717
495;1265;149;274;0,40335;0,21847;0,401744
505;1197;160;224;0,36671;0,22540;0,315555
515;1247;168;258;0,36733;0,22757;0,349475
525;1152;154;260;0,32654;0,20073;0,338896
535;1251;177;272;0,34147;0,22217;0,341408
545;1028;155;240;0,27040;0,18748;0,290289
555;1165;183;249;0,29549;0,21344;0,290420
565;1264;183;256;0,30936;0,20595;0,288109
575;1382;212;284;0,32657;0,23036;0,308600
585;1207;191;237;0,27555;0,20051;0,248800
595;1580;232;334;0,34869;0,23543;0,338943
605;1349;185;298;0,28795;0,18158;0,292496
615;1466;240;326;0,30283;0,22797;0,309658
625;1536;233;325;0,30722;0,21429;0,298909
635;1405;224;311;0,27223;0,19958;0,277095
645;1343;241;297;0,25221;0,20812;0,256480
655;1353;237;300;0,24639;0,19846;0,251220
665;1291;254;312;0,22808;0,20635;0,253471
675;1430;274;314;0,24521;0,21605;0,247593
685;1682;264;376;0,28006;0,20213;0,287888
695;1688;299;391;0,27303;0,22239;0,290820
705;1557;283;358;0,24475;0,20456;0,258775
715;1631;290;348;0,24926;0,20380;0,244560
725;1566;310;331;0,23277;0,21189;0,226240
735;1543;306;343;0,22315;0,20350;0,228106
745;1519;323;331;0,21383;0,20908;0,214256
755;1410;293;338;0,19326;0,18467;0,213030
765;1269;345;265;0,16942;0,21179;0,162683
775;1263;364;258;0,16429;0,21773;0,154324
785;1476;373;309;0,18714;0,21746;0,180151
795;1335;359;292;0,16503;0,20407;0,165984
805;1650;382;351;0,19893;0,21178;0,194596
815;1834;396;407;0,21572;0,21419;0,220140
825;1804;379;390;0,20708;0,20006;0,205862
835;2313;443;491;0,25919;0,22827;0,253004
845;1908;392;401;0,20878;0,19724;0,201767
855;2444;447;518;0,26121;0,21968;0,254576
865;2468;446;534;0,25771;0,21415;0,256406
875;2363;466;472;0,24114;0,21867;0,221486
885;2320;476;490;0,23143;0,21834;0,224765
895;2197;465;455;0,21429;0,20856;0,204073
905;2481;489;495;0,23667;0,21450;0,217134
915;2368;494;528;0,22098;0,21198;0,226575
925;2204;463;466;0,20125;0,19441;0,195669
935;2030;493;431;0,18142;0,20260;0,177123
945;2499;530;523;0,21864;0,21322;0,210406
955;2411;529;508;0,20654;0,20839;0,200114
965;2849;607;615;0,23903;0,23418;0,237269
975;2577;537;539;0,21180;0,20295;0,203704
985;2979;636;626;0,23989;0,23551;0,231805
995;2567;546;605;0,20258;0,19814;0,219548
1005;2532;571;550;0,19586;0,20311;0,195637
1015;2579;648;542;0,19559;0,22598;0,189011
1025;2770;602;616;0,20599;0,20586;0,210646
1035;2246;606;515;0,16381;0,20324;0,172722
1045;2185;628;469;0,15633;0,20661;0,154298
1055;2265;692;462;0,15899;0,22337;0,149128
1065;2223;682;485;0,15313;0,21603;0,153626
1075;2042;637;443;0,13806;0,19804;0,137724
1085;2146;654;471;0,14243;0,19959;0,143742
1095;2277;714;500;0,14837;0,21394;0,149818
1105;2237;706;462;0,14314;0,20773;0,135937
1115;2315;782;449;0,14549;0,22598;0,129753
1125;2110;719;479;0,13026;0,20410;0,135973
1135;2038;767;465;0,12360;0,21391;0,129683
1145;2085;804;454;0,12425;0,22033;0,124413
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
