Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
65331;28565;4,5645;14313;14458;14252
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
755;1410;332;307;0,19326;0,20771;0,192065
765;1269;332;259;0,16942;0,20231;0,157827
775;1263;379;261;0,16429;0,22503;0,154968
785;1476;365;323;0,18714;0,21123;0,186925
795;1335;353;288;0,16503;0,19918;0,162503
805;1650;386;360;0,19893;0,21242;0,198114
815;1834;410;399;0,21572;0,22013;0,214221
825;1804;365;414;0,20708;0,19124;0,216919
835;2313;441;491;0,25919;0,22556;0,251138
845;1908;358;419;0,20878;0,17880;0,209269
855;2444;453;517;0,26121;0,22099;0,252211
865;2468;462;522;0,25771;0,22020;0,248796
875;2363;452;505;0,24114;0,21054;0,235223
885;2320;464;529;0,23143;0,21127;0,240865
895;2197;495;467;0,21429;0,22038;0,207910
905;2481;457;560;0,23667;0,19899;0,243835
915;2368;513;516;0,22098;0,21851;0,219793
925;2204;511;460;0,20125;0,21298;0,191726
935;2030;490;480;0,18142;0,19988;0,195805
945;2499;492;584;0,21864;0,19647;0,233214
955;2411;534;570;0,20654;0,20880;0,222881
965;2849;605;629;0,23903;0,23169;0,240881
975;2577;516;568;0,21180;0,19357;0,213081
985;2979;637;623;0,23989;0,23414;0,228993
995;2567;555;574;0,20258;0,19992;0,206763
1005;2532;586;517;0,19586;0,20691;0,182543
1015;2579;600;582;0,19559;0,20769;0,201464
1025;2770;619;607;0,20599;0,21011;0,206038
1035;2246;675;450;0,16381;0,22471;0,149809
1045;2185;621;471;0,15633;0,20280;0,153814
1055;0;0;0;0,00000;0,00000;0,000000
1065;0;0;0;0,00000;0,00000;0,000000
