Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
54961;24301;4,5793;12002;12084;12044
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
655;1423;265;348;0,25914;0,22099;0,290209
665;1407;242;348;0,24858;0,19579;0,281546
675;1496;296;317;0,25653;0,23243;0,248924
685;1555;292;343;0,25892;0,22265;0,261534
695;1589;304;334;0,25702;0,22517;0,247395
705;1641;302;363;0,25796;0,21739;0,261302
715;1640;308;377;0,25064;0,21555;0,263842
725;1631;341;348;0,24243;0,23211;0,236875
735;1482;319;329;0,21433;0,21127;0,217890
745;1438;336;331;0,20242;0,21659;0,213369
755;1421;359;323;0,19477;0,22533;0,202733
765;1421;340;318;0,18971;0,20786;0,194411
775;1237;370;281;0,16091;0,22040;0,167386
785;1502;403;342;0,19043;0,23398;0,198565
795;1320;390;260;0,16318;0,22077;0,147182
805;1539;378;361;0,18555;0,20870;0,199311
815;1763;392;393;0,20737;0,21115;0,211687
825;1915;438;401;0,21982;0,23024;0,210792
835;2081;425;468;0,23319;0,21809;0,240154
845;2202;452;461;0,24095;0,22649;0,230996
855;2422;463;534;0,25886;0,22660;0,261352
865;2300;492;481;0,24017;0,23526;0,230001
875;2360;479;505;0,24083;0,22384;0,235990
885;2226;487;470;0,22205;0,22246;0,214698
895;2321;503;501;0,22638;0,22467;0,223774
905;2221;474;488;0,21187;0,20706;0,213177
915;2371;559;514;0,22126;0,23888;0,219654
925;2287;557;489;0,20883;0,23291;0,204476
935;2263;539;501;0,20225;0,22059;0,205037
945;2487;579;515;0,21759;0,23197;0,206330
955;0;0;0;0,00000;0,00000;0,000000
965;0;0;0;0,00000;0,00000;0,000000
