x;y;z;E;n
-19;-21;43;1;1
-39;12;19;1;1
-19;28;22;0;0
-28;30;14;0;0
-28;-7;32;0;0
-40;34;18;0;0
-19;24;35;0;0
-22;12;48;1;1
-36;16;32;0;0
-26;40;22;1;1
-22;25;25;0;0
-23;-18;42;1;3
-49;4;17;0;0
-40;-21;19;0;0
-21;11;37;1;6
-27;-31;29;0;0
-19;-3;41;1;9
-27;-1;43;0;0
-23;2;40;0;0
-20;15;35;0;0
-13;16;36;0;0
-35;6;29;1;7
-44;-19;16;1;3
-50;0;19;1;1
-34;-21;11;0;0
-30;-22;33;1;4
-31;-31;19;1;1
-17;-6;38;1;3
-37;6;39;0;0
-26;36;30;0;0
-29;0;31;1;2
-47;6;27;0;0
-19;31;19;1;1
-39;-24;27;0;0
-40;6;23;1;1
-21;18;40;1;1
-35;30;18;1;3
-38;-24;19;0;0
-37;28;24;0;0
-21;4;50;0;0
-39;3;22;0;0
-47;1;15;0;0
-47;-20;15;1;1
-27;-12;32;0;0
-20;-2;50;0;0
-45;12;26;0;0
-22;-11;34;1;2
-25;-3;44;0;0
-16;19;40;0;0
-39;20;12;1;2
-23;11;45;0;0
-40;33;20;0;0
-18;0;41;1;1
-24;-25;39;1;1
-52;-4;17;0;0
-30;23;20;1;1
-42;14;27;0;0
-19;-6;50;0;0
-38;-21;33;0;0
-45;20;23;0;0
-24;-5;50;0;0
-14;-23;48;0;0
-30;8;32;1;1
-27;36;27;0;0
-42;-16;21;0;0
-23;-5;40;0;0
-20;29;33;1;5
-21;-29;43;0;0
-12;-16;47;0;0
-10;13;44;0;0
-38;16;15;0;0
-26;-34;22;0;0
-35;-21;24;0;0
-16;-24;44;0;0
-26;-40;18;0;0
-16;-10;44;1;2
-36;3;38;0;0
-32;28;17;0;0
-41;-4;36;1;3
-37;30;25;1;1
-25;42;15;0;0
-23;17;34;0;0
-14;24;31;1;4
-46;5;19;1;1
-18;10;42;1;3
-35;21;19;1;2
-42;11;28;0;0
-41;27;15;1;1
-39;-29;18;1;3
-26;-4;46;0;0
-25;-7;32;0;0
-31;-9;29;1;1
-9;-15;39;0;0
-39;-1;26;1;6
-44;30;15;0;0
-38;9;30;1;2
-30;4;40;0;0
-34;32;18;1;2
-31;29;24;0;0
-44;6;12;1;1
-39;-10;21;0;0
-14;24;46;0;0
-25;31;28;0;0
-16;26;36;1;6
-14;4;38;0;0
-42;-25;17;0;0
-20;25;43;0;0
-14;-16;41;0;0
-45;20;22;0;0
-46;17;23;1;5
-39;2;22;1;1
-26;40;25;0;0
-24;-23;31;0;0
-16;-8;42;0;0
-34;-32;23;1;1
-15;7;39;0;0
-12;18;37;0;0
-32;41;16;0;0
-24;4;36;1;5
-23;14;40;1;1
-27;0;42;1;16
-25;-1;36;0;0
-27;-22;33;0;0
-36;31;18;0;0
-36;-17;36;1;1
-23;25;33;0;0
-26;-31;17;0;0
-43;26;18;1;8
-21;26;40;0;0
-34;37;21;0;0
-33;20;19;1;3
-17;-22;37;1;7
-15;24;40;1;9
-45;-18;25;1;5
-44;-13;25;1;2
-24;18;28;0;0
-46;21;22;0;0
-48;-14;21;0;0
