Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
42030;16612;4,8399;8684;8798;8714
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
605;599;120;124;0,25572;0,24794;0,256207
615;689;120;154;0,28465;0,23995;0,307930
625;515;135;115;0,20601;0,26137;0,222648
635;553;127;124;0,21430;0,23820;0,232571
645;424;126;104;0,15925;0,22905;0,189058
655;525;150;119;0,19121;0,26442;0,209772
665;644;136;142;0,22755;0,23258;0,242844
675;646;165;145;0,22155;0,27388;0,240682
685;722;167;135;0,24044;0,26916;0,217588
695;792;158;167;0,25621;0,24738;0,261475
705;756;168;150;0,23768;0,25563;0,228243
715;905;158;188;0,27662;0,23374;0,278118
725;812;189;163;0,24139;0,27194;0,234528
735;789;163;173;0,22822;0,22819;0,242190
745;752;178;160;0,21171;0,24254;0,218018
755;731;195;145;0,20039;0,25872;0,192379
765;731;200;155;0,19518;0,25846;0,200306
775;639;219;135;0,16624;0,27576;0,169987
785;722;223;151;0,18308;0,27368;0,185320
795;683;197;144;0,16886;0,23573;0,172311
805;804;222;174;0,19387;0,25909;0,203069
815;1093;226;220;0,25713;0,25732;0,250491
825;1268;226;270;0,29111;0,25112;0,300014
835;1380;230;287;0,30928;0,24948;0,311311
845;1472;244;311;0,32214;0,25844;0,329407
855;1561;258;320;0,33367;0,26692;0,331058
865;1524;245;308;0,31827;0,24764;0,311318
875;1516;267;306;0,30941;0,26374;0,302267
885;1459;269;292;0,29108;0,25975;0,281957
895;1490;250;329;0,29066;0,23604;0,310625
905;1448;247;302;0,27626;0,22808;0,278866
915;1408;307;282;0,26279;0,27732;0,254738
925;1450;289;292;0,26481;0,25545;0,258099
935;1265;299;233;0,22611;0,25866;0,201567
945;1479;314;284;0,25879;0,26592;0,240515
955;1478;296;295;0,25323;0,24545;0,244626
965;1745;338;370;0,29281;0,27450;0,300493
975;1562;304;333;0,25676;0,24185;0,264924
985;1498;324;297;0,24126;0,25256;0,231511
995;1501;349;316;0,23691;0,26660;0,241395
1005;0;0;0;0,00000;0,00000;0,000000
1015;0;0;0;0,00000;0,00000;0,000000
