Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
173066;90338;4,3144;40114;40558;38099
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
305;1359;61;129;1,14131;0,22102;0,467399
315;1154;54;121;0,90859;0,18343;0,411022
325;1275;66;131;0,94304;0,21061;0,418030
335;1354;59;139;0,94258;0,17720;0,417474
345;1025;58;150;0,67279;0,16425;0,424776
355;1294;70;154;0,80218;0,18722;0,411882
365;993;77;172;0,58231;0,19481;0,435164
375;1065;65;155;0,59167;0,15580;0,371518
385;1265;82;205;0,66675;0,18647;0,466171
395;1067;97;207;0,53428;0,20955;0,447188
405;1185;86;201;0,56443;0,17673;0,413048
415;1081;96;213;0,49038;0,18788;0,416869
425;1121;92;214;0,48487;0,17168;0,399349
435;1450;101;254;0,59868;0,17991;0,452453
445;1082;108;234;0,42688;0,18383;0,398304
455;1255;127;252;0,47361;0,20678;0,410296
465;1148;125;252;0,41480;0,19486;0,392839
475;1126;130;247;0,38990;0,19421;0,369004
485;1119;138;252;0,37167;0,19775;0,361109
495;1145;132;273;0,36509;0,18159;0,375556
505;1229;135;276;0,37651;0,17843;0,364795
515;1481;195;302;0,43626;0,24782;0,383810
525;972;144;212;0,27552;0,17610;0,259263
535;1080;162;263;0,29480;0,19078;0,309722
545;1235;167;283;0,32485;0,18952;0,321158
555;1110;171;219;0,28154;0,18713;0,239653
565;1204;163;280;0,29467;0,17211;0,295656
575;1461;196;326;0,34524;0,19982;0,332359
585;1382;181;352;0,31551;0,17828;0,346703
595;1309;179;331;0,28888;0,17043;0,315153
605;1449;237;306;0,30929;0,21826;0,281798
615;1554;226;319;0,32101;0,20141;0,284294
625;1519;219;363;0,30382;0,18898;0,313238
635;1419;232;297;0,27495;0,19394;0,248277
645;1231;208;292;0,23118;0,16853;0,236587
655;1423;284;305;0,25914;0,22313;0,239633
665;1407;231;338;0,24858;0,17607;0,257633
675;1496;283;301;0,25653;0,20937;0,222683
685;1555;264;331;0,25892;0,18965;0,237780
695;1589;270;377;0,25702;0,18842;0,263088
705;1641;282;365;0,25796;0,19125;0,247539
715;1640;277;355;0,25064;0,18264;0,234070
725;1631;306;361;0,24243;0,19623;0,231505
735;1482;293;326;0,21433;0,18282;0,203410
745;1438;324;331;0,20242;0,19677;0,201023
755;1421;328;313;0,19477;0,19396;0,185089
765;1421;310;334;0,18971;0,17855;0,192378
775;1237;340;304;0,16091;0,19081;0,170609
785;1502;369;345;0,19043;0,20185;0,188717
795;1320;317;329;0,16318;0,16907;0,175466
805;1539;355;353;0,18555;0,18466;0,183618
815;1763;343;421;0,20737;0,17406;0,213648
825;1915;373;440;0,21982;0,18473;0,217910
835;2081;375;501;0,23319;0,18130;0,242213
845;2202;383;541;0,24095;0,18081;0,255397
855;2422;434;524;0,25886;0,20012;0,241619
865;2300;412;503;0,24017;0,18561;0,226604
875;2360;439;505;0,24083;0,19328;0,222335
885;2226;433;477;0,22205;0,18635;0,205288
895;2321;454;499;0,22638;0,19105;0,209984
905;2221;432;487;0,21187;0,17779;0,200431
915;2371;528;504;0,22126;0,21258;0,202918
925;2287;469;546;0,20883;0,18477;0,215101
935;2263;503;484;0,20225;0,19394;0,186619
945;2487;520;580;0,21759;0,19628;0,218926
955;2470;495;604;0,21160;0,18295;0,223235
965;2903;504;735;0,24356;0,18244;0,266052
975;2581;523;606;0,21213;0,18545;0,214880
985;2554;506;607;0,20567;0,17580;0,210887
995;2670;529;647;0,21071;0,18011;0,220288
1005;2759;599;626;0,21342;0,19991;0,208918
1015;2620;589;574;0,19869;0,19272;0,187808
1025;2622;582;627;0,19499;0,18673;0,201165
1035;2363;573;551;0,17235;0,18030;0,173382
1045;2163;599;484;0,15475;0,18490;0,149399
1055;2262;683;482;0,15878;0,20685;0,145974
1065;2070;632;456;0,14259;0,18782;0,135519
1075;2143;630;493;0,14488;0,18376;0,143802
1085;2412;720;544;0,16008;0,20616;0,155766
1095;2249;660;507;0,14655;0,18555;0,142532
1105;2158;676;507;0,13808;0,18662;0,139964
1115;2167;722;481;0,13618;0,19576;0,130416
1125;2389;773;532;0,14748;0,20588;0,141690
1135;1902;689;462;0,11536;0,18029;0,120888
1145;2036;696;499;0,12133;0,17895;0,128299
1155;1879;774;426;0,11005;0,19557;0,107642
1165;1806;739;416;0,10396;0,18354;0,103318
1175;1924;784;432;0,10888;0,19141;0,105473
1185;2063;833;488;0,11478;0,19996;0,117143
1195;1915;772;461;0,10477;0,18223;0,108818
1205;1894;788;429;0,10191;0,18293;0,099590
1215;1842;837;400;0,09749;0,19112;0,091336
1225;1639;849;390;0,08533;0,19071;0,087605
1235;1760;801;447;0,09016;0,17702;0,098789
1245;1731;851;416;0,08725;0,18507;0,090467
1255;1697;864;418;0,08418;0,18491;0,089459
1265;1813;897;413;0,08852;0,18895;0,086997
1275;1745;945;349;0,08387;0,19595;0,072367
1285;1791;896;399;0,08474;0,18291;0,081452
1295;1915;978;435;0,08922;0,19658;0,087435
1305;0;0;0;0,00000;0,00000;0,000000
1315;0;0;0;0,00000;0,00000;0,000000
