Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
65694;29953;4,3937;14952;15099;15022
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
955;2893;384;670;0,24783;0,14453;0,252181
965;2613;367;605;0,21923;0,13529;0,223020
975;2738;434;611;0,22503;0,15672;0,220636
985;2713;361;654;0,21847;0,12773;0,231392
995;2611;400;562;0,20605;0,13869;0,194865
1005;2692;435;616;0,20824;0,14784;0,209359
1015;2722;420;649;0,20643;0,13995;0,216250
1025;2314;400;515;0,17208;0,13069;0,168269
1035;2246;472;509;0,16381;0,15125;0,163110
1045;2328;414;551;0,16656;0,13014;0,173206
1055;2190;472;544;0,15373;0,14557;0,167779
1065;1942;435;464;0,13377;0,13165;0,140431
1075;2309;468;507;0,15611;0,13902;0,150604
1085;2614;537;599;0,17349;0,15659;0,174667
1095;2098;459;478;0,13671;0,13141;0,136850
1105;2200;518;490;0,14077;0,14563;0,137758
1115;2034;540;467;0,12783;0,14910;0,128947
1125;2267;519;507;0,13995;0,14077;0,137514
1135;1846;522;423;0,11196;0,13910;0,112718
1145;1992;592;410;0,11871;0,15501;0,107354
1155;1886;570;427;0,11046;0,14667;0,109878
1165;1904;552;441;0,10961;0,13962;0,111540
1175;1817;586;418;0,10282;0,14570;0,103931
1185;2056;599;482;0,11439;0,14643;0,117830
1195;1986;594;460;0,10866;0,14279;0,110578
1205;1835;577;433;0,09874;0,13641;0,102367
1215;1763;576;415;0,09331;0,13394;0,096503
1225;1781;639;379;0,09273;0,14618;0,086699
1235;1526;576;328;0,07817;0,12964;0,073822
1245;1778;681;408;0,08962;0,15082;0,090358
1255;0;0;0;0,00000;0,00000;0,000000
1265;0;0;0;0,00000;0,00000;0,000000
