Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
117300;50198;4,6685;25126;25310;24777
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
355;976;93;172;0,60504;0,26915;0,497782
365;1028;73;155;0,60284;0,19985;0,424341
375;1307;114;211;0,72612;0,29567;0,547255
385;1086;101;201;0,57241;0,24853;0,494591
395;1058;107;211;0,52977;0,25013;0,493243
405;1059;104;216;0,50441;0,23126;0,480305
415;1200;122;243;0,54436;0,25837;0,514618
425;1220;119;228;0,52770;0,24030;0,460397
435;1251;138;259;0,51651;0,26600;0,499227
445;1149;137;248;0,45332;0,25234;0,456782
455;1232;134;258;0,46493;0,23608;0,454543
465;1323;153;291;0,47803;0,25809;0,490870
475;1145;128;273;0,39648;0,20692;0,441322
485;1022;163;212;0,33945;0,25275;0,328725
495;1196;167;260;0,38135;0,24859;0,387029
505;1304;179;280;0,39949;0,25601;0,400458
515;1179;180;248;0,34730;0,24754;0,341051
525;1197;188;268;0,33930;0,24878;0,354649
535;1181;203;248;0,32237;0,25869;0,316029
545;1104;214;229;0,29039;0,26279;0,281207
555;1282;205;255;0,32517;0,24275;0,301952
565;1115;209;250;0,27289;0,23880;0,285646
575;1378;220;337;0,32563;0,24270;0,371774
585;1181;210;277;0,26962;0,22382;0,295225
595;1389;243;284;0,30653;0,25036;0,292597
605;1528;247;319;0,32615;0,24613;0,317882
615;1411;238;303;0,29147;0,22952;0,292199
625;1656;274;342;0,33122;0,25585;0,319340
635;1445;259;315;0,27998;0,23428;0,284938
645;1329;287;280;0,24958;0,25162;0,245485
655;1374;276;299;0,25022;0,23465;0,254200
665;1343;321;291;0,23727;0,26476;0,240014
675;1364;273;299;0,23389;0,21855;0,239360
685;1737;339;361;0,28922;0,26352;0,280617
695;1487;314;328;0,24052;0,23711;0,247681
705;1507;336;331;0,23689;0,24658;0,242906
715;1846;361;378;0,28212;0,25756;0,269692
725;1557;393;301;0,23143;0,27271;0,208872
735;1513;370;324;0,21882;0,24981;0,218756
745;1564;393;327;0,22016;0,25827;0,214894
755;1245;361;294;0,17064;0,23100;0,188123
765;1389;382;326;0,18544;0,23808;0,203182
775;1392;427;269;0,18107;0,25931;0,163357
785;1195;394;231;0,15151;0,23321;0,136730
795;1516;468;313;0,18740;0,27009;0,180634
805;1552;448;312;0,18712;0,25216;0,175612
815;1806;450;408;0,21243;0,24711;0,224045
825;1911;467;407;0,21937;0,25026;0,218111
835;2022;479;426;0,22658;0,25058;0,222858
845;2174;481;456;0,23788;0,24571;0,232939
855;2190;453;478;0,23406;0,22603;0,238499
865;2532;500;578;0,26439;0,24374;0,281765
875;2387;529;535;0,24359;0,25202;0,254876
885;2398;513;536;0,23921;0,23890;0,249614
895;2123;554;428;0,20707;0,25226;0,194890
905;2468;587;505;0,23543;0,26142;0,224898
915;2220;529;527;0,20717;0,23047;0,229594
925;2328;583;517;0,21258;0,24853;0,220393
935;2273;610;459;0,20314;0,25451;0,191505
945;2385;576;509;0,20866;0,23526;0,207896
955;2327;651;494;0,19935;0,26036;0,197566
965;2837;634;609;0,23802;0,24833;0,238536
975;2676;643;534;0,21993;0,24671;0,204892
985;2607;683;537;0,20994;0,25677;0,201880
995;2775;711;534;0,21900;0,26195;0,196738
1005;2685;727;543;0,20770;0,26254;0,196092
1015;2555;703;539;0,19377;0,24889;0,190831
1025;2537;686;556;0,18866;0,23816;0,193028
1035;2456;765;550;0,17913;0,26048;0,187273
1045;2116;731;455;0,15139;0,24416;0,151975
1055;0;0;0;0,00000;0,00000;0,000000
1065;0;0;0;0,00000;0,00000;0,000000
