x;y;z;E;n
-14;-3;31;0;0
-29;28;11;1;7
-14;22;23;0;0
-20;-18;27;1;3
-21;25;9;0;0
-29;-3;20;1;6
-14;20;30;0;0
-16;1;38;0;0
-26;-11;19;1;2
-19;19;27;0;0
-16;9;27;0;0
-17;2;29;1;2
-36;-10;13;1;17
-30;10;24;0;0
-15;-14;35;1;3
-20;-5;34;1;3
-14;7;29;0;0
-20;14;15;1;1
-17;12;34;0;0
-14;-22;16;1;5
-9;-12;25;1;2
-26;19;26;1;2
-33;3;24;0;0
-37;-5;11;1;2
-25;-8;12;0;0
-22;-12;18;1;1
-23;-2;23;1;1
-12;-18;19;0;0
-27;-4;29;0;0
-19;18;15;0;0
-21;-17;13;1;2
-35;6;19;1;9
-14;24;9;0;0
-29;0;27;1;18
-29;-16;24;0;0
-15;-10;34;0;0
-25;-18;11;1;9
-28;-9;21;0;0
-27;8;11;1;10
-15;-17;32;1;2
-29;16;21;0;0
-35;3;12;0;0
-35;-9;21;0;0
-20;8;25;1;2
-15;22;20;0;0
-33;-5;18;1;4
-16;-11;24;0;0
-18;-21;14;0;0
-11;-16;21;0;0
-28;-19;16;1;5
-17;17;19;0;0
-29;-3;18;1;7
-13;-7;37;0;0
-18;16;18;0;0
-39;-1;13;0;0
-22;12;29;1;17
-31;7;27;0;0
-14;5;39;0;0
-28;-7;16;0;0
-33;-1;9;1;2
-18;24;23;1;13
-11;19;28;1;3
-22;4;26;1;2
-19;-30;17;1;2
-31;-10;16;1;4
-17;9;26;1;1
-14;-15;27;1;5
-16;23;15;0;0
-9;9;32;0;0
-7;-8;29;0;0
-28;13;23;1;1
-19;-22;19;0;0
-26;5;26;1;7
-12;6;31;0;0
-19;-25;23;1;13
-12;14;25;1;4
-26;-18;10;1;12
-23;-12;22;1;16
-30;-12;20;1;3
-27;8;29;0;0
-18;4;26;1;2
-17;19;25;0;0
-10;11;25;0;0
-34;-2;24;1;3
-13;-1;29;0;0
-25;-24;17;1;3
-31;6;14;0;0
-30;4;25;1;4
-29;-1;9;0;0
-19;-6;31;1;1
-18;-23;17;1;6
-23;11;28;1;5
-7;11;34;0;0
-29;13;24;0;0
-32;-7;11;1;1
-28;9;23;0;0
-22;2;26;1;4
-25;21;9;0;0
-22;-28;20;1;20
-32;-20;11;1;4
-29;7;25;0;0
-10;11;31;0;0
-18;-3;26;1;7
-11;-13;35;0;0
-10;-10;25;1;1
-31;-15;19;0;0
-14;-18;35;1;3
-10;-15;34;0;0
-33;-2;24;1;1
-34;5;15;0;0
-29;16;10;0;0
-19;19;23;0;0
-18;16;33;0;0
-12;14;35;1;2
-25;-13;13;1;24
-11;9;30;0;0
-9;15;34;0;0
-23;-7;29;0;0
-18;28;10;0;0
-17;18;20;1;2
-20;14;18;1;6
-18;-21;22;0;0
-20;2;24;1;7
-26;-4;21;1;6
-27;20;17;1;10
-17;23;10;0;0
-19;-21;27;1;5
-31;-19;17;1;1
-15;-5;33;0;0
-25;23;10;0;0
-24;-1;34;0;0
-13;18;19;0;0
-11;17;30;0;0
-34;12;14;1;4
-33;7;12;1;1
-17;-26;20;0;0
-34;6;23;1;1
-36;0;16;1;1
-33;10;14;1;1
-16;-22;17;1;10
-23;23;9;1;1
-30;5;21;1;2
-32;-20;13;1;12
-31;9;12;1;4
-24;29;16;1;2
-37;6;13;0;0
-17;-5;26;0;0
-34;-1;12;1;17
-15;15;34;0;0
-31;8;25;1;6
-28;24;11;1;2
-34;-4;18;1;2
-19;-8;31;1;2
-18;18;21;1;3
-23;-6;32;1;1
-22;-9;22;1;8
-25;-18;20;0;0
-25;11;27;1;1
-19;-21;20;1;4
-29;-6;9;0;0
-23;4;30;0;0
-17;-19;33;1;1
-31;-4;26;1;3
-19;23;29;0;0
-20;29;14;0;0
-27;13;15;1;1
-18;3;29;1;1
-19;-8;35;1;23
-15;24;29;0;0
-20;11;33;0;0
-13;-18;35;0;0
-11;18;26;1;1
-25;5;21;0;0
-11;-17;24;0;0
-27;-3;26;1;4
-23;-17;25;1;2
-20;-14;15;0;0
-23;9;32;0;0
-14;6;29;0;0
