x;y;z;E;n
-20;21;35;0;0
-40;31;19;0;0
-19;-1;48;1;2
-28;-20;43;0;0
-29;30;29;1;15
-40;-13;18;0;0
-19;-5;38;0;0
-22;-29;23;1;1
-36;-34;21;1;1
-26;-5;37;0;0
-22;-17;34;1;1
-24;28;24;1;1
-49;-4;14;1;1
-41;-4;36;1;3
-21;-28;39;0;0
-28;8;46;1;3
-19;-32;36;0;0
-28;38;18;1;4
-23;-39;27;1;2
-20;-20;44;0;0
-13;-13;47;0;0
-36;26;19;1;4
-45;5;28;0;0
-50;-6;24;0;0
-35;0;43;1;1
-31;11;44;0;0
-32;-4;30;1;12
-17;-29;40;0;0
-38;23;32;1;1
-26;-9;36;0;0
-30;33;17;0;0
-47;-7;21;0;0
-19;4;39;0;0
-40;-8;37;0;0
-41;23;18;0;0
-21;-21;41;0;0
-35;-20;21;1;24
-39;-9;39;0;0
-37;-20;25;1;1
-21;-33;38;0;0
-40;18;23;0;0
-47;-13;26;1;3
-48;8;14;1;4
-28;29;29;1;1
-20;-33;18;1;19
-45;-8;13;0;0
-23;32;39;0;0
-26;39;23;1;2
-16;-8;48;0;0
-39;-25;31;0;0
-23;-33;36;1;1
-40;-13;14;1;6
-18;-27;36;1;3
-25;21;43;0;0
-52;-5;14;0;0
-30;-28;18;0;0
-42;-18;24;0;0
-20;34;17;1;2
-39;-5;18;1;10
-45;-3;29;0;0
-25;38;15;1;8
-15;15;49;0;0
-31;39;20;0;0
-27;-10;34;0;0
-43;5;12;1;1
-24;37;13;0;0
-20;-3;48;1;1
-22;16;37;1;9
-13;21;38;0;0
-10;-14;39;0;0
-38;-31;14;0;0
-27;7;36;1;3
-36;-2;41;1;1
-17;15;41;0;0
-27;0;38;1;3
-17;28;42;0;0
-37;22;16;0;0
-32;-23;28;0;0
-42;14;22;0;0
-37;-19;33;0;0
-25;-2;39;0;0
-23;-28;25;0;0
-14;14;52;0;0
-46;-12;22;0;0
-18;-19;45;0;0
-35;-28;24;0;0
-42;-21;17;1;1
-41;-13;34;0;0
-40;-11;32;1;1
-27;37;26;0;0
-26;35;33;0;0
-32;22;20;0;0
-10;16;45;0;0
-40;14;17;0;0
-44;-2;26;1;1
-39;26;24;0;0
-31;35;17;1;1
-34;-19;34;0;0
-31;-22;37;0;0
-44;-18;17;1;1
-40;4;38;0;0
-14;15;50;0;0
-25;-15;35;1;1
-16;10;40;1;4
-14;-20;43;0;0
-43;-2;32;1;1
-20;-8;46;1;3
-15;22;43;1;2
-45;-3;28;0;0
-46;-2;27;0;0
-40;17;20;0;0
-26;-5;39;1;2
-25;23;36;0;0
-16;-27;31;0;0
-35;-11;38;0;0
-15;-20;48;0;0
-12;12;44;0;0
-32;-13;27;1;1
-24;-39;13;0;0
-23;-31;37;0;0
-28;39;16;1;2
-26;41;14;0;0
-28;20;41;1;2
-36;-19;22;1;16
-37;2;26;1;1
-23;-20;38;0;0
-27;11;33;0;0
-43;-6;26;1;2
-21;-11;36;1;10
-34;-16;40;0;0
-33;-30;19;1;1
-18;18;45;1;1
-15;11;50;0;0
-46;8;18;1;5
-45;11;13;0;0
-24;-30;40;0;0
-46;1;14;1;2
-49;13;18;1;2
-45;15;28;0;0
-23;11;44;1;3
-31;-35;13;0;0
-41;-11;14;0;0
-44;-18;15;0;0
-42;-16;21;0;0
-33;23;15;1;1
-50;15;15;0;0
-24;16;39;0;0
-46;-12;28;0;0
-21;27;35;0;0
-42;-17;30;0;0
-38;-17;37;0;0
-46;-16;18;1;1
-27;34;34;1;1
-25;26;33;0;0
-32;-11;32;1;1
