Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
75311;32620;4,6220;16294;16453;16319
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
605;1449;249;289;0,30929;0,24566;0,285121
615;1554;221;357;0,32101;0,21100;0,340848
625;1519;262;314;0,30382;0,24221;0,290277
635;1419;244;279;0,27495;0,21852;0,249862
645;1231;271;246;0,23118;0,23523;0,213530
655;1423;291;309;0,25914;0,24494;0,260087
665;1407;276;294;0,24858;0,22538;0,240075
675;1496;302;299;0,25653;0,23936;0,236978
685;1555;292;346;0,25892;0,22472;0,266280
695;1589;308;329;0,25702;0,23026;0,245964
705;1641;297;372;0,25796;0,21579;0,270277
715;1640;314;354;0,25064;0,22180;0,250055
725;1631;356;343;0,24243;0,24458;0,235648
735;1482;311;347;0,21433;0,20789;0,231953
745;1438;354;305;0,20242;0,23032;0,198442
755;1421;364;314;0,19477;0,23060;0,198921
765;1421;366;326;0,18971;0,22584;0,201159
775;1237;388;296;0,16091;0,23328;0,177965
785;1502;387;329;0,19043;0,22679;0,192798
795;1320;385;292;0,16318;0,21997;0,166838
805;1539;405;342;0,18555;0,22569;0,190581
815;1763;423;370;0,20737;0,22997;0,201156
825;1915;453;416;0,21982;0,24035;0,220715
835;2081;455;430;0,23319;0,23566;0,222711
845;2202;437;499;0,24095;0,22101;0,252368
855;2422;467;518;0,25886;0,23069;0,255885
865;2300;444;535;0,24017;0,21429;0,258207
875;2360;487;479;0,24083;0,22970;0,225926
885;2226;453;518;0,22205;0,20886;0,238831
895;2321;529;483;0,22638;0,23848;0,217745
905;2221;466;509;0,21187;0,20546;0,224423
915;2371;564;531;0,22126;0,24327;0,229034
925;2287;562;475;0,20883;0,23719;0,200474
935;2263;539;496;0,20225;0,22265;0,204883
945;2487;587;533;0,21759;0,23737;0,215532
955;2470;566;530;0,21160;0,22411;0,209854
965;2903;577;638;0,24356;0,22375;0,247408
975;2581;610;538;0,21213;0,23172;0,204372
985;2554;603;534;0,20567;0,22444;0,198755
995;2670;588;605;0,21071;0,21448;0,220677
1005;0;0;0;0,00000;0,00000;0,000000
1015;0;0;0;0,00000;0,00000;0,000000
