x;y;z;E;n
-16;-25;20;0;1
-33;-17;25;0;1
-16;10;39;0;1
-24;25;16;0;1
-24;-2;33;0;1
-34;0;22;0;1
-16;7;36;0;1
-19;25;24;0;1
-31;21;26;0;1
-22;14;39;0;1
-19;32;25;1;1
-20;16;27;0;1
-43;9;17;1;1
-35;9;23;1;1
-18;16;31;1;1
-23;-29;14;1;1
-16;-14;32;1;1
-23;-8;25;1;1
-20;27;17;0;1
-17;9;29;0;1
-11;13;31;1;1
-30;6;14;0;1
-39;21;20;0;1
-44;7;17;1;1
-29;-23;22;1;1
-26;7;36;0;1
-27;8;30;0;1
-15;25;34;0;1
-32;21;13;0;1
-22;12;28;0;1
-25;13;35;1;1
-41;7;15;1;1
-16;13;36;0;1
-34;5;18;1;1
-34;-18;26;1;1
-18;21;23;0;1
-30;23;29;0;1
-33;1;35;0;1
-31;-19;28;0;1
-18;12;27;1;1
-33;-28;20;1;1
-41;2;15;1;1
-41;-15;20;1;1
-23;-16;27;0;1
-17;-3;31;0;1
-39;5;29;0;1
-19;10;44;1;1
-21;-28;27;0;1
-13;-17;43;0;1
-33;-11;31;0;1
-20;32;24;0;1
-34;0;18;0;1
-15;-18;24;1;1
-21;21;17;0;1
-46;2;17;0;1
-25;-32;23;1;1
-36;-3;29;1;1
-16;-16;39;1;1
-33;4;14;0;1
-39;11;18;1;1
-21;33;16;0;1
-12;-13;31;1;1
-26;27;11;0;1
-23;21;28;0;1
-37;19;16;0;1
-20;23;36;1;1
-17;20;27;0;1
-18;-14;39;0;1
-10;-16;36;0;1
-8;-12;30;1;1
-32;-20;26;0;1
-23;31;11;0;1
-30;-14;23;0;1
-14;7;35;0;1
-23;26;31;0;1
-14;17;41;0;1
-31;11;15;0;1
-27;-6;36;0;1
-35;-24;20;1;1
-31;-18;33;1;1
-21;5;37;0;1
-19;-31;20;1;1
-11;-18;30;1;1
-40;3;12;1;1
-15;-12;29;1;1
-30;17;11;1;1
-36;-5;24;1;1
-35;1;25;1;1
-34;2;25;1;1
-22;-20;17;1;1
-21;-31;31;1;1
-27;24;27;0;1
-8;12;32;0;1
-34;27;15;1;1
-38;12;14;1;1
-32;-28;22;1;1
-26;24;24;0;1
-29;16;22;1;1
-26;-15;16;1;1
-38;-3;29;0;1
-34;15;28;1;1
-11;-18;41;1;1
-21;-4;32;0;1
-13;-11;37;0;1
-12;11;35;0;1
-37;12;14;1;1
-17;17;28;1;1
-12;-7;32;0;1
-39;11;17;1;1
-40;12;21;1;1
-33;-30;18;0;1
-22;14;38;1;1
-21;22;16;1;1
-14;18;41;1;1
-29;-35;18;1;1
-13;16;38;0;1
-10;11;33;1;1
-27;2;26;0;1
-20;-32;20;0;1
-20;34;21;1;1
-23;-8;38;0;1
-21;-27;23;0;1
-23;-22;13;0;1
-30;-28;11;0;1
-31;-3;19;0;1
-19;-26;23;1;1
-23;33;26;1;1
-37;7;30;1;1
-18;26;18;0;1
-29;18;28;1;1
-28;-2;26;0;1
-15;15;41;0;1
-12;-16;34;0;1
-39;-21;16;1;1
-38;-20;15;1;1
-20;-24;16;0;1
-40;15;16;1;1
-42;-8;21;1;1
-38;-15;20;1;1
-19;-7;30;0;1
-26;-25;12;1;1
-35;2;25;1;1
-38;-3;28;1;1
-36;-1;14;1;1
-27;-30;13;0;1
-43;-4;15;1;1
-20;7;31;0;1
-40;3;17;0;1
-17;-14;31;1;1
-36;-2;29;1;1
-32;-9;21;0;1
-40;-1;27;0;1
-22;-22;16;0;1
-21;23;38;1;1
-27;3;40;0;1
-26;12;19;1;1
-30;24;20;1;1
-29;4;19;1;1
-23;33;15;1;1
-34;-5;18;0;1
-27;16;14;0;1
-20;-13;34;0;1
-36;-20;20;0;1
-22;22;11;1;1
-23;16;37;0;1
-31;-11;14;1;1
-21;4;36;0;1
-22;-22;21;1;1
-17;2;40;1;1
-23;-11;31;0;1
-16;23;20;0;1
-12;-15;35;1;1
-29;-6;32;0;1
-13;-17;27;1;1
-32;22;22;1;1
-27;-13;22;1;1
-24;30;22;1;1
-27;22;15;1;1
-16;-15;31;1;1
-31;-31;15;0;1
-43;9;18;0;1
-24;9;23;0;1
-32;3;17;0;1
-21;-26;27;0;1
-36;-11;12;0;1
-29;-25;27;0;1
-32;-11;31;0;1
-33;11;27;0;1
-24;19;26;1;1
-24;-26;12;1;1
-29;-4;18;0;1
-22;10;25;1;1
-29;-10;12;1;1
-16;7;37;0;1
-31;11;33;0;1
-20;-16;35;0;1
-41;0;11;1;1
-28;-23;30;1;1
-26;-6;30;0;1
-36;14;24;0;1
-31;-4;28;1;1
-38;5;18;1;1
-34;-1;13;0;1
-33;-8;30;0;1
-33;16;12;0;1
-31;-12;10;0;1
-22;8;42;1;1
-21;-2;35;1;1
-27;-35;12;1;1
-44;0;13;0;1
-15;-17;37;1;1
-16;-12;27;1;1
-26;0;31;1;1
-30;35;14;0;1
-35;11;24;1;1
-16;-14;25;1;1
-27;20;27;1;1
-28;15;18;1;1
-25;5;36;0;1
-32;6;34;1;1
-41;-8;17;0;1
-27;18;35;0;1
-40;14;16;0;1
-31;-32;19;1;1
-33;20;12;1;1
-33;-16;22;1;1
-24;2;34;0;1
-26;-25;23;0;1
-23;11;36;0;1
-25;-15;29;1;1
-28;-11;24;0;1
-34;-2;10;0;1
-11;-18;32;1;1
-21;34;18;0;1
-11;17;39;0;1
-14;-24;26;0;1
-29;18;20;1;1
-41;7;17;0;1
-27;-13;28;0;1
-18;27;27;0;1
-22;35;18;1;1
-25;4;26;0;1
-19;14;40;0;1
-24;2;35;0;1
-22;-9;24;1;1
-26;-11;31;0;1
-35;5;15;1;1
-43;-15;18;1;1
-21;4;44;1;1
-28;15;12;0;1
-32;1;13;0;1
-24;35;20;1;1
-17;4;43;1;1
-33;-3;20;1;1
-37;-6;15;0;1
-18;5;44;1;1
-41;-15;12;0;1
-15;-1;34;0;1
-11;12;43;1;1
-43;12;16;1;1
-21;-12;42;0;1
-34;-21;18;1;1
-39;6;27;1;1
-15;-16;26;0;1
-24;11;29;0;1
-21;-9;42;1;1
-15;-17;35;1;1
-19;-28;21;1;1
-29;-7;21;1;1
-32;-26;20;0;1
-26;-31;16;1;1
-28;17;9;0;1
-11;-17;28;1;1
-21;-4;29;1;1
-24;-14;36;0;1
-26;-26;22;1;1
-22;15;28;0;1
-27;14;24;0;1
-23;-20;35;1;1
-20;-12;35;1;1
-40;-13;18;1;1
-24;-22;28;0;1
-19;-26;19;0;1
-34;7;19;0;1
-32;4;28;1;1
-18;-29;15;0;1
-30;-8;33;1;1
-20;-11;35;1;1
-23;-20;36;1;1
-35;-19;12;1;1
-16;7;45;0;1
-27;31;16;1;1
-40;13;16;1;1
-28;19;21;0;1
-36;-16;24;1;1
-26;0;25;1;1
-27;14;38;1;1
-16;7;42;1;1
-9;11;32;1;1
-13;15;41;1;1
-24;10;22;0;1
-29;24;20;1;1
-23;11;23;0;1
-27;0;19;1;1
-13;-22;41;1;1
-18;20;31;1;1
-23;3;38;1;1
-36;14;26;1;1
-23;34;11;0;1
-23;-13;40;1;1
-36;11;31;0;1
-25;27;19;1;1
-31;-16;16;0;1
-33;7;12;0;1
-12;12;37;1;1
-36;-18;24;1;1
-28;-18;36;0;1
-17;28;30;1;1
-23;11;38;0;1
-19;-8;43;1;1
-29;-20;34;0;1
-35;-16;27;1;1
-35;-30;15;1;1
-33;-17;14;0;1
-30;28;18;1;1
-45;-3;13;0;1
-29;-15;21;1;1
-25;-10;41;1;1
-24;-18;31;0;1
-39;7;20;0;1
-43;-3;15;1;1
-19;1;27;0;1
-27;21;18;1;1
-22;-21;37;0;1
-36;23;19;1;1
-22;-36;17;0;1
-14;14;42;0;1
-31;10;11;1;1
-32;-14;30;0;1
-28;20;27;0;1
-35;13;32;1;1
-34;-16;22;0;1
-38;8;29;1;1
-9;12;40;0;1
-44;1;13;1;1
-30;-24;28;1;1
-34;-16;20;1;1
-18;0;29;1;1
-27;1;21;1;1
-46;-6;15;1;1
-38;0;17;0;1
-24;21;28;0;1
-32;-19;30;0;1
-34;18;23;0;1
-24;2;24;0;1
-28;17;16;1;1
-33;19;19;0;1
-28;-13;20;1;1
-38;22;21;1;1
-14;18;40;0;1
-27;-4;31;0;1
-38;-5;25;0;1
-24;-29;27;1;1
-24;-25;11;0;1
-24;33;25;1;1
-30;23;31;0;1
-38;-14;15;0;1
-23;6;35;1;1
-38;-20;18;1;1
-31;24;13;0;1
-34;-12;15;0;1
-38;16;17;1;1
-23;-26;33;1;1
-34;1;28;1;1
-24;39;14;0;1
-35;22;20;1;1
-40;18;17;1;1
-35;-17;23;0;1
-34;20;15;1;1
-41;-23;13;0;1
-18;-19;32;1;1
-25;5;34;1;1
-39;9;21;0;1
-24;-19;31;1;1
-11;15;38;0;1
-28;-10;18;1;1
-25;-20;37;0;1
-32;0;15;1;1
-39;-2;16;1;1
-21;14;39;0;1
-28;-24;27;0;1
-25;-38;16;0;1
-34;16;13;0;1
-31;16;28;0;1
-12;19;39;0;1
-38;-13;24;1;1
-23;-20;13;0;1
-26;35;15;1;1
-29;10;26;0;1
-22;-35;17;0;1
-33;15;29;0;1
-25;18;27;1;1
-20;-21;25;0;1
-36;6;12;0;1
-18;-27;22;1;1
-10;17;29;1;1
-11;19;31;0;1
-40;-1;20;0;1
-24;24;14;0;1
-28;-23;14;1;1
-29;-17;27;0;1
-38;-16;23;0;1
-34;8;26;1;1
-39;-7;23;0;1
-37;26;14;1;1
-15;0;34;0;1
-43;-15;13;0;1
-9;-14;44;0;1
-24;4;22;1;1
-34;-13;20;0;1
-18;-1;44;0;1
-18;-10;26;1;1
-25;25;16;1;1
-29;-29;20;0;1
-15;-1;32;1;1
-22;-11;37;1;1
-16;11;43;1;1
-31;-7;29;1;1
-33;-10;35;1;1
-26;29;16;1;1
-25;28;14;1;1
-25;-15;32;1;1
-20;33;19;0;1
-25;22;27;1;1
-19;6;32;0;1
-32;-12;34;1;1
-18;-29;23;0;1
-14;-8;42;0;1
-20;29;20;0;1
-10;14;38;1;1
-28;14;11;0;1
-27;27;13;0;1
-22;-12;31;1;1
-22;-14;27;1;1
-30;7;28;0;1
-31;30;19;0;1
-31;27;24;0;1
-36;-3;21;0;1
-34;-17;18;1;1
-40;18;14;0;1
-39;1;12;0;1
-23;-9;26;1;1
-14;0;32;1;1
-34;-1;25;1;1
-18;7;42;1;1
-28;0;19;0;1
-9;11;34;1;1
-29;-11;31;0;1
-33;1;10;0;1
-36;5;28;0;1
-38;16;14;1;1
-22;26;22;0;1
-18;12;35;0;1
-39;15;22;0;1
-17;-24;26;0;1
-18;19;41;0;1
-31;16;24;0;1
-23;26;29;0;1
-32;16;28;1;1
-17;23;23;1;1
-37;-25;20;0;1
-39;18;19;0;1
-33;-8;21;0;1
-24;19;29;0;1
-20;16;28;1;1
-30;2;17;0;1
-35;-30;14;1;1
-16;21;39;1;1
-43;-1;12;1;1
-24;4;41;0;1
-30;2;34;0;1
-20;3;38;1;1
-37;-8;20;0;1
-35;-9;21;0;1
-27;-23;21;1;1
-14;10;33;1;1
-24;26;15;1;1
-24;-27;12;1;1
-21;36;14;1;1
-29;-20;10;0;1
