Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
102454;51861;4,2197;24280;24474;23972
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
655;1423;266;343;0,25914;0,20441;0,263575
665;1407;241;329;0,24858;0,17967;0,245271
675;1496;273;345;0,25653;0,19754;0,249635
685;1555;276;379;0,25892;0,19392;0,266288
695;1589;297;376;0,25702;0,20271;0,256633
705;1641;287;389;0,25796;0,19037;0,258027
715;1640;296;376;0,25064;0,19089;0,242477
725;1631;313;394;0,24243;0,19632;0,247124
735;1482;286;362;0,21433;0,17454;0,220917
745;1438;362;287;0,20242;0,21503;0,170476
755;1421;338;324;0,19477;0,19549;0,187390
765;1421;322;333;0,18971;0,18140;0,187593
775;1237;399;267;0,16091;0,21901;0,146556
785;1502;388;334;0,19043;0,20758;0,178691
795;1320;365;297;0,16318;0,19039;0,154924
805;1539;368;365;0,18555;0,18722;0,185694
815;1763;386;421;0,20737;0,19159;0,208960
825;1915;416;423;0,21982;0,20150;0,204894
835;2081;393;518;0,23319;0,18583;0,244936
845;2202;439;499;0,24095;0,20270;0,230401
855;2422;456;533;0,25886;0,20565;0,240376
865;2300;447;549;0,24017;0,19696;0,241900
875;2360;447;553;0,24083;0,19248;0,238125
885;2226;432;513;0,22205;0,18184;0,215937
895;2321;467;539;0,22638;0,19221;0,221840
905;2221;449;515;0,21187;0,18074;0,207304
915;2371;516;556;0,22126;0,20319;0,218942
925;2287;534;540;0,20883;0,20576;0,208069
935;2263;483;561;0,20225;0,18215;0,211562
945;2487;564;539;0,21759;0,20822;0,198986
955;2470;518;575;0,21160;0,18725;0,207854
965;2903;593;644;0,24356;0,20994;0,227997
975;2581;554;620;0,21213;0,19213;0,215021
985;2554;529;618;0,20567;0,17975;0,209997
995;2670;577;617;0,21071;0,19214;0,205464
1005;2759;633;609;0,21342;0,20662;0,198785
1015;2620;622;593;0,19869;0,19905;0,189767
1025;2622;633;600;0,19499;0,19863;0,188279
1035;2363;635;555;0,17235;0,19543;0,170809
1045;2163;631;489;0,15475;0,19050;0,147630
1055;2262;668;552;0,15878;0,19787;0,163505
1065;2070;660;535;0,14259;0,19184;0,155508
1075;2143;699;504;0,14488;0,19942;0,143784
1085;2412;688;576;0,16008;0,19268;0,161310
1095;2249;686;528;0,14655;0,18862;0,145179
1105;2158;710;564;0,13808;0,19170;0,152284
1115;2167;709;503;0,13618;0,18802;0,133388
1125;2389;774;550;0,14748;0,20162;0,143270
1135;1902;722;451;0,11536;0,18478;0,115421
1145;2036;727;530;0,12133;0,18282;0,133280
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
