x;y;z;E;n
-18;15;42;0;0
-36;17;20;1;2
-17;-10;33;1;2
-25;-36;13;1;5
-26;12;27;0;0
-36;-17;26;0;0
-17;-14;37;0;0
-20;-14;44;1;1
-33;6;18;1;8
-24;38;21;1;1
-20;-2;38;1;18
-21;-30;29;0;0
-45;10;15;1;1
-37;-5;30;1;1
-19;-18;34;0;0
-25;-18;30;1;10
-18;28;29;1;2
-25;11;31;0;0
-21;-17;42;1;1
-18;-18;32;0;0
-12;14;45;0;0
-32;-11;35;0;0
-41;13;25;1;5
-46;8;19;0;0
-32;26;30;1;2
-28;10;35;0;0
-29;5;40;1;1
-16;16;31;1;5
-34;2;33;1;1
-24;35;14;1;1
-27;22;22;0;0
-43;5;17;0;0
-17;-7;40;0;0
-36;-12;34;0;0
-37;17;20;0;0
-19;-12;38;1;13
-32;11;30;1;18
-35;-17;11;0;0
-34;19;32;0;0
-19;-23;35;1;3
-36;9;21;1;32
-43;0;24;1;10
-43;-16;20;0;0
-25;1;37;1;3
-18;-29;18;0;0
-41;1;15;0;0
-20;-30;22;0;0
-23;-5;36;1;1
-14;-24;37;0;0
-36;25;15;1;1
-21;-9;38;1;15
-36;-17;22;1;6
-17;23;42;0;0
-22;-29;20;1;13
-48;5;16;1;2
-27;-29;25;1;1
-38;-14;20;1;2
-18;27;20;0;0
-35;-15;25;1;5
-41;6;14;1;3
-22;-14;31;0;0
-13;-18;39;0;0
-28;32;18;1;2
-24;-37;16;0;0
-39;8;15;0;0
-21;-22;38;0;0
-18;-5;47;0;0
-20;24;27;1;3
-11;-16;43;1;1
-9;-13;39;0;0
-35;15;28;0;0
-24;-26;18;0;0
-33;33;18;1;6
-15;-9;43;0;0
-24;-30;23;1;22
-15;10;39;1;9
-33;-7;34;1;7
-29;-11;30;0;0
-38;13;30;1;6
-34;21;15;1;3
-23;32;26;0;0
-21;-4;37;0;0
-13;22;42;0;0
-42;0;15;1;9
-17;29;33;1;4
-32;4;23;0;0
-38;-17;28;1;2
-37;-13;31;0;0
-36;-14;13;0;0
-24;1;45;0;0
-23;-9;36;0;0
-29;24;29;0;0
-9;14;38;0;0
-36;6;16;0;0
-40;4;25;0;0
-35;10;19;0;0
-28;29;21;1;1
-31;7;27;0;0
-28;-17;28;0;0
-40;-9;21;0;0
-36;-2;27;0;0
-12;-20;38;0;0
-23;25;30;0;0
-14;-18;41;1;1
-13;9;41;0;0
-39;2;27;1;2
-18;-9;44;0;0
-13;-12;34;1;1
-41;6;12;0;0
-42;9;12;0;0
-36;8;27;1;2
-24;38;20;0;0
-22;-28;22;1;8
-15;11;43;1;1
-32;18;35;1;1
-14;13;41;0;0
-11;15;33;0;0
-29;-2;30;1;13
-22;-8;42;1;1
-21;-7;44;1;2
-25;11;42;0;0
-23;-4;39;0;0
-25;-8;28;1;2
-33;16;31;0;0
-33;-23;29;1;1
-21;4;42;0;0
-24;-24;26;0;0
-39;-2;32;0;0
-19;-4;40;0;0
-31;10;24;0;0
-30;-12;38;0;0
-16;0;42;0;0
-13;-21;36;1;1
-42;20;14;0;0
-41;19;23;1;4
-22;4;44;1;3
-42;11;16;1;14
-44;-7;13;1;8
-40;-24;16;0;0
-21;27;28;1;1
-28;-28;20;0;0
-37;-12;33;1;9
-40;-9;22;0;0
-38;-13;30;0;0
-30;33;14;1;1
-45;-4;23;1;5
-22;37;16;0;0
-42;0;19;1;3
-19;26;36;0;0
-38;-13;22;1;3
-35;29;20;1;3
-42;-3;12;1;2
-24;-2;45;0;0
-22;-26;25;0;0
-29;0;30;1;13
-28;15;34;0;0
-32;12;20;1;1
-31;-9;25;1;3
-24;-25;37;0;0
-36;-23;12;0;0
-29;15;27;0;0
-22;20;29;0;0
-39;18;13;0;0
-23;-32;29;0;0
-25;35;14;0;0
-34;30;15;0;0
-23;31;28;0;0
-24;-1;33;1;1
-18;-25;37;0;0
-25;7;43;1;1
-17;7;34;0;0
-13;-20;40;0;0
-31;-19;21;1;4
-15;25;37;0;0
-34;4;17;1;2
-29;-19;17;1;9
-25;-30;20;1;35
-29;22;21;0;0
-18;27;31;0;0
-34;11;24;1;12
-45;10;16;1;1
-26;22;34;1;1
-34;-17;32;0;0
-23;-2;36;1;1
-38;-26;16;1;1
-32;25;14;0;0
-35;26;17;1;2
-35;-7;15;1;1
-26;32;27;1;1
-26;-20;23;0;0
-31;-18;31;0;0
-24;32;29;1;3
-31;-24;25;0;0
-17;-14;38;1;3
-33;-6;30;1;3
-22;17;26;1;1
-43;-2;21;1;1
-31;37;13;0;0
-28;-6;38;1;1
-38;2;23;1;8
-33;-23;13;0;0
-40;-2;25;1;2
-36;-18;14;1;3
-36;32;14;0;0
-35;-3;23;1;24
-34;27;26;0;0
-24;31;28;1;1
-23;27;20;1;1
-30;29;17;0;0
-46;1;14;0;0
-17;25;34;0;0
-18;29;37;0;0
-28;2;26;1;2
-32;18;19;0;0
-37;-3;26;0;0
-18;28;22;0;0
-29;20;36;0;0
-30;9;38;0;0
-27;13;39;0;0
-34;-13;30;0;0
-43;-9;15;0;0
-29;19;15;0;0
-42;10;19;1;1
-34;11;20;0;0
-35;0;36;0;0
-36;18;18;1;1
-26;16;29;1;1
-28;-28;31;0;0
-25;29;25;0;0
-27;-11;39;0;0
-30;-21;24;0;0
-36;-20;26;0;0
-13;22;44;0;0
-22;-13;35;0;0
-12;20;32;0;0
-16;16;44;0;0
-31;9;36;0;0
-43;5;19;1;3
-29;-19;24;0;0
-19;-2;47;1;1
-23;-18;39;1;3
-27;12;28;0;0
-20;-27;32;1;1
-26;16;30;1;6
-24;16;26;0;0
-28;-12;39;1;2
-37;-9;25;0;0
-45;-14;18;1;7
-23;32;14;1;1
-30;9;32;1;4
-34;-19;20;1;8
-25;-27;32;0;0
-18;-23;40;0;0
-35;-23;12;0;0
-39;-16;28;0;0
-19;-29;37;0;0
-43;-17;21;0;0
-16;-18;36;1;1
-12;14;41;0;0
-45;13;17;0;0
-23;18;31;1;1
-37;14;22;1;3
-41;2;11;1;8
-17;26;22;1;2
-26;24;33;0;0
-23;21;31;1;5
-17;25;32;0;0
-21;1;33;1;5
-31;-20;11;0;0
-35;11;17;1;1
-28;-34;16;0;0
-30;12;25;0;0
-12;-20;43;1;1
-23;25;27;0;0
-26;-3;40;0;0
-28;-29;29;0;0
-24;39;20;0;0
-29;13;25;0;0
-25;-4;33;0;0
-22;21;30;0;0
-42;-16;14;1;18
-26;-14;26;0;0
-21;4;39;0;0
-36;-9;11;1;3
-34;-15;22;0;0
-20;2;38;0;0
-32;-25;26;0;0
-22;22;29;0;0
-25;-4;34;0;0
-38;17;17;0;0
-17;-14;46;0;0
-29;30;23;1;3
-42;9;23;1;2
-30;15;24;0;0
-39;22;22;0;0
-28;1;37;1;2
-29;13;38;0;0
-17;-14;42;0;0
-10;14;44;0;0
-14;12;39;0;0
-26;23;29;1;3
-31;16;22;0;0
-25;29;13;1;1
-29;-5;33;0;0
-15;21;31;0;0
-19;-13;38;1;8
-25;23;17;0;0
-38;2;25;0;0
-24;-24;30;0;0
-25;6;29;1;3
-38;0;18;1;3
-26;-40;17;0;0
-34;22;24;1;1
-35;-12;28;0;0
-13;11;36;0;0
-39;20;16;1;3
-30;-28;14;0;0
-18;9;45;1;1
-25;29;27;0;0
-21;27;22;1;1
-32;31;24;1;7
-38;21;17;1;1
-38;11;18;1;1
-36;16;32;0;0
-32;15;21;0;0
-47;-1;14;0;0
-31;-30;15;1;1
-27;-4;38;0;0
-26;-8;29;0;0
-41;2;23;1;2
-45;-2;13;1;7
-21;33;19;1;9
-29;21;27;0;0
-24;1;41;0;0
-38;8;24;1;2
-24;-19;29;1;10
-15;5;42;0;0
-33;-8;26;0;0
-35;22;12;1;1
-30;16;33;1;2
-37;-1;24;1;1
-37;19;16;1;3
-40;1;29;0;0
-10;15;47;0;0
-46;2;14;1;6
-33;20;17;1;1
-37;19;15;0;0
-20;34;29;1;3
-29;-4;39;0;0
-48;-2;14;1;2
-40;-7;30;1;3
-26;36;17;1;5
-35;16;28;0;0
-36;0;33;1;3
-26;15;38;0;0
-30;12;31;0;0
-35;0;23;1;11
-30;-23;22;0;0
-40;12;16;1;1
-15;11;42;0;0
-29;-9;31;0;0
-40;-11;18;1;2
-26;-23;34;1;2
-26;-19;27;0;0
-25;-28;33;0;0
-32;11;32;1;1
-40;-23;20;0;0
-25;25;25;1;13
-41;20;15;1;1
-33;8;20;1;1
-37;24;14;1;1
-40;7;30;1;3
-25;-13;28;0;0
-36;-15;14;1;1
-25;-25;20;0;0
-37;5;24;1;5
-42;13;22;0;0
-38;19;27;0;0
-36;2;14;1;6
-44;19;16;0;0
-20;18;36;0;0
-27;13;37;1;11
-41;4;20;1;11
-26;-10;39;0;0
-12;17;43;0;0
-30;-20;18;1;8
-27;-17;37;1;2
-34;-20;16;1;2
-41;-6;13;1;2
-22;-35;19;0;0
-31;33;23;1;7
-27;-32;13;1;5
-36;-2;34;0;0
-33;0;30;1;4
-13;20;30;1;1
-40;-20;13;1;5
-25;-5;30;0;0
-27;-35;21;1;3
-31;-1;24;1;2
-24;-18;26;0;0
-35;-3;18;0;0
-27;26;33;0;0
-22;10;30;1;3
-38;-5;11;1;2
-20;6;37;0;0
-10;-16;34;1;1
-11;-18;32;0;0
-42;-4;22;1;1
-25;-39;20;1;1
-31;34;22;0;0
-31;-34;19;1;1
-40;-26;17;1;3
-36;-8;16;0;0
-41;-11;17;0;0
-39;11;29;1;2
-16;-17;31;0;0
-45;-14;14;0;0
-10;-13;39;0;0
-26;17;38;0;0
-37;22;27;1;21
-20;34;26;1;4
-20;27;23;0;0
-27;35;24;1;2
-32;21;28;0;0
-16;-18;35;1;1
-24;14;37;0;0
-17;-9;40;0;0
-33;-28;24;0;0
-36;27;15;1;3
-28;35;16;0;0
-26;-38;20;1;9
-27;-10;26;0;0
-21;-8;39;1;11
-27;31;30;1;8
-20;-33;11;1;1
-35;25;12;1;1
-20;2;46;0;0
-15;-19;40;0;0
-21;-13;29;1;4
-11;18;33;0;0
-30;8;23;0;0
-29;26;33;1;2
-24;13;29;1;3
-24;10;37;0;0
-32;-9;32;0;0
-33;12;25;0;0
-33;10;36;0;0
-38;-14;13;1;2
-37;17;30;0;0
-42;13;19;1;1
-41;-4;26;0;0
-25;10;29;1;1
-15;-14;44;0;0
-36;-18;26;1;4
-19;-27;31;1;4
-30;-10;38;0;0
-10;14;46;0;0
-31;-24;18;0;0
-35;-19;31;0;0
-38;-6;26;0;0
-40;7;28;0;0
-23;-27;30;1;3
-19;-22;25;1;7
-41;9;24;1;2
-19;15;32;1;2
-19;-14;42;0;0
-33;0;26;1;2
-24;-30;22;1;11
-34;-2;29;1;15
-18;0;39;1;2
