Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
157707;66361;4,7504;33199;33539;32066
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
355;1113;57;127;0,68997;0,16786;0,373995
365;1318;69;150;0,77290;0,19221;0,417855
375;1066;70;144;0,59223;0,18474;0,380033
385;920;64;128;0,48491;0,16024;0,320488
395;1068;80;166;0,53478;0,19029;0,394855
405;1144;97;182;0,54490;0,21948;0,411800
415;1307;107;186;0,59290;0,23058;0,400814
425;985;91;177;0,42605;0,18698;0,363683
435;1279;103;192;0,52807;0,20202;0,376574
445;1245;111;217;0,49119;0,20803;0,406695
455;1299;107;217;0,49022;0,19182;0,389015
465;1325;98;204;0,47876;0,16821;0,350150
475;936;141;184;0,32411;0,23193;0,302665
485;1182;130;236;0,39259;0,20511;0,372358
495;1096;124;218;0,34947;0,18782;0,330201
505;1232;129;270;0,37743;0,18773;0,392929
515;1265;154;248;0,37263;0,21550;0,347033
525;1238;141;280;0,35092;0,18986;0,377028
535;1081;145;243;0,29507;0,18802;0,315089
545;1101;161;218;0,28960;0,20117;0,272395
555;1270;183;243;0,32213;0,22050;0,292790
565;1174;169;234;0,28733;0,19648;0,272054
575;1479;175;302;0,34950;0,19644;0,339006
585;1159;178;243;0,26460;0,19304;0,263531
595;1636;210;340;0,36104;0,22015;0,356436
605;1287;186;266;0,27471;0,18860;0,269717
615;1450;188;295;0,29952;0,18448;0,289474
625;1625;235;322;0,32502;0,22328;0,305938
635;1405;225;277;0,27223;0,20710;0,254959
645;1427;238;286;0,26799;0,21232;0,255144
655;1320;232;264;0,24038;0,20070;0,228381
665;1201;213;267;0,21218;0,17876;0,224082
675;1501;218;322;0,25739;0,17758;0,262294
685;1481;237;321;0,24660;0,18746;0,253900
695;1835;255;405;0,29681;0,19593;0,311190
705;1334;230;273;0,20970;0,17175;0,203856
715;1874;296;390;0,28640;0,21489;0,283134
725;1584;293;340;0,23545;0,20689;0,240073
735;1511;276;339;0,21853;0,18962;0,232898
745;1478;293;303;0,20805;0,19593;0,202615
755;1332;280;272;0,18257;0,18231;0,177099
765;1417;339;276;0,18917;0,21499;0,175036
775;1255;316;245;0,16325;0,19527;0,151392
785;1372;301;296;0,17395;0,18129;0,178276
795;1372;349;276;0,16960;0,20494;0,162075
805;1700;336;361;0,20496;0,19244;0,206755
815;1903;352;401;0,22384;0,19668;0,224063
825;1837;333;378;0,21087;0,18158;0,206123
835;1968;358;433;0,22053;0,19057;0,230493
845;2317;396;484;0,25353;0,20584;0,251579
855;2313;342;522;0,24721;0,17363;0,265021
865;2285;392;470;0,23860;0,19444;0,233135
875;2404;412;498;0,24532;0,19972;0,241410
885;2373;411;479;0,23672;0,19476;0,226982
895;2339;430;469;0,22814;0,19923;0,217305
905;2290;426;471;0,21845;0,19304;0,213435
915;2362;467;483;0,22042;0,20702;0,214115
925;2130;438;440;0,19450;0,18999;0,190859
935;2206;435;425;0,19715;0,18468;0,180430
945;2435;467;534;0,21304;0,19409;0,221932
955;2615;476;583;0,22402;0,19371;0,237249
965;2637;497;541;0,22124;0,19808;0,215618
975;2868;489;609;0,23572;0,19092;0,237767
985;2436;501;479;0,19617;0,19165;0,183234
995;2919;593;569;0,23036;0,22231;0,213309
1005;2689;542;574;0,20801;0,19916;0,210923
1015;2688;519;565;0,20385;0,18697;0,203545
1025;2404;566;476;0,17877;0,19995;0,168152
1035;2221;546;438;0,16199;0,18917;0,151753
1045;2244;573;494;0,16055;0,19474;0,167895
1055;2110;544;460;0,14811;0,18140;0,153390
1065;2237;613;429;0,15409;0,20059;0,140379
1075;2028;616;436;0,13711;0,19784;0,140028
1085;2354;617;520;0,15623;0,19452;0,163941
1095;2398;654;475;0,15626;0,20244;0,147031
1105;2280;615;510;0,14589;0,18694;0,155021
1115;2132;640;470;0,13398;0,19106;0,140311
1125;2096;690;451;0,12939;0,20234;0,132256
1135;1946;661;414;0,11802;0,19044;0,119276
1145;2032;681;429;0,12110;0,19279;0,121448
1155;1809;703;385;0,10595;0,19559;0,107113
1165;2026;700;398;0,11663;0,19142;0,108837
1175;2058;750;429;0,11646;0,20162;0,115326
1185;1878;740;387;0,10449;0,19559;0,102287
1195;1909;765;417;0,10445;0,19882;0,108379
1205;1955;765;407;0,10519;0,19554;0,104032
1215;1615;722;339;0,08547;0,18152;0,085230
1225;1814;760;430;0,09445;0,18797;0,106351
1235;1726;820;381;0,08841;0,19954;0,092712
1245;1742;892;339;0,08781;0,21359;0,081172
1255;0;0;0;0,00000;0,00000;0,000000
1265;0;0;0;0,00000;0,00000;0,000000
