Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
70307;31862;4,4307;15868;16034;15812
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
855;2292;359;495;0,24496;0,17000;0,234404
865;2495;405;567;0,26053;0,18738;0,262327
875;2253;395;530;0,22991;0,17860;0,239636
885;2207;414;464;0,22016;0,18298;0,205081
895;2537;431;544;0,24745;0,18626;0,235096
905;2268;435;476;0,21635;0,18386;0,201188
915;2342;441;543;0,21856;0,18234;0,224518
925;2073;463;455;0,18929;0,18732;0,184086
935;2384;478;543;0,21306;0,18928;0,215016
945;2297;490;505;0,20096;0,18994;0,195759
955;2457;504;519;0,21048;0,19130;0,196995
965;2785;496;615;0,23366;0,18438;0,228620
975;2791;505;641;0,22939;0,18390;0,233422
985;2560;462;597;0,20615;0,16484;0,213008
995;2634;522;643;0,20787;0,18252;0,224832
1005;2624;535;606;0,20298;0,18336;0,207699
1015;2752;576;598;0,20871;0,19355;0,200939
1025;2487;523;547;0,18495;0,17232;0,180233
1035;2297;570;505;0,16753;0,18420;0,163194
1045;2180;586;477;0,15597;0,18576;0,151210
1055;2320;598;524;0,16285;0,18599;0,162975
1065;1930;590;443;0,13295;0,18007;0,135207
1075;2284;628;541;0,15442;0,18812;0,162060
1085;2332;627;500;0,15477;0,18438;0,147030
1095;2409;688;542;0,15697;0,19863;0,156482
1105;2147;612;460;0,13738;0,17351;0,130415
1115;2081;658;495;0,13078;0,18322;0,137832
1125;2222;695;495;0,13717;0,19010;0,135393
1135;1950;641;484;0,11827;0,17225;0,130061
1145;1917;707;458;0,11424;0,18668;0,120934
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
