Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
196965;86092;4,5743;43059;43529;42193
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
605;1498;129;247;0,31975;0,12595;0,241170
615;1659;136;267;0,34270;0,12851;0,252289
625;1285;132;255;0,25701;0,12077;0,233301
635;1468;143;275;0,28444;0,12674;0,243738
645;1489;127;281;0,27963;0,10910;0,241393
655;1325;142;271;0,24129;0,11829;0,225748
665;1306;132;288;0,23073;0,10668;0,232749
675;1450;156;301;0,24864;0,12236;0,236101
685;1684;148;318;0,28040;0,11272;0,242206
695;1635;174;355;0,26446;0,12874;0,262662
705;1591;157;296;0,25010;0,11289;0,212840
715;1421;160;313;0,21717;0,11185;0,218812
725;1950;194;384;0,28985;0,13191;0,261093
735;1329;157;307;0,19221;0,10386;0,203097
745;1500;199;309;0,21115;0,12814;0,198969
755;1178;190;245;0,16146;0,11912;0,153607
765;1358;170;307;0,18130;0,10382;0,187480
775;1530;204;341;0,19902;0,12139;0,202904
785;1229;200;267;0,15582;0,11599;0,154850
795;1403;224;294;0,17344;0,12666;0,166247
805;1745;212;402;0,21039;0,11692;0,221705
815;1800;213;399;0,21173;0,11461;0,214683
825;1983;219;429;0,22763;0,11499;0,225263
835;2300;241;521;0,25773;0,12353;0,267058
845;2081;241;444;0,22771;0,12063;0,222234
855;2366;255;501;0,25287;0,12467;0,244933
865;2295;242;471;0,23964;0,11559;0,224973
875;2414;240;508;0,24634;0,11203;0,237131
885;2329;275;487;0,23233;0,12548;0,222221
895;2224;266;473;0,21692;0,11868;0,211036
905;2244;268;504;0,21406;0,11694;0,219925
915;2153;253;485;0,20092;0,10800;0,207034
925;2367;259;565;0,21614;0,10818;0,235997
935;2574;312;584;0,23004;0,12755;0,238744
945;2346;300;518;0,20525;0,12006;0,207304
955;2732;311;610;0,23404;0,12187;0,239037
965;2646;322;546;0,22200;0,12358;0,209547
975;2561;273;589;0,21048;0,10264;0,221436
985;2821;360;590;0,22717;0,13261;0,217331
995;2452;326;490;0,19350;0,11768;0,176886
1005;2652;325;592;0,20514;0,11500;0,209475
1015;2529;331;573;0,19179;0,11483;0,198777
1025;2487;390;514;0,18495;0,13267;0,174847
1035;2460;382;513;0,17942;0,12745;0,171151
1045;2247;374;502;0,16076;0,12240;0,164291
1055;2125;385;409;0,14917;0,12362;0,131329
1065;2093;410;449;0,14417;0,12919;0,141478
1075;2215;380;462;0,14975;0,11752;0,142879
1085;2232;408;489;0,14813;0,12386;0,148454
1095;2100;398;422;0,13684;0,11863;0,125785
1105;2318;412;486;0,14832;0,12059;0,142251
1115;2085;415;444;0,13103;0,11930;0,127637
1125;2211;438;489;0,13649;0,12368;0,138085
1135;1768;408;381;0,10723;0,11319;0,105700
1145;2117;447;449;0,12616;0,12185;0,122399
1155;1876;436;426;0,10987;0,11681;0,114127
1165;2017;498;405;0,11611;0,13114;0,106647
1175;1831;416;399;0,10362;0,10769;0,103286
1185;2048;519;418;0,11395;0,13209;0,106386
1195;1783;509;367;0,09755;0,12739;0,091849
1205;1811;477;387;0,09745;0,11741;0,095253
1215;1684;458;379;0,08913;0,11088;0,091755
1225;1809;515;397;0,09419;0,12265;0,094550
1235;1592;498;358;0,08155;0,11669;0,083887
1245;1705;541;326;0,08594;0,12474;0,075166
1255;1970;563;435;0,09772;0,12775;0,098707
1265;1781;527;412;0,08696;0,11770;0,092015
1275;1654;531;352;0,07949;0,11674;0,077387
1285;1923;567;410;0,09099;0,12272;0,088740
1295;1731;549;383;0,08064;0,11700;0,081621
1305;1798;532;424;0,08249;0,11164;0,088979
1315;1532;549;341;0,06922;0,11347;0,070477
1325;1750;594;353;0,07788;0,12092;0,071860
1335;1706;608;376;0,07479;0,12192;0,075400
1345;1743;579;392;0,07528;0,11439;0,077444
1355;2058;665;435;0,08758;0,12945;0,084675
1365;1675;634;344;0,07024;0,12161;0,065984
1375;2090;636;451;0,08637;0,12023;0,085254
1385;1968;685;417;0,08016;0,12762;0,077693
1395;1844;638;425;0,07403;0,11717;0,078052
1405;1830;609;398;0,07243;0,11026;0,072057
1415;2093;710;407;0,08167;0,12673;0,072648
1425;2122;671;479;0,08165;0,11810;0,084304
1435;1753;690;379;0,06651;0,11975;0,065778
1445;2102;687;458;0,07865;0,11759;0,078392
1455;1981;734;430;0,07311;0,12391;0,072592
1465;2041;739;412;0,07430;0,12306;0,068607
1475;2260;781;482;0,08116;0,12830;0,079179
1485;2214;753;479;0,07844;0,12204;0,077630
1495;2334;778;511;0,08159;0,12441;0,081712
1505;2178;769;480;0,07513;0,12134;0,075738
1515;2275;764;507;0,07744;0,11896;0,078946
1525;2071;736;449;0,06958;0,11311;0,069000
1535;2318;793;495;0,07686;0,12028;0,075082
1545;2233;838;514;0,07309;0,12547;0,076958
1555;2339;814;512;0,07558;0,12031;0,075675
1565;1957;803;442;0,06243;0,11717;0,064497
1575;2117;846;462;0,06668;0,12189;0,066562
1585;1915;834;429;0,05956;0,11865;0,061030
1595;2093;891;445;0,06428;0,12517;0,062515
1605;0;0;0;0,00000;0,00000;0,000000
1615;0;0;0;0,00000;0,00000;0,000000
