Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
102222;45111;4,5444;22494;22666;22308
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
655;1312;240;293;0,23893;0,19862;0,242480
665;1402;243;310;0,24770;0,19510;0,248891
675;1400;239;290;0,24007;0,18624;0,225986
685;1753;270;378;0,29189;0,20430;0,286024
695;1339;220;302;0,21658;0,16171;0,221988
705;1826;282;426;0,28704;0,20145;0,304315
715;1626;269;370;0,24850;0,18682;0,256969
725;1600;301;345;0,23783;0,20332;0,233042
735;1491;259;335;0,21563;0,17022;0,220172
745;1431;327;279;0,20144;0,20918;0,178478
755;1436;296;322;0,19682;0,18437;0,200565
765;1247;296;246;0,16648;0,17958;0,149247
775;1337;317;307;0,17392;0,18739;0,181480
785;1288;330;308;0,16330;0,19014;0,177462
795;1565;338;351;0,19346;0,18988;0,197181
805;1627;379;344;0,19616;0,20765;0,188478
815;1727;339;384;0,20314;0,18121;0,205262
825;2075;385;477;0,23819;0,20084;0,248831
835;1997;369;407;0,22378;0,18791;0,207260
845;2098;362;496;0,22957;0,18001;0,246639
855;2466;415;540;0,26356;0,20156;0,262274
865;2090;389;427;0,21824;0,18459;0,202623
875;2570;425;552;0,26226;0,19709;0,255987
885;2477;466;529;0,24709;0,21125;0,239808
895;2132;417;489;0,20795;0,18484;0,216749
905;2391;464;460;0,22809;0,20115;0,199414
915;2359;474;493;0,22014;0,20102;0,209074
925;2201;478;483;0,20098;0,19835;0,200428
935;2152;467;471;0,19233;0,18967;0,191290
945;2408;479;520;0,21067;0,19044;0,206745
955;2549;514;540;0,21836;0,20010;0,210224
965;2788;534;604;0,23391;0,20360;0,230291
975;2704;532;610;0,22224;0,19870;0,227833
985;2493;540;523;0,20076;0,19761;0,191392
995;2739;572;574;0,21615;0,20514;0,205855
1005;2633;533;584;0,20367;0,18737;0,205294
1015;2823;613;595;0,21409;0,21126;0,205060
1025;2470;563;517;0,18368;0,19026;0,174718
1035;2301;591;486;0,16782;0,19589;0,161084
1045;2228;607;469;0,15940;0,19736;0,152488
1055;1940;572;425;0,13618;0,18247;0,135575
1065;2377;673;502;0,16374;0,21067;0,157145
1075;2127;577;512;0,14380;0,17728;0,157307
1085;2316;663;536;0,15371;0,19996;0,161659
1095;2296;646;553;0,14961;0,19129;0,163754
1105;2285;675;509;0,14621;0,19628;0,148009
1115;2102;679;445;0,13210;0,19392;0,127089
1125;2218;651;524;0,13692;0,18263;0,147002
1135;1937;692;421;0,11748;0,19073;0,116034
1145;2073;704;445;0,12354;0,19066;0,120516
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
