Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
37268;16612;4,6141;8077;8136;8162
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
605;889;112;199;0,37952;0,22061;0,391985
615;914;122;187;0,37760;0,23256;0,356467
625;1074;132;219;0,42962;0,24364;0,404215
635;950;113;214;0,36814;0,20205;0,382644
645;850;123;176;0,31926;0,21316;0,305015
655;982;151;222;0,35766;0,25376;0,373078
665;872;130;197;0,30812;0,21195;0,321183
675;941;151;189;0,32272;0,23895;0,299077
685;1033;145;244;0,34400;0,22280;0,374920
695;1003;158;211;0,32447;0,23584;0,314951
705;1041;158;212;0,32728;0,22920;0,307530
715;919;162;200;0,28090;0,22847;0,282064
725;894;154;218;0,26577;0,21124;0,299027
735;837;153;190;0,24210;0,20420;0,253577
745;767;176;184;0,21594;0,22863;0,239021
755;773;171;169;0,21190;0,21629;0,213759
765;767;191;156;0,20479;0,23531;0,192191
775;651;207;142;0,16936;0,24848;0,170458
785;818;190;192;0,20742;0,22230;0,224643
795;708;190;166;0,17504;0,21675;0,189367
805;805;209;160;0,19411;0,23253;0,178016
815;751;211;161;0,17667;0,22903;0,174760
825;714;218;155;0,16392;0,23093;0,164193
835;811;223;157;0,18176;0,23060;0,162352
845;857;199;209;0,18755;0,20094;0,211040
855;999;228;210;0,21354;0,22487;0,207119
865;969;222;229;0,20237;0,21392;0,220666
875;971;251;207;0,19818;0,23637;0,194934
885;910;240;196;0,18155;0,22093;0,180427
895;1009;234;242;0,19683;0,21062;0,217822
905;887;238;183;0,16923;0,20951;0,161097
915;1048;274;250;0,19560;0,23596;0,215293
925;908;272;182;0,16582;0,22920;0,153363
935;1084;244;249;0,19376;0,20123;0,205357
945;1091;285;231;0,19090;0,23010;0,186501
955;1094;279;248;0,18744;0,22056;0,196055
965;1235;322;257;0,20723;0,24931;0,198981
975;1121;289;246;0,18427;0,21919;0,186578
985;1118;299;240;0,18006;0,22219;0,178350
995;1203;310;263;0,18987;0,22576;0,191533
1005;0;0;0;0,00000;0,00000;0,000000
1015;0;0;0;0,00000;0,00000;0,000000
