x;y;z;E;n
-14;-19;19;1;2
-29;-27;18;1;3
-14;-6;22;1;2
-21;-6;29;1;3
-21;-16;24;0;0
-30;-14;20;1;5
-14;-8;37;1;7
-16;-20;14;1;2
-27;-9;13;0;0
-19;-17;12;0;0
-16;-17;15;1;2
-17;-22;24;1;1
-38;-15;16;1;1
-31;-8;21;1;3
-15;-24;14;1;1
-20;-33;21;1;4
-14;-15;28;1;1
-20;-22;30;0;0
-17;-18;30;1;2
-15;-3;24;0;0
-9;-14;23;1;12
-26;-19;15;0;0
-34;-21;13;0;0
-39;-12;12;1;4
-26;-6;33;1;3
-23;-5;33;1;1
-24;0;14;1;7
-13;-2;27;1;1
-28;-8;28;0;0
-19;-18;15;1;4
-22;-6;14;1;1
-37;-1;22;1;8
-14;-5;26;0;0
-30;-12;30;1;2
-30;-25;18;0;0
-15;-23;30;1;2
-26;-11;16;0;0
-29;-15;26;1;2
-28;-1;22;0;0
-16;0;37;0;0
-30;-2;27;1;2
-37;-3;19;0;0
-37;-10;11;1;9
-20;-25;29;0;0
-15;-8;33;0;0
-35;-4;23;1;6
-16;-25;11;0;0
-19;-5;25;1;1
-12;0;32;0;0
-29;-22;20;1;3
-17;-16;33;0;0
-30;-14;18;0;0
-13;-19;35;1;2
-18;-18;20;0;0
-41;-8;15;1;1
-22;-23;20;0;0
-32;-12;18;1;1
-14;-16;36;1;11
-29;-13;11;0;0
-35;-1;11;1;5
-18;-13;23;0;0
-11;-3;27;1;3
-22;-28;10;1;5
-20;-12;29;0;0
-33;-1;12;1;9
-17;-19;15;0;0
-14;-24;23;0;0
-16;-9;20;0;0
-9;-11;31;0;0
-7;-10;25;0;0
-29;0;10;1;25
-20;-8;34;0;0
-27;0;14;1;34
-12;-13;32;0;0
-20;-9;16;1;2
-12;-9;32;0;0
-27;-14;30;0;0
-24;-5;12;1;16
-31;-28;15;1;4
-28;0;8;1;4
-18;-23;16;1;7
-17;-14;17;1;1
-10;-10;23;0;0
-36;-4;21;1;4
-13;-17;37;0;0
-26;-14;27;0;0
-32;-13;13;1;6
-31;-12;25;0;0
-30;-13;24;0;0
-19;-30;12;1;2
-19;-7;38;1;10
-23;-24;22;0;0
-7;-8;28;0;0
-30;-3;15;1;1
-34;-3;28;1;9
-29;-3;30;0;0
-22;-30;16;1;5
-25;-18;27;0;0
-23;-13;33;1;7
-34;-9;17;1;5
-30;-7;26;1;7
-10;-10;27;0;0
-18;-26;13;0;0
-11;-18;34;0;0
-10;-15;33;0;0
-33;-4;21;1;5
-15;0;27;1;3
-10;-17;29;1;1
-35;-2;26;0;0
-36;0;24;1;3
-30;-2;20;1;8
-19;-18;34;0;0
-18;-18;29;1;2
-12;-9;38;0;0
-26;-8;13;1;1
-11;-12;41;0;0
-9;-5;28;0;0
-24;-3;31;1;5
-18;-11;22;0;0
-17;-15;22;0;0
-20;-22;28;1;2
-19;-5;29;0;0
-20;-28;15;1;1
-27;-5;17;0;0
-27;-21;17;1;4
-17;-12;26;0;0
-20;-7;32;0;0
-33;-6;26;0;0
-15;-21;24;1;5
-25;-17;27;1;6
-25;-1;33;0;0
-13;-8;30;0;0
-11;-6;31;0;0
-35;-16;18;0;0
-34;-18;22;1;3
-18;-8;37;1;3
-35;-21;14;1;1
-38;-7;21;0;0
-34;-15;17;1;3
-17;-4;30;1;1
-23;-17;27;0;0
-31;-11;17;0;0
-34;-9;20;1;1
-32;-11;15;1;4
-24;-14;11;0;0
-39;-4;17;1;2
-17;-25;20;0;0
-36;-4;23;0;0
-15;-12;26;0;0
-32;-11;12;0;0
-28;-23;21;1;13
-36;-5;13;1;18
-19;-32;20;0;0
-18;-17;22;0;0
-24;-2;22;1;2
-23;-3;26;0;0
-26;-11;24;1;5
-25;-24;16;1;17
-20;-7;28;1;2
-30;-17;26;1;1
-23;-29;14;0;0
-18;-2;23;0;0
-32;-21;12;1;2
-19;-15;26;0;0
-20;-14;24;0;0
-27;-27;16;0;0
-18;-24;31;1;22
-19;-32;22;1;3
-15;-6;31;0;0
-20;-23;24;1;1
-14;-1;37;0;0
-11;-5;29;0;0
-25;-31;13;0;0
-12;-1;30;0;0
-28;-7;17;1;3
-24;-8;17;0;0
-21;-4;25;0;0
-23;-25;16;1;5
-14;-16;37;1;5
-28;-4;13;0;0
-38;-15;15;0;0
-21;-13;23;1;1
-28;-16;28;1;1
-19;-4;22;1;3
-32;-17;22;0;0
-26;-6;20;0;0
-28;-24;15;1;9
-29;-10;26;1;3
-21;-9;26;0;0
-21;-26;22;1;2
-25;-30;20;1;35
-19;-19;20;1;5
-26;-1;31;1;2
-14;-8;34;0;0
-27;-13;16;1;2
-18;-3;20;1;2
-37;-4;18;0;0
-25;-8;14;0;0
-23;-9;13;0;0
-32;-4;14;1;6
-27;-21;12;1;4
-34;-5;13;0;0
-30;-15;28;0;0
-29;-20;21;1;32
-29;-8;23;0;0
-27;-28;14;0;0
-19;-19;11;1;1
-18;-25;9;1;10
-24;-15;12;0;0
-40;-1;15;1;1
-13;-18;23;0;0
-14;-15;39;1;8
-23;-7;18;0;0
-26;-9;34;0;0
-31;-7;22;1;9
-14;-15;22;1;1
-23;-26;20;1;3
-24;-23;13;0;0
-22;-10;37;1;1
-28;-14;28;0;0
-37;-8;23;1;1
-23;-27;18;1;1
-35;-22;16;0;0
-28;-4;12;1;2
-29;-6;10;0;0
-29;-26;20;0;0
-21;-15;25;0;0
-23;-16;12;1;16
-20;-16;33;1;8
-22;-16;19;1;3
-25;-4;28;0;0
-30;-15;15;1;2
-10;-10;24;0;0
-18;-13;34;0;0
-9;-13;38;1;1
-13;-2;30;0;0
-25;-17;28;1;7
-37;-1;23;1;6
-24;-8;23;1;3
-15;-20;15;0;0
-19;-9;21;1;1
-22;-10;25;1;5
-16;-24;18;1;1
-21;-15;24;0;0
-19;-25;18;1;3
-23;-11;24;0;0
-31;-10;22;1;5
-39;-8;13;1;3
-18;-23;14;1;2
-24;-23;9;0;0
-28;-17;24;0;0
-21;-2;21;1;2
-15;-5;29;0;0
-29;-17;18;1;38
-33;-12;12;1;1
-16;-2;26;1;2
-37;-11;18;0;0
-13;-13;25;0;0
-9;-15;40;0;0
-38;-13;14;0;0
-18;-29;16;0;0
-30;-28;15;0;0
-35;-3;13;0;0
-13;-18;26;0;0
-21;-12;22;0;0
-18;-28;21;1;6
-13;-18;21;1;1
-17;-13;28;0;0
-25;-33;12;1;1
-29;-2;16;0;0
-23;-18;8;1;4
-24;-22;12;0;0
-10;-10;30;0;0
-18;-26;14;0;0
-21;-20;22;1;1
-23;-17;25;1;2
-19;-17;14;0;0
-23;-31;19;1;2
-20;-26;9;0;0
-18;-2;36;1;3
-36;-11;15;1;1
-21;-24;30;0;0
-17;-12;31;1;1
-30;-10;10;1;1
-28;-15;25;1;4
-16;-16;17;1;1
-26;-27;17;1;4
-18;-1;23;1;15
-20;-27;29;0;0
-31;-24;19;1;1
-14;-8;39;0;0
-23;-21;14;0;0
-35;-23;14;1;1
-24;-21;16;1;2
-32;-19;15;1;16
-23;-7;16;0;0
-23;-30;14;0;0
-14;-8;38;1;7
-8;-7;28;0;0
-11;-12;33;0;0
-21;-13;34;0;0
-25;-14;8;0;0
-20;-16;26;0;0
-24;-4;34;0;0
-12;-4;26;0;0
-15;-23;20;1;4
-20;-18;18;0;0
-32;-4;13;1;1
-20;-7;36;1;2
-20;-23;12;1;2
-32;-5;11;1;6
-22;-1;38;0;0
-28;0;23;1;2
-29;-12;21;1;4
-10;-14;21;0;0
-32;-20;12;1;15
-25;-6;7;0;0
-14;-21;26;1;7
-20;-16;34;1;4
-17;-4;32;1;6
-26;-4;11;1;3
-31;-21;16;1;3
-32;0;13;1;13
-29;-27;15;1;10
-26;-10;25;1;10
-41;-1;16;1;5
-26;-3;34;0;0
-22;-14;12;0;0
-21;-22;32;0;0
-35;-3;18;0;0
-39;-3;13;1;19
-17;-1;37;0;0
-23;-26;26;1;1
-19;-30;14;1;4
-32;-1;10;0;0
-20;-5;34;1;2
-12;-10;23;0;0
-27;-14;20;1;21
-28;-27;20;0;0
-24;-21;30;1;3
-31;-6;21;1;6
-30;-23;12;0;0
-34;-4;23;0;0
-7;-12;24;0;0
-40;-1;19;0;0
-27;-4;30;1;1
-30;-23;13;1;2
-16;-4;22;1;2
-24;-3;21;1;1
-42;-1;12;1;1
-34;-8;24;1;4
-21;-8;32;1;7
-29;0;25;1;1
-30;-6;31;1;2
-21;-15;21;0;0
-24;-22;15;0;0
-29;-7;30;1;7
-25;-5;32;1;9
-33;-24;13;1;1
-12;-9;37;0;0
-24;-5;32;1;14
-34;-10;18;0;0
-21;-27;23;1;7
-21;-25;15;0;0
-21;-3;36;1;2
-26;-11;19;1;2
-34;-15;23;1;2
-20;-17;21;0;0
-34;-17;13;1;4
-27;-8;13;0;0
-30;-21;21;1;1
-34;-1;24;1;1
-20;-30;20;0;0
-30;-13;19;1;1
-21;-1;17;1;1
-31;-3;22;0;0
-35;-19;18;0;0
-31;-22;22;0;0
-30;-5;23;1;6
-37;-13;18;1;6
-16;-11;20;0;0
-22;-9;16;1;3
-35;-2;16;1;8
-21;-22;26;0;0
-9;-14;41;0;0
-25;-3;10;1;6
-22;-18;24;1;3
-28;-17;19;1;17
-35;-7;14;1;1
-18;-20;24;0;0
-25;-9;34;0;0
-22;-24;16;1;4
-30;-6;12;0;0
-27;-11;25;1;4
-10;-12;38;0;0
-34;-14;20;0;0
-20;-26;10;1;2
-22;-25;21;0;0
-25;-21;28;1;1
-20;-4;26;1;4
-29;-8;26;1;8
-22;-4;21;0;0
-18;-5;20;0;0
-32;-8;24;0;0
-16;-15;25;1;1
-8;-12;36;0;0
-9;-12;31;0;0
-36;-5;10;0;0
-21;-6;18;1;9
-25;-8;10;1;2
-26;-3;18;0;0
-34;-15;13;0;0
-30;-10;30;1;5
-35;-9;10;1;9
-33;0;28;0;0
-13;-13;31;0;0
-39;-8;11;1;11
-8;-10;26;0;0
-21;-14;15;0;0
-30;-21;16;1;3
-16;-4;25;0;0
-16;-8;29;1;3
-22;-1;23;1;1
-26;-7;18;0;0
-13;-13;24;0;0
-19;-25;16;0;0
-14;-6;30;0;0
-27;-23;19;1;2
-29;-21;25;0;0
-22;-27;18;1;12
-22;0;30;1;24
-22;-16;22;0;0
-17;-15;21;0;0
-22;-2;19;1;7
-16;-27;27;1;5
-28;-24;13;0;0
-16;-16;24;0;0
-12;-16;27;1;2
-17;-17;31;1;1
-8;-13;35;0;0
-24;-24;19;0;0
-23;-23;30;0;0
-19;-26;25;0;0
-19;-27;27;1;1
-26;-18;15;1;1
-27;-7;29;0;0
-27;-7;14;1;1
-32;-12;17;1;1
-30;-24;15;1;3
-35;-19;16;1;4
-35;-6;19;1;3
-20;-22;27;1;1
-12;-15;39;0;0
-30;-14;17;0;0
-16;-1;25;1;4
-25;0;28;1;13
-8;-7;29;0;0
-26;-1;33;0;0
-29;-15;24;0;0
-32;-8;20;0;0
-34;-1;26;1;3
-19;-12;18;1;1
-15;-25;9;1;4
-35;0;23;1;11
-15;-16;29;0;0
-15;-23;19;1;9
-27;-11;23;1;25
-20;-9;24;0;0
-28;-9;23;0;0
-14;-23;24;1;1
-33;-21;18;1;5
-34;-23;16;1;2
-29;-20;25;0;0
-21;-9;36;1;7
-17;-22;29;1;6
-26;-21;23;0;0
-32;0;19;0;0
-14;-1;27;1;4
-39;-2;11;0;0
-21;-14;22;0;0
-26;-20;10;0;0
-17;-26;23;1;23
-33;-13;18;1;1
-31;-17;22;0;0
-24;-12;28;1;58
-12;-12;29;0;0
-21;-5;18;0;0
-21;-26;18;1;11
-18;-12;29;0;0
-26;-4;10;0;0
-28;-20;26;0;0
-24;-22;9;1;3
-19;-1;23;1;2
-20;-22;9;1;5
-14;-7;30;0;0
-18;-2;39;0;0
-20;-5;26;1;10
-21;-17;28;0;0
-16;-8;21;1;1
-23;-1;31;1;4
-40;-6;11;1;21
-19;-18;14;1;4
-15;-4;40;0;0
-27;-8;18;1;1
-11;-13;41;0;0
-8;-11;23;1;3
-25;-14;27;0;0
-26;-28;12;0;0
-24;-18;21;0;0
-23;-20;24;0;0
-28;-16;26;1;1
-34;-2;10;0;0
-26;-11;30;0;0
-20;-11;26;0;0
-16;-22;33;1;5
-26;-18;16;1;1
-21;-24;29;0;0
-19;-24;14;0;0
-20;-18;20;0;0
-13;-17;27;1;1
-29;-16;25;0;0
-18;-3;33;0;0
-13;-13;39;0;0
-13;-16;36;1;5
-21;-4;32;1;6
-19;-21;9;0;0
-25;-29;11;0;0
-21;-6;27;1;6
-18;-28;24;1;24
-39;-7;11;1;32
-19;-7;33;1;2
-21;-29;16;1;4
-35;-1;16;1;6
-23;-8;16;0;0
-21;-18;11;1;1
-19;-24;27;1;1
-14;-6;29;0;0
-16;-27;19;0;0
-30;-9;17;1;1
-24;-8;30;0;0
-22;-15;10;1;1
-28;-18;28;0;0
-32;-18;11;1;6
-29;-4;29;1;1
-34;0;11;1;6
-31;-15;16;1;3
-35;-5;12;1;1
-36;-1;13;1;1
-16;-4;28;0;0
-22;-13;22;1;1
-31;-10;11;0;0
-9;-14;36;0;0
-11;-15;31;1;4
-13;-14;37;0;0
-28;-6;30;0;0
-28;-20;20;1;7
-17;-19;19;1;2
-11;-17;24;1;2
-18;-23;30;1;1
-28;-3;8;0;0
-20;-32;20;1;2
-16;-23;8;1;3
-20;-19;18;0;0
-24;-30;11;0;0
-17;0;30;1;10
-19;-2;24;0;0
-38;-14;15;1;2
-15;-8;36;0;0
-36;-1;15;1;10
-32;-19;16;0;0
-24;-8;16;1;2
-17;-5;31;1;7
-24;-4;17;1;5
-31;-8;29;1;2
-26;-5;15;1;4
-11;-6;32;0;0
-20;-34;11;0;0
-19;-26;18;1;13
-16;-16;22;0;0
-24;-17;15;1;1
-21;-10;37;0;0
-27;-8;28;0;0
-17;-9;29;0;0
-31;-16;25;1;2
-15;-17;24;0;0
-18;-26;29;0;0
-20;-31;16;1;3
-31;-14;23;0;0
-29;-28;16;0;0
-27;-8;16;1;2
-13;-19;19;0;0
-12;-11;40;0;0
-35;-3;22;1;6
-13;-8;23;1;2
-15;-17;23;0;0
-18;-4;32;0;0
-20;-14;15;0;0
-18;-28;17;1;1
-24;-7;35;0;0
-25;-13;32;0;0
-32;-7;10;1;1
-30;0;23;1;11
-6;-7;25;0;0
-19;-8;23;0;0
-34;-13;25;0;0
-25;-22;13;0;0
-22;-28;13;0;0
-17;-7;22;1;2
-22;-13;26;1;2
-27;-9;17;0;0
-20;-4;27;1;4
-34;-2;18;0;0
-32;-8;12;1;2
-28;-12;32;1;3
-19;-10;21;0;0
-28;0;19;0;0
-39;-1;19;1;1
-24;-2;12;0;0
-21;-19;15;1;18
-35;0;17;0;0
-34;-14;13;0;0
-15;-9;22;1;2
-20;-15;29;0;0
-18;-7;38;1;3
-29;-18;16;0;0
-23;0;27;1;12
-18;-28;19;0;0
-22;-13;27;1;6
-27;-2;34;0;0
-20;-22;29;0;0
-27;-3;8;0;0
-13;-19;16;1;2
-30;-8;20;0;0
-25;-9;29;1;4
-27;-27;14;1;4
-25;-30;19;1;6
-27;-8;32;0;0
-34;-14;17;0;0
