Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
117697;46371;4,9075;23983;24168;23469
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
355;1294;88;154;0,80218;0,26772;0,468509
365;993;92;172;0,58231;0,26476;0,494993
375;1065;81;155;0,59167;0,22084;0,422597
385;1265;93;205;0,66675;0,24056;0,530263
395;1067;107;207;0,53428;0,26294;0,508670
405;1185;100;201;0,56443;0,23375;0,469837
415;1081;120;205;0,49038;0,26715;0,456373
425;1121;108;214;0,48487;0,22925;0,454254
435;1450;129;254;0,59868;0,26138;0,514659
445;1082;118;230;0,42688;0,22847;0,445320
455;1255;131;252;0,47361;0,24261;0,466706
465;1148;142;222;0,41480;0,25180;0,393653
475;1126;142;238;0,38990;0,24131;0,404443
485;1119;156;230;0,37167;0,25428;0,374897
495;1145;164;205;0,36509;0,25663;0,320783
505;1229;149;255;0,37651;0,22401;0,383377
515;1481;205;302;0,43626;0,29635;0,436578
525;972;158;187;0,27552;0,21979;0,260132
535;1080;204;224;0,29480;0,27327;0,300062
545;1235;202;247;0,32485;0,26075;0,318842
555;1110;187;243;0,28154;0,23277;0,302477
565;1204;188;262;0,29467;0,22580;0,314685
575;1461;237;283;0,34524;0,27484;0,328188
585;1382;214;320;0,31551;0,23976;0,358518
595;1309;227;273;0,28888;0,24585;0,295666
605;1449;255;259;0,30929;0,26712;0,271308
615;1554;236;311;0,32101;0,23924;0,315271
625;1519;283;304;0,30382;0,27778;0,298392
635;1419;245;284;0,27495;0,23297;0,270051
645;1231;251;269;0,23118;0,23133;0,247918
655;1423;310;274;0,25914;0,27705;0,244874
665;1407;290;266;0,24858;0,25144;0,230629
675;1496;296;306;0,25653;0,24909;0,257507
685;1555;282;333;0,25892;0,23043;0,272106
695;1589;329;301;0,25702;0,26116;0,238931
705;1641;326;309;0,25796;0,25149;0,238372
715;1640;325;320;0,25064;0,24375;0,240001
725;1631;351;320;0,24243;0,25604;0,233427
735;1482;345;278;0,21433;0,24486;0,197309
745;1438;356;278;0,20242;0,24593;0,192048
755;1421;355;293;0,19477;0,23879;0,197084
765;1421;365;305;0,18971;0,23914;0,199827
775;1237;428;234;0,16091;0,27322;0,149379
785;1502;421;308;0,19043;0,26195;0,191641
795;1320;378;296;0,16318;0,22932;0,179570
805;1539;432;325;0,18555;0,25561;0,192295
815;1763;414;379;0,20737;0,23898;0,218777
825;1915;470;371;0,21982;0,26477;0,208999
835;2081;461;417;0,23319;0,25352;0,229320
845;2202;473;434;0,24095;0,25400;0,233053
855;2422;497;501;0,25886;0,26068;0,262775
865;2300;497;445;0,24017;0,25468;0,228037
875;2360;509;464;0,24083;0,25491;0,232370
885;2226;504;450;0,22205;0,24673;0,220295
895;2321;509;488;0,22638;0,24364;0,233589
905;2221;505;433;0,21187;0,23641;0,202707
915;2371;541;517;0,22126;0,24776;0,236770
925;2287;564;486;0,20883;0,25274;0,217787
935;2263;552;455;0,20225;0,24210;0,199557
945;2487;582;507;0,21759;0,24988;0,217682
955;2470;582;503;0,21160;0,24468;0,211466
965;2903;638;568;0,24356;0,26269;0,233869
975;2581;630;521;0,21213;0,25410;0,210140
985;2554;593;538;0,20567;0,23435;0,212613
995;2670;630;567;0,21071;0,24399;0,219592
1005;2759;646;558;0,21342;0,24523;0,211827
1015;2620;646;581;0,19869;0,24043;0,216234
1025;2622;712;474;0,19499;0,25984;0,172986
1035;2363;706;455;0,17235;0,25270;0,162858
1045;2163;706;444;0,15475;0,24789;0,155894
1055;0;0;0;0,00000;0,00000;0,000000
1065;0;0;0;0,00000;0,00000;0,000000
