Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
135000;54255;4,9012;27544;27759;26439
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
305;1359;66;129;1,14131;0,27166;0,530981
315;1154;65;121;0,90859;0,25083;0,466934
325;1275;79;131;0,94304;0,28639;0,474896
335;1354;74;139;0,94258;0,25249;0,474265
345;1025;69;150;0,67279;0,22198;0,482559
355;1294;80;154;0,80218;0,24307;0,467911
365;993;91;172;0,58231;0,26155;0,494360
375;1065;71;155;0,59167;0,19333;0,422057
385;1265;106;205;0,66675;0,27383;0,529585
395;1067;108;207;0,53428;0,26505;0,508020
405;1185;98;201;0,56443;0,22878;0,469237
415;1081;116;206;0,49038;0,25791;0,458013
425;1121;113;214;0,48487;0,23956;0,453674
435;1450;122;254;0,59868;0,24688;0,514001
445;1082;125;210;0,42688;0,24171;0,406078
455;1255;120;252;0,47361;0,22196;0,466110
465;1148;132;248;0,41480;0,23376;0,439195
475;1126;151;215;0,38990;0,25627;0,364891
485;1119;152;213;0,37167;0,24744;0,346744
495;1145;168;209;0,36509;0,26255;0,326625
505;1229;156;234;0,37651;0,23424;0,351356
515;1481;189;318;0,43626;0,27287;0,459121
525;972;153;188;0,27552;0,21256;0,261189
535;1080;200;216;0,29480;0,26757;0,288976
545;1235;205;213;0,32485;0,26429;0,274601
555;1110;182;247;0,28154;0,22626;0,307063
565;1204;201;222;0,29467;0,24111;0,266301
575;1461;225;314;0,34524;0,26059;0,363673
585;1382;220;279;0,31551;0,24617;0,312183
595;1309;206;265;0,28888;0,22282;0,286635
605;1449;231;307;0,30929;0,24167;0,321178
615;1554;234;318;0,32101;0,23691;0,321955
625;1519;236;350;0,30382;0,23135;0,343105
635;1419;240;313;0,27495;0,22792;0,297246
645;1231;226;269;0,23118;0,20802;0,247601
655;1423;299;288;0,25914;0,26688;0,257057
665;1407;277;290;0,24858;0,23986;0,251116
675;1496;309;285;0,25653;0,25970;0,239529
685;1555;294;319;0,25892;0,23993;0,260333
695;1589;302;317;0,25702;0,23942;0,251310
705;1641;331;314;0,25796;0,25502;0,241920
715;1640;305;344;0,25064;0,22846;0,257672
725;1631;375;320;0,24243;0,27320;0,233128
735;1482;342;283;0,21433;0,24242;0,200601
745;1438;341;305;0,20242;0,23527;0,210431
755;1421;367;304;0,19477;0,24654;0,204221
765;1421;358;295;0,18971;0,23425;0,193028
775;1237;427;229;0,16091;0,27224;0,146000
785;1502;411;280;0,19043;0,25540;0,173997
795;1320;390;266;0,16318;0,23629;0,161165
805;1539;403;344;0,18555;0,23814;0,203277
815;1763;415;364;0,20737;0,23925;0,209850
825;1915;431;386;0,21982;0,24249;0,217171
835;2081;430;422;0,23319;0,23617;0,231773
845;2202;424;473;0,24095;0,22739;0,253671
855;2422;511;480;0,25886;0,26768;0,251439
865;2300;452;484;0,24017;0,23133;0,247706
875;2360;504;462;0,24083;0,25208;0,231073
885;2226;498;414;0,22205;0,24348;0,202412
895;2321;527;443;0,22638;0,25193;0,211778
905;2221;488;445;0,21187;0,22816;0,208059
915;2371;566;502;0,22126;0,25888;0,229607
925;2287;537;448;0,20883;0,24033;0,200502
935;2263;563;467;0,20225;0,24661;0,204558
945;2487;615;490;0,21759;0,26372;0,210115
955;2470;568;527;0,21160;0,23849;0,221273
965;2903;591;597;0,24356;0,24303;0,245496
975;2581;613;522;0,21213;0,24693;0,210274
985;2554;605;496;0,20567;0,23879;0,195764
995;2670;620;569;0,21071;0,23981;0,220085
1005;2759;652;540;0,21342;0,24720;0,204732
1015;2620;659;484;0,19869;0,24495;0,179903
1025;2622;663;569;0,19499;0,24165;0,207391
1035;2363;688;467;0,17235;0,24594;0,166940
1045;2163;684;452;0,15475;0,23985;0,158500
1055;2262;735;494;0,15878;0,25288;0,169960
1065;2070;730;429;0,14259;0,24646;0,144838
1075;2143;746;430;0,14488;0,24720;0,142487
1085;2412;752;496;0,16008;0,24462;0,161342
1095;2249;751;466;0,14655;0,23985;0,148827
1105;0;0;0;0,00000;0,00000;0,000000
1115;0;0;0;0,00000;0,00000;0,000000
