Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
203850;163472;3,4094;59791;60319;59145
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
555;1110;117;362;0,28154;0,10118;0,313045
565;1204;134;359;0,29467;0,11181;0,299559
575;1461;170;403;0,34524;0,13696;0,324679
585;1382;162;399;0,31551;0,12609;0,310561
595;1309;155;379;0,28888;0,11662;0,285162
605;1449;181;423;0,30929;0,13172;0,307833
615;1554;162;476;0,32101;0,11409;0,335230
625;1519;201;410;0,30382;0,13706;0,279583
635;1419;171;430;0,27495;0,11296;0,284059
645;1231;168;393;0,23118;0,10757;0,251629
655;1423;222;406;0,25914;0,13783;0,252076
665;1407;197;420;0,24858;0,11866;0,252985
675;1496;220;428;0,25653;0,12862;0,250221
685;1555;210;449;0,25892;0,11921;0,254890
695;1589;256;410;0,25702;0,14118;0,226101
705;1641;219;491;0,25796;0,11737;0,263143
715;1640;225;488;0,25064;0,11724;0,254271
725;1631;266;450;0,24243;0,13480;0,228048
735;1482;235;429;0,21433;0,11587;0,211530
745;1438;243;458;0,20242;0,11662;0,219808
755;1421;245;438;0,19477;0,11449;0,204677
765;1421;268;398;0,18971;0,12198;0,181155
775;1237;278;387;0,16091;0,12329;0,171632
785;1502;317;401;0,19043;0,13703;0,173339
795;1320;286;379;0,16318;0,12054;0,159733
805;1539;310;436;0,18555;0,12743;0,179219
815;1763;314;463;0,20737;0,12592;0,185676
825;1915;306;574;0,21982;0,11976;0,224644
835;2081;325;592;0,23319;0,12417;0,226172
845;2202;350;577;0,24095;0,13057;0,215255
855;2422;345;698;0,25886;0,12571;0,254340
865;2300;352;639;0,24017;0,12531;0,227489
875;2360;349;689;0,24083;0,12142;0,239715
885;2226;347;651;0,22205;0,11801;0,221404
895;2321;397;610;0,22638;0,13202;0,202850
905;2221;373;605;0,21187;0,12131;0,196766
915;2371;423;664;0,22126;0,13458;0,211260
925;2287;382;673;0,20883;0,11892;0,209519
935;2263;381;698;0,20225;0,11609;0,212679
945;2487;424;748;0,21759;0,12647;0,223116
955;2470;443;692;0,21160;0,12939;0,202112
965;2903;450;826;0,24356;0,12872;0,236275
975;2581;419;755;0,21213;0,11741;0,211558
985;2554;406;800;0,20567;0,11147;0,219639
995;2670;483;728;0,21071;0,12996;0,195874
1005;2759;481;811;0,21342;0,12685;0,213885
1015;2620;494;720;0,19869;0,12773;0,186163
1025;2622;511;723;0,19499;0,12956;0,183309
1035;2363;514;631;0,17235;0,12781;0,156907
1045;2163;472;664;0,15475;0,11513;0,161968
1055;2262;519;633;0,15878;0,12421;0,151493
1065;2070;497;606;0,14259;0,11672;0,142320
1075;2143;477;665;0,14488;0,10995;0,153284
1085;2412;571;669;0,16008;0,12920;0,151377
1095;2249;529;664;0,14655;0,11752;0,147514
1105;2158;567;624;0,13808;0,12369;0,136130
1115;2167;546;655;0,13618;0,11699;0,140341
1125;2389;632;640;0,14748;0,13302;0,134700
1135;1902;590;546;0,11536;0,12200;0,112900
1145;2036;557;611;0,12133;0,11317;0,124143
1155;1879;615;541;0,11005;0,12280;0,108026
1165;1806;619;521;0,10396;0,12149;0,102254
1175;1924;627;536;0,10888;0,12097;0,103415
1185;2063;656;652;0,11478;0,12444;0,123681
1195;1915;640;592;0,10477;0,11938;0,110428
1205;1894;686;537;0,10191;0,12585;0,098513
1215;1842;699;540;0,09749;0,12613;0,097439
1225;1639;707;470;0,08533;0,12550;0,083429
1235;1760;653;508;0,09016;0,11404;0,088720
1245;1731;719;484;0,08725;0,12356;0,083176
1255;1697;727;499;0,08418;0,12295;0,084393
1265;1813;732;527;0,08852;0,12185;0,087725
1275;1745;786;461;0,08387;0,12879;0,075540
1285;1791;709;574;0,08474;0,11438;0,092598
1295;1915;821;542;0,08922;0,13041;0,086090
1305;1704;771;506;0,07817;0,12059;0,079145
1315;1733;806;536;0,07830;0,12416;0,082567
1325;1598;778;476;0,07112;0,11804;0,072222
1335;1784;785;524;0,07821;0,11733;0,078318
1345;1722;795;518;0,07437;0,11706;0,076274
1355;1851;877;565;0,07877;0,12724;0,081972
1365;1897;901;539;0,07955;0,12881;0,077058
1375;2088;913;541;0,08629;0,12864;0,076223
1385;1776;891;499;0,07234;0,12373;0,069294
1395;2002;945;548;0,08038;0,12935;0,075011
1405;1839;898;516;0,07279;0,12118;0,069629
1415;2021;940;570;0,07886;0,12506;0,075833
1425;1966;895;588;0,07564;0,11741;0,077133
1435;2071;895;671;0,07858;0,11577;0,086799
1445;1908;929;555;0,07139;0,11852;0,070803
1455;2128;1028;623;0,07854;0,12935;0,078389
1465;1982;971;581;0,07215;0,12051;0,072110
1475;2165;975;613;0,07775;0,11938;0,075053
1485;2255;990;678;0,07989;0,11959;0,081898
1495;2241;1025;644;0,07834;0,12216;0,076753
1505;2170;1080;605;0,07485;0,12701;0,071150
1515;2308;1066;682;0,07857;0,12372;0,079150
1525;2097;1030;598;0,07045;0,11798;0,068495
1535;2398;1106;716;0,07952;0,12504;0,080945
1545;2271;1130;658;0,07433;0,12610;0,073428
1555;2129;1084;675;0,06879;0,11942;0,074360
1565;2215;1200;655;0,07066;0,13051;0,071237
1575;1964;1090;593;0,06186;0,11705;0,063678
1585;2020;1078;651;0,06282;0,11430;0,069027
1595;2041;1207;591;0,06268;0,12638;0,061881
1605;0;0;0;0,00000;0,00000;0,000000
1615;0;0;0;0,00000;0,00000;0,000000
