Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
149028;64013;4,6599;31981;32290;31688
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
505;1211;127;236;0,37100;0,18130;0,336909
515;1235;110;227;0,36380;0,15099;0,311598
525;1111;121;254;0,31492;0,15983;0,335505
535;1106;146;220;0,30190;0,18571;0,279833
545;999;127;221;0,26277;0,15567;0,270884
555;1438;149;301;0,36474;0,17611;0,355767
565;1282;169;258;0,31376;0,19274;0,294245
575;1112;149;217;0,26277;0,16407;0,238952
585;1385;153;308;0,31619;0,16277;0,327662
595;1359;172;267;0,29991;0,17688;0,274577
605;1495;170;317;0,31911;0,16909;0,315308
615;1573;192;331;0,32493;0,18482;0,318614
625;1463;176;305;0,29261;0,16404;0,284268
635;1449;186;314;0,28076;0,16794;0,283511
645;1431;195;321;0,26874;0,17065;0,280914
655;1258;182;300;0,22909;0,15445;0,254582
665;1436;216;320;0,25370;0,17783;0,263448
675;1547;222;317;0,26527;0,17739;0,253303
685;1437;207;286;0,23927;0,16061;0,221909
695;1540;228;333;0,24909;0,17185;0,250994
705;1670;243;357;0,26251;0,17800;0,261505
715;1567;224;345;0,23948;0,15952;0,245695
725;1683;264;343;0,25016;0,18286;0,237579
735;1569;253;335;0,22691;0,17050;0,225767
745;1425;260;346;0,20059;0,17055;0,226962
755;1405;252;300;0,19257;0,16095;0,191610
765;1313;285;287;0,17529;0,17730;0,178546
775;1222;256;270;0,15896;0,15518;0,163663
785;1301;266;271;0,16495;0,15716;0,160111
795;1551;343;323;0,19173;0,19758;0,186063
805;1591;300;308;0,19182;0,16855;0,173042
815;1867;303;422;0,21961;0,16608;0,231307
825;1932;300;421;0,22178;0,16047;0,225199
835;2126;354;432;0,23824;0,18485;0,225581
845;2174;317;462;0,23788;0,16164;0,235570
855;2464;367;533;0,26334;0,18278;0,265453
865;2191;331;453;0,22878;0,16106;0,220424
875;2446;367;526;0,24961;0,17452;0,250128
885;2273;347;494;0,22674;0,16130;0,229632
895;2312;364;495;0,22551;0,16544;0,224984
905;2337;406;466;0,22294;0,18048;0,207148
915;2257;369;495;0,21062;0,16046;0,215256
925;2096;412;412;0,19139;0,17531;0,175310
935;2473;462;497;0,22101;0,19240;0,206979
945;2553;384;567;0,22336;0,15655;0,231160
955;2432;415;516;0,20834;0,16567;0,205985
965;2672;424;585;0,22418;0,16577;0,228715
975;2804;448;583;0,23046;0,17158;0,223281
985;2585;438;553;0,20816;0,16436;0,207513
995;2781;504;565;0,21947;0,18534;0,207776
1005;2420;425;534;0,18720;0,15320;0,192488
1015;2776;477;594;0,21053;0,16857;0,209917
1025;2620;519;552;0,19484;0,17985;0,191287
1035;2183;506;472;0,15922;0,17197;0,160419
1045;2413;522;486;0,17264;0,17403;0,162031
1055;2077;507;436;0,14580;0,16584;0,142618
1065;2296;520;509;0,15816;0,16692;0,163385
1075;1839;515;400;0,12433;0,16225;0,126019
1085;2270;558;485;0,15066;0,17257;0,149995
1095;2387;597;492;0,15554;0,18128;0,149393
1105;2180;546;470;0,13949;0,16280;0,140142
1115;2402;620;516;0,15095;0,18157;0,151110
1125;1944;561;447;0,12001;0,16138;0,128587
1135;2214;597;487;0,13428;0,16872;0,137636
1145;1755;597;354;0,10459;0,16579;0,098307
1155;2045;653;423;0,11977;0,17821;0,115444
1165;1816;610;403;0,10454;0,16363;0,108105
1175;2097;679;452;0,11867;0,17906;0,119195
1185;1651;633;345;0,09186;0,16412;0,089449
1195;1944;675;407;0,10636;0,17209;0,103766
1205;1895;719;384;0,10197;0,18028;0,096283
1215;1796;670;381;0,09505;0,16524;0,093965
1225;1774;719;353;0,09236;0,17444;0,085644
1235;1838;738;406;0,09415;0,17616;0,096914
1245;1651;732;356;0,08322;0,17194;0,083619
1255;1721;749;372;0,08537;0,17314;0,085990
1265;1835;736;392;0,08959;0,16745;0,089187
1275;1665;718;373;0,08002;0,16080;0,083538
1285;1699;727;382;0,08039;0,16030;0,084227
1295;1886;810;410;0,08787;0,17585;0,089010
1305;0;0;0;0,00000;0,00000;0,000000
1315;0;0;0;0,00000;0,00000;0,000000
