x;y;z;E;n
-18;0;32;1;1
-36;0;9;1;1
-30;0;25;1;1
-31;0;21;1;1
-33;0;20;1;1
-18;0;13;1;1
-26;0;27;1;1
-19;0;27;1;1
-38;0;26;1;1
-23;0;13;1;1
-21;0;26;1;1
-17;0;41;1;1
-19;0;25;1;1
-33;0;23;1;1
-27;0;31;1;1
-18;0;28;1;1
-15;0;21;1;1
-19;0;22;1;1
-27;0;25;1;1
-16;0;28;1;1
-17;0;16;1;1
-15;0;23;1;1
-39;0;29;1;1
-36;0;20;1;1
-15;0;19;1;1
-14;0;21;1;1
-16;0;27;1;1
-26;0;10;1;1
-20;0;11;1;1
-39;0;29;1;1
-26;0;33;1;1
-18;0;30;1;1
-24;0;22;1;1
-13;0;24;1;1
-19;0;22;1;1
-24;0;31;1;1
-26;0;33;1;1
-24;0;43;1;1
-21;0;24;1;1
-36;0;19;1;1
-15;0;21;1;1
-34;0;21;1;1
-27;0;39;1;1
-16;0;28;1;1
-33;0;37;1;1
-19;0;18;1;1
-20;0;16;1;1
-20;0;18;1;1
-15;0;21;1;1
-33;0;23;1;1
-18;0;28;1;1
-16;0;15;1;1
-20;0;8;1;1
-28;0;41;1;1
-32;0;24;1;1
-22;0;24;1;1
-33;0;23;1;1
-29;0;9;1;1
-14;0;21;1;1
-14;0;23;1;1
-25;0;14;1;1
-18;0;31;1;1
-27;0;31;1;1
-40;0;29;1;1
-12;0;22;1;1
-34;0;28;1;1
-14;0;12;1;1
-15;0;22;1;1
-39;0;29;1;1
-16;0;27;1;1
-33;0;13;1;1
-22;0;28;1;1
-18;0;28;1;1
-26;0;19;1;1
-22;0;25;1;1
-16;0;27;1;1
-15;0;28;1;1
-21;0;7;1;1
-23;0;35;1;1
-30;0;16;1;1
-35;0;29;1;1
-27;0;30;1;1
-11;0;29;1;1
-38;0;16;1;1
-8;0;18;1;1
-27;0;33;1;1
-26;0;18;1;1
-35;0;28;1;1
-25;0;32;1;1
-17;0;16;1;1
-37;0;31;1;1
-26;0;31;1;1
-26;0;31;1;1
-17;0;24;1;1
-27;0;25;1;1
-39;0;29;1;1
-26;0;25;1;1
-19;0;25;1;1
-23;0;9;1;1
-18;0;28;1;1
-16;0;29;1;1
-27;0;25;1;1
-16;0;27;1;1
-15;0;27;1;1
-16;0;29;1;1
-38;0;11;1;1
-22;0;13;1;1
-29;0;26;1;1
-34;0;14;1;1
-24;0;24;1;1
-16;0;20;1;1
-29;0;26;1;1
-19;0;17;1;1
-19;0;25;1;1
-12;0;23;1;1
-20;0;19;1;1
-31;0;16;1;1
-20;0;19;1;1
-26;0;32;1;1
-27;0;31;1;1
-24;0;10;1;1
-25;0;18;1;1
-23;0;26;1;1
-21;0;19;1;1
-14;0;21;1;1
-18;0;28;1;1
-15;0;28;1;1
-26;0;17;1;1
-16;0;29;1;1
-16;0;28;1;1
-31;0;16;1;1
-13;0;23;1;1
-33;0;21;1;1
-32;0;10;1;1
-27;0;25;1;1
-26;0;19;1;1
-20;0;7;1;1
-21;0;15;1;1
-26;0;19;1;1
-19;0;25;1;1
-41;0;20;1;1
-8;0;18;1;1
-27;0;31;1;1
-36;0;29;1;1
-20;0;17;1;1
-31;0;16;1;1
-31;0;16;1;1
-18;0;28;1;1
-30;0;12;1;1
-40;0;12;1;1
-19;0;18;1;1
-23;0;25;1;1
-34;0;20;1;1
-38;0;19;1;1
-23;0;10;1;1
-15;0;21;1;1
-31;0;37;1;1
-36;0;19;1;1
-34;0;20;1;1
-8;0;18;1;1
-16;0;29;1;1
-25;0;13;1;1
-32;0;30;1;1
-20;0;25;1;1
-38;0;20;1;1
-34;0;14;1;1
-23;0;29;1;1
-35;0;13;1;1
-16;0;29;1;1
-35;0;13;1;1
-15;0;21;1;1
-32;0;11;1;1
-8;0;18;1;1
-16;0;20;1;1
-26;0;10;1;1
-27;0;25;1;1
-12;0;23;1;1
-25;0;9;1;1
-24;0;32;1;1
-34;0;28;1;1
-19;0;27;1;1
-34;0;21;1;1
-27;0;30;1;1
-26;0;19;1;1
-45;0;18;1;1
-27;0;28;1;1
-40;0;30;1;1
-21;0;9;1;1
-35;0;13;1;1
-16;0;21;1;1
-15;0;12;1;1
-35;0;29;1;1
-24;0;8;1;1
-11;0;17;1;1
-27;0;31;1;1
-18;0;27;1;1
-16;0;24;1;1
-27;0;28;1;1
-39;0;29;1;1
-19;0;25;1;1
-35;0;19;1;1
-25;0;33;1;1
