x;y;z;E;n
-16;21;17;1;6
-30;-21;18;0;0
-15;-11;39;0;0
-22;15;8;1;2
-22;-6;23;1;2
-31;-3;33;0;0
-15;-13;34;0;0
-18;29;16;0;0
-28;7;26;0;0
-20;-14;19;0;0
-17;-25;20;0;0
-18;-31;13;0;0
-39;-10;18;1;12
-32;8;10;0;0
-17;14;20;1;5
-22;28;20;1;1
-15;-25;27;0;0
-21;-19;11;0;0
-18;-21;10;1;4
-16;-2;24;1;1
-11;14;32;0;0
-27;-10;31;0;0
-35;-15;16;0;0
-40;-8;17;1;1
-27;15;22;0;0
-24;18;17;0;0
-25;29;14;0;0
-14;0;29;1;8
-29;10;23;1;2
-20;-16;24;0;0
-23;14;22;1;1
-37;-22;13;1;1
-15;-8;31;0;0
-31;2;13;0;0
-31;-19;22;1;2
-17;17;32;1;2
-27;4;18;0;0
-30;-3;14;1;2
-29;29;17;0;0
-17;11;19;0;0
-31;24;15;1;1
-38;12;21;0;0
-38;-3;22;0;0
-21;-25;21;1;4
-16;-13;34;1;2
-36;13;16;0;0
-18;18;33;1;1
-20;11;34;0;0
-13;3;24;1;14
-30;-15;29;0;0
-18;-18;31;1;12
-31;-3;30;0;0
-15;18;34;1;1
-19;-18;18;0;0
-42;-6;16;1;8
-23;-18;12;0;0
-33;-1;31;1;4
-16;27;25;1;2
-30;-1;16;1;4
-36;20;17;0;0
-19;-8;28;0;0
-12;-6;24;0;0
-23;-28;22;1;4
-21;2;19;1;5
-34;24;13;1;2
-18;-24;12;1;1
-16;10;35;0;0
-17;-11;27;0;0
-10;-17;33;0;0
-9;15;30;0;0
-29;-29;14;1;4
-21;10;26;0;0
-27;-31;12;1;2
-14;23;36;0;0
-21;7;20;1;1
-13;-17;17;1;4
-28;-1;30;1;3
-25;16;28;0;0
-32;-21;15;1;11
-28;-31;14;1;3
-19;-29;21;0;0
-18;-15;21;0;0
-11;-17;36;1;1
-37;12;13;0;0
-15;22;19;1;2
-27;-1;28;0;0
-33;-2;9;0;0
-32;1;11;0;0
-31;-1;30;1;1
-21;27;10;1;2
-20;9;28;0;0
-24;-18;9;1;60
-8;10;27;0;0
-31;19;18;0;0
-35;18;14;1;3
-30;22;14;0;0
-23;-31;20;1;23
-26;-8;32;0;0
-24;2;33;1;1
-35;3;27;1;1
-31;11;12;1;2
-11;-16;24;1;1
-20;29;21;0;0
-13;12;22;1;4
-12;16;27;0;0
-34;15;20;1;1
-16;7;35;0;0
-12;11;25;1;4
-36;20;15;1;1
-36;-18;13;1;6
-31;22;24;0;0
-20;-14;17;0;0
-19;-17;11;1;1
-13;-17;33;0;0
-27;9;27;1;1
-12;-20;27;0;0
-10;9;24;1;6
-25;22;24;0;0
-19;-4;33;0;0
-18;-17;36;1;7
-21;-19;19;1;5
-20;12;25;1;4
-21;-33;23;0;0
-28;16;15;0;0
-28;-13;28;0;0
-18;-11;38;1;2
-21;12;20;1;4
-34;11;19;1;3
-17;21;21;1;18
-26;-6;24;1;3
-26;29;17;0;0
-14;-14;26;0;0
-12;-11;25;0;0
-36;-9;22;0;0
-35;-10;11;1;4
-19;4;28;1;8
-36;-16;22;1;1
-39;3;18;0;0
-35;-7;21;1;12
-18;7;26;0;0
-24;-6;17;1;5
-32;1;32;0;0
-35;3;28;1;1
-33;1;13;1;2
-25;-2;34;0;0
-40;7;11;1;5
-19;25;24;1;13
-37;12;17;0;0
-16;-20;31;0;0
-33;0;29;0;0
-29;-16;30;1;2
-37;8;21;1;6
-21;25;11;0;0
-19;-16;26;0;0
-25;24;13;1;1
-24;21;26;0;0
-27;4;29;1;1
-26;-18;26;1;1
-21;11;37;1;5
-31;-7;19;0;0
-24;-27;17;0;0
-19;14;14;1;2
-33;-15;20;0;0
-20;-9;39;1;22
-21;-3;31;0;0
-28;-21;14;0;0
-19;-30;22;0;0
-21;25;15;1;2
-16;-9;32;1;1
-21;-21;15;1;1
-15;7;27;0;0
-12;-10;30;1;3
-26;-27;15;1;3
-13;-1;25;0;0
-29;11;23;0;0
-25;11;18;1;1
-22;18;22;1;1
-24;-21;31;1;3
-15;-25;9;1;5
-29;18;10;0;0
-39;-10;19;1;1
-22;1;38;0;0
-29;-4;11;0;0
-20;13;26;1;2
-33;-8;19;0;0
-27;14;17;0;0
-29;-17;14;0;0
-30;5;28;1;1
-22;10;17;1;1
-22;-24;9;1;1
-26;-25;12;1;11
-20;-17;13;0;0
-27;30;13;1;1
-15;-13;33;0;0
-28;0;18;1;20
-19;11;39;1;3
-38;10;14;1;4
-26;9;34;0;0
-24;9;29;1;10
-33;15;15;1;3
-28;-13;14;1;2
-35;10;27;0;0
-31;-4;29;1;4
-30;-12;24;0;0
-30;9;18;0;0
-28;-23;24;1;1
-20;-18;22;1;1
-20;31;19;0;0
-25;-4;33;1;2
-41;13;12;1;1
-15;19;34;1;1
-15;-24;27;0;0
-24;13;23;0;0
-27;9;13;1;2
-32;9;29;0;0
-15;-25;21;0;0
-24;-22;21;0;0
-25;-17;19;0;0
-23;9;17;1;1
-29;-1;17;0;0
-38;2;23;1;3
-24;-24;26;0;0
-36;-16;11;0;0
-29;17;27;0;0
-30;12;18;1;5
-30;-20;19;1;1
-22;-3;17;0;0
-24;-6;28;1;1
-21;-7;29;1;8
-23;-6;27;1;2
-26;19;26;1;4
-31;-5;28;1;3
-11;-17;38;0;0
-19;-7;24;0;0
-11;17;40;0;0
-14;2;26;1;6
-26;-6;17;0;0
-37;-21;12;1;1
-25;11;25;0;0
-17;22;25;0;0
-20;3;37;1;5
-23;8;18;0;0
-18;21;10;0;0
-22;-3;18;0;0
-20;-30;14;0;0
-24;6;20;0;0
-32;4;14;1;1
-40;-2;21;1;2
-19;-29;11;1;1
-25;-17;14;1;2
-29;-6;14;0;0
-22;21;14;0;0
-16;-7;30;0;0
-30;-7;9;0;0
-34;-2;27;0;0
-17;6;24;0;0
-38;-3;15;1;8
-14;-23;28;0;0
-11;14;28;0;0
-39;-7;11;1;2
-20;24;9;1;1
-31;-22;15;1;4
-36;14;17;0;0
-15;20;13;1;8
-22;3;32;0;0
-20;26;11;1;1
-15;19;32;1;1
-18;-13;36;1;3
-26;-29;12;1;3
-30;23;19;1;1
-24;-10;29;1;7
-25;-15;8;1;1
-11;-16;29;0;0
-20;29;18;0;0
-22;-14;19;1;2
-24;-7;33;0;0
-20;-14;28;1;1
-24;-29;12;1;1
-21;-29;27;1;1
-19;14;32;0;0
-37;-3;26;0;0
-22;-20;12;0;0
-18;-11;36;0;0
-31;3;33;0;0
-29;-3;18;1;2
-17;-23;18;1;2
-27;-21;13;0;0
-19;15;23;0;0
-21;-29;26;0;0
-32;-17;11;0;0
-15;-12;20;1;1
-24;-14;11;0;0
