Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
62803;27191;4,6196;13595;13723;13614
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
505;1304;173;286;0,39949;0,24483;0,404754
515;1179;188;268;0,34730;0,25583;0,364694
525;1197;188;256;0,33930;0,24618;0,335221
535;1181;201;273;0,32237;0,25345;0,344243
545;1104;191;253;0,29039;0,23209;0,307424
555;1282;207;256;0,32517;0,24255;0,299961
565;1115;220;211;0,27289;0,24873;0,238559
575;1378;235;322;0,32563;0,25653;0,351505
585;1181;231;259;0,26962;0,24362;0,273149
595;1389;222;330;0,30653;0,22632;0,336428
605;1528;245;337;0,32615;0,24158;0,332301
615;1411;232;315;0,29147;0,22139;0,300589
625;1656;271;383;0,33122;0,25039;0,353877
635;1445;255;325;0,27998;0,22825;0,290904
645;1329;271;296;0,24958;0,23511;0,256795
655;1374;270;313;0,25022;0,22714;0,263315
665;1343;329;260;0,23727;0,26851;0,212199
675;1364;304;254;0,23389;0,24081;0,201206
685;1737;335;398;0,28922;0,25768;0,306138
695;1487;323;300;0,24052;0,24135;0,224164
705;1507;339;312;0,23689;0,24617;0,226564
715;1846;372;382;0,28212;0,26263;0,269691
725;1557;356;351;0,23143;0,24445;0,241016
735;1513;362;343;0,21882;0,24185;0,229158
745;1564;385;328;0,22016;0,25036;0,213293
755;1245;377;267;0,17064;0,23871;0,169057
765;1389;421;297;0,18544;0,25964;0,183168
775;1392;420;307;0,18107;0,25238;0,184481
785;1195;384;262;0,15151;0,22491;0,153454
795;1516;462;338;0,18740;0,26383;0,193019
805;1552;436;338;0,18712;0,24284;0,188253
815;1806;454;413;0,21243;0,24669;0,224415
825;1911;477;416;0,21937;0,25295;0,220598
835;2022;485;422;0,22658;0,25106;0,218452
845;2174;493;457;0,23788;0,24920;0,231004
855;2190;472;463;0,23406;0,23304;0,228595
865;2532;528;560;0,26439;0,25469;0,270130
875;2387;568;497;0,24359;0,26776;0,234292
885;2398;509;529;0,23921;0,23456;0,243774
895;2123;532;437;0,20707;0,23971;0,196903
905;0;0;0;0,00000;0,00000;0,000000
915;0;0;0;0,00000;0,00000;0,000000
