Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
142048;62221;4,5499;31220;31552;30935
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
755;1405;214;305;0,19257;0,13346;0,190205
765;1062;178;242;0,14178;0,10812;0,146997
775;1370;217;285;0,17821;0,12843;0,168678
785;1366;225;288;0,17319;0,12980;0,166139
795;1519;219;350;0,18778;0,12318;0,196857
805;1556;219;338;0,18760;0,12014;0,185414
815;1984;272;416;0,23337;0,14557;0,222636
825;1879;243;391;0,21569;0,12692;0,204215
835;2334;264;535;0,26154;0,13460;0,272772
845;1975;233;439;0,21611;0,11600;0,218559
855;2368;273;490;0,25308;0,13275;0,238277
865;2437;280;517;0,25447;0,13303;0,245627
875;2092;227;493;0,21348;0,10540;0,228902
885;2422;311;487;0,24160;0,14115;0,221035
895;2129;276;464;0,20766;0,12248;0,205916
905;2562;323;561;0,24440;0,14019;0,243492
915;2303;307;521;0,21492;0,13035;0,221215
925;2177;296;480;0,19879;0,12298;0,199424
935;2436;331;509;0,21771;0,13459;0,206973
945;2482;302;584;0,21715;0,12022;0,232471
955;2322;296;492;0,19892;0,11537;0,191769
965;2881;369;642;0,24172;0,14086;0,245076
975;2367;309;522;0,19454;0,11555;0,195200
985;2793;361;626;0,22491;0,13227;0,229362
995;2721;360;587;0,21473;0,12926;0,210771
1005;2510;341;559;0,19416;0,12002;0,196743
1015;2627;350;572;0,19923;0,12077;0,197371
1025;2591;429;541;0,19268;0,14515;0,183050
1035;2335;397;496;0,17030;0,13174;0,164597
1045;2275;425;492;0,16277;0,13835;0,160159
1055;2029;400;429;0,14243;0,12775;0,137016
1065;2233;419;489;0,15382;0,13132;0,153260
1075;2151;394;484;0,14543;0,12120;0,148884
1085;2125;418;448;0,14103;0,12622;0,135282
1095;2429;441;527;0,15828;0,13075;0,156244
1105;2187;453;450;0,13994;0,13188;0,131011
1115;2009;434;431;0,12625;0,12410;0,123239
1125;2293;445;517;0,14155;0,12499;0,145213
1135;1929;487;395;0,11699;0,13439;0,109000
1145;2189;510;446;0,13045;0,13829;0,120933
1155;1712;455;379;0,10027;0,12125;0,100994
1165;1901;483;415;0,10943;0,12651;0,108697
1175;1834;467;425;0,10379;0,12024;0,109429
1185;1994;493;465;0,11094;0,12480;0,117716
1195;1984;571;407;0,10855;0,14214;0,101316
1205;1732;479;395;0,09319;0,11727;0,096704
1215;1801;547;379;0,09532;0,13172;0,091266
1225;1669;513;374;0,08690;0,12153;0,088597
1235;1810;552;447;0,09272;0,12865;0,104182
1245;1737;570;383;0,08755;0,13072;0,087838
1255;1667;577;350;0,08269;0,13023;0,078995
1265;1740;550;376;0,08495;0,12218;0,083527
1275;1853;583;419;0,08906;0,12749;0,091625
1285;1792;590;399;0,08479;0,12702;0,085899
1295;1734;568;404;0,08078;0,12040;0,085637
1305;1718;685;360;0,07882;0,14299;0,075145
1315;1690;592;371;0,07636;0,12170;0,076268
1325;1882;681;406;0,08375;0,13789;0,082208
1335;1617;645;344;0,07089;0,12865;0,068615
1345;1829;618;397;0,07899;0,12144;0,078013
1355;1814;662;406;0,07719;0,12817;0,078608
1365;2048;702;446;0,08588;0,13393;0,085092
1375;1984;638;448;0,08199;0,11996;0,084235
1385;1789;697;391;0,07287;0,12917;0,072460
1395;1871;718;406;0,07512;0,13116;0,074165
1405;1693;692;336;0,06701;0,12462;0,060507
1415;2240;757;480;0,08741;0,13440;0,085222
1425;1940;682;435;0,07464;0,11939;0,076152
1435;2084;738;432;0,07907;0,12740;0,074576
1445;2035;799;420;0,07615;0,13603;0,071505
1455;0;0;0;0,00000;0,00000;0,000000
1465;0;0;0;0,00000;0,00000;0,000000
