Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
179313;77747;4,6031;38955;39364;38530
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
655;1506;154;312;0,27426;0,12909;0,261537
665;1162;138;251;0,20529;0,11223;0,204123
675;1558;161;307;0,26716;0,12708;0,242322
685;1463;157;302;0,24360;0,12033;0,231466
695;1796;171;340;0,29050;0,12732;0,253146
705;1518;180;306;0,23862;0,13024;0,221414
715;1731;188;363;0,26454;0,13225;0,255363
725;1482;177;315;0,22029;0,12110;0,215525
735;1531;206;320;0,22142;0,13714;0,213029
745;1451;193;311;0,20425;0,12506;0,201517
755;1434;191;312;0,19655;0,12050;0,196845
765;1391;178;339;0,18570;0,10939;0,208325
775;1198;205;256;0,15584;0,12275;0,153285
785;1316;188;295;0,16685;0,10972;0,172166
795;1464;231;315;0,18098;0,13144;0,179242
805;1811;230;386;0,21834;0,12764;0,214220
815;1750;227;380;0,20584;0,12291;0,205747
825;2059;242;437;0,23635;0,12787;0,230907
835;2143;229;470;0,24014;0,11812;0,242432
845;2233;270;453;0,24434;0,13599;0,228165
855;2395;253;491;0,25597;0,12447;0,241554
865;2302;268;466;0,24038;0,12882;0,223985
875;2275;261;469;0,23216;0,12260;0,220304
885;2190;250;494;0,21846;0,11479;0,226833
895;2417;270;515;0,23575;0,12122;0,231221
905;2375;298;485;0,22656;0,13085;0,212966
915;2399;303;507;0,22387;0,13016;0,217787
925;2063;281;446;0,18838;0,11811;0,187464
935;2337;281;516;0,20886;0,11560;0,212272
945;2461;326;556;0,21531;0,13129;0,223912
955;2497;291;534;0,21391;0,11475;0,210572
965;2727;308;594;0,22880;0,11895;0,229402
975;2648;328;576;0,21763;0,12409;0,217911
985;2692;289;633;0,21678;0,10713;0,234637
995;2687;356;544;0,21205;0,12932;0,197615
1005;2604;334;566;0,20143;0,11893;0,201535
1015;2685;351;584;0,20362;0,12253;0,203867
1025;2558;372;570;0,19023;0,12734;0,195116
1035;2183;360;436;0,15922;0,12086;0,146377
1045;2010;368;438;0,14381;0,12119;0,144247
1055;2331;386;514;0,16363;0,12472;0,166083
1065;2094;405;454;0,14424;0,12842;0,143954
1075;2212;379;483;0,14955;0,11795;0,150313
1085;2174;411;468;0,14428;0,12556;0,142973
1095;2197;413;466;0,14316;0,12388;0,139773
1105;2403;449;522;0,15376;0,13225;0,153749
1115;2120;409;452;0,13323;0,11832;0,130754
1125;1871;410;422;0,11550;0,11651;0,119915
1135;2176;448;471;0,13197;0,12507;0,131491
1145;1859;450;404;0,11079;0,12344;0,110825
1155;1975;474;418;0,11567;0,12779;0,112688
1165;2060;478;443;0,11859;0,12666;0,117387
1175;1636;444;337;0,09258;0,11566;0,087785
1185;2023;503;407;0,11256;0,12882;0,104238
1195;1803;499;360;0,09865;0,12567;0,090664
1205;1917;485;431;0,10315;0,12013;0,106751
1215;1821;530;373;0,09638;0,12912;0,090871
1225;1596;485;331;0,08310;0,11624;0,079327
1235;1774;528;388;0,09087;0,12450;0,091488
1245;1713;513;422;0,08635;0,11903;0,097913
1255;1809;506;405;0,08974;0,11554;0,092477
1265;1784;580;354;0,08710;0,13035;0,079559
1275;1923;595;420;0,09242;0,13163;0,092917
1285;1740;528;381;0,08233;0,11500;0,082982
1295;1801;565;419;0,08391;0,12116;0,089855
1305;1520;543;334;0,06973;0,11467;0,070533
1315;1755;603;410;0,07929;0,12541;0,085271
1325;1682;614;335;0,07485;0,12578;0,068625
1335;1743;573;375;0,07641;0,11563;0,075672
1345;1892;622;429;0,08171;0,12366;0,085287
1355;1770;623;385;0,07532;0,12203;0,075414
1365;2030;670;434;0,08512;0,12932;0,083771
1375;1858;619;400;0,07678;0,11775;0,076089
1385;1859;682;407;0,07572;0,12787;0,076307
1395;1918;644;415;0,07701;0,11902;0,076695
1405;1940;695;401;0,07678;0,12662;0,073057
1415;2030;672;435;0,07921;0,12070;0,078135
1425;1898;710;400;0,07303;0,12575;0,070843
1435;2144;710;483;0,08135;0,12400;0,084355
1445;2023;730;454;0,07570;0,12573;0,078197
1455;1984;714;446;0,07322;0,12129;0,075766
1465;1931;708;410;0,07030;0,11864;0,068703
1475;2324;815;498;0,08346;0,13472;0,082322
1485;2288;744;478;0,08106;0,12134;0,077955
1495;2008;724;422;0,07019;0,11650;0,067904
1505;2356;808;480;0,08127;0,12829;0,076214
1515;2178;716;518;0,07414;0,11219;0,081166
1525;2318;865;470;0,07787;0,13377;0,072682
1535;2164;824;453;0,07176;0,12577;0,069143
1545;2386;799;523;0,07810;0,12038;0,078798
1555;0;0;0;0,00000;0,00000;0,000000
1565;0;0;0;0,00000;0,00000;0,000000
