Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
94304;41218;4,5768;20605;20762;20513
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
555;1110;198;213;0,28154;0,22985;0,247264
565;1204;181;273;0,29467;0,20274;0,305797
575;1461;225;317;0,34524;0,24334;0,342840
585;1382;209;332;0,31551;0,21837;0,346892
595;1309;201;285;0,28888;0,20302;0,287859
605;1449;251;291;0,30929;0,24521;0,284283
615;1554;230;346;0,32101;0,21744;0,327111
625;1519;256;322;0,30382;0,23434;0,294758
635;1419;231;317;0,27495;0,20485;0,281113
645;1231;246;282;0,23118;0,21144;0,242382
655;1423;294;314;0,25914;0,24504;0,261708
665;1407;264;300;0,24858;0,21347;0,242576
675;1496;306;309;0,25653;0,24015;0,242506
685;1555;283;331;0,25892;0,21566;0,252242
695;1589;315;330;0,25702;0,23319;0,244296
705;1641;293;369;0,25796;0,21080;0,265473
715;1640;309;351;0,25064;0,21613;0,245509
725;1631;339;362;0,24243;0,23062;0,246266
735;1482;304;342;0,21433;0,20122;0,226372
745;1438;353;296;0,20242;0,22742;0,190700
755;1421;340;332;0,19477;0,21328;0,208265
765;1421;361;324;0,18971;0,22058;0,197968
775;1237;395;267;0,16091;0,23516;0,158957
785;1502;419;344;0,19043;0,24314;0,199614
795;1320;391;287;0,16318;0,22122;0,162376
805;1539;411;360;0,18555;0,22679;0,198648
815;1763;400;404;0,20737;0,21534;0,217490
825;1915;462;412;0,21982;0,24272;0,216453
835;2081;436;459;0,23319;0,22361;0,235404
845;2202;439;471;0,24095;0,21985;0,235875
855;2422;512;487;0,25886;0,25044;0,238216
865;2300;485;480;0,24017;0,23178;0,229394
875;2360;477;526;0,24083;0,22278;0,245665
885;2226;480;477;0,22205;0,21914;0,217774
895;2321;493;514;0,22638;0,22008;0,229452
905;2221;489;470;0,21187;0,21349;0,205199
915;2371;540;522;0,22126;0,23064;0,222948
925;2287;546;507;0,20883;0,22818;0,211884
935;2263;541;476;0,20225;0,22128;0,194697
945;2487;579;524;0,21759;0,23184;0,209818
955;2470;552;550;0,21160;0,21642;0,215641
965;2903;610;638;0,24356;0,23423;0,244986
975;2581;627;534;0,21213;0,23585;0,200866
985;2554;571;576;0,20567;0,21045;0,212288
995;2670;604;606;0,21071;0,21816;0,218878
1005;2759;639;604;0,21342;0,22623;0,213836
1015;2620;625;609;0,19869;0,21693;0,211378
1025;2622;685;523;0,19499;0,23314;0,178004
1035;2363;695;451;0,17235;0,23200;0,150547
1045;2163;670;497;0,15475;0,21939;0,162742
1055;0;0;0;0,00000;0,00000;0,000000
1065;0;0;0;0,00000;0,00000;0,000000
