x;y;z;E;n
-47;-3;14;1;3
-47;-2;13;0;0
-47;-1;15;0;0
-47;0;13;1;1
-47;0;14;1;5
-47;1;14;1;5
-47;3;13;0;0
-47;7;13;0;0
-46;-12;13;0;0
-46;-11;14;0;0
-46;-10;13;0;0
-46;-10;14;0;0
-46;-9;15;0;0
-46;-8;14;0;0
-46;-8;15;0;0
-46;-7;13;0;0
-46;-7;15;0;0
-46;-6;13;0;0
-46;-5;16;0;0
-46;-5;17;0;0
-46;-4;14;0;0
-46;-3;15;1;3
-46;-1;15;0;0
-46;-1;17;0;0
-46;0;15;0;0
-46;0;17;1;2
-46;0;18;1;12
-46;1;13;0;0
-46;1;16;1;15
-46;2;14;0;0
-46;2;15;1;1
-46;2;17;1;8
-46;3;14;0;0
-46;3;15;1;1
-46;3;17;1;2
-46;5;13;1;1
-46;5;14;0;0
-46;5;16;1;1
-46;7;13;0;0
-46;7;15;0;0
-46;8;13;0;0
-46;8;16;1;1
-46;9;15;0;0
-46;12;13;0;0
-45;-15;13;1;9
-45;-14;14;1;1
-45;-13;13;0;0
-45;-13;14;0;0
-45;-12;13;0;0
-45;-12;14;1;1
-45;-11;13;0;0
-45;-11;15;0;0
-45;-10;13;0;0
-45;-10;16;0;0
-45;-9;14;0;0
-45;-9;15;0;0
-45;-9;18;0;0
-45;-8;16;0;0
-45;-7;14;0;0
-45;-7;15;0;0
-45;-7;18;0;0
-45;-6;14;1;3
-45;-6;17;0;0
-45;-6;19;1;8
-45;-5;14;0;0
-45;-5;15;0;0
-45;-5;16;0;0
-45;-5;19;1;4
-45;-4;15;0;0
-45;-4;16;0;0
-45;-3;13;1;9
-45;-3;14;1;1
-45;-3;16;1;2
-45;-3;18;0;0
-45;-2;16;1;1
-45;-2;19;0;0
-45;-1;15;0;0
-45;-1;16;0;0
-45;-1;17;1;2
-45;0;13;1;1
-45;0;14;0;0
-45;0;19;1;1
-45;1;14;0;0
-45;1;18;0;0
-45;2;18;0;0
-45;2;19;0;0
-45;3;16;1;5
-45;3;17;1;1
-45;3;19;0;0
-45;3;20;0;0
-45;4;16;1;2
-45;4;17;0;0
-45;4;19;0;0
-45;6;15;0;0
-45;7;13;1;1
-45;7;14;1;1
-45;7;15;0;0
-45;7;16;1;2
-45;7;17;0;0
-45;7;18;0;0
-45;8;14;0;0
-45;8;15;1;2
-45;8;18;0;0
-45;9;13;0;0
-45;10;13;1;6
-45;10;14;1;3
-45;10;16;0;0
-45;11;15;1;1
-45;11;16;0;0
-45;11;17;0;0
-45;12;13;1;3
-45;12;15;1;3
-45;13;15;0;0
-45;14;14;0;0
-45;15;13;1;1
-44;-17;13;1;4
-44;-16;13;1;5
-44;-16;15;0;0
-44;-15;16;1;2
-44;-14;13;1;8
-44;-14;14;0;0
-44;-14;17;1;1
-44;-13;14;1;1
-44;-13;16;0;0
-44;-13;18;0;0
-44;-12;15;0;0
-44;-12;17;0;0
-44;-11;14;1;2
-44;-11;15;0;0
-44;-10;15;0;0
-44;-10;16;0;0
-44;-10;17;0;0
-44;-10;18;1;3
-44;-9;14;0;0
-44;-9;15;0;0
-44;-9;16;0;0
-44;-9;17;0;0
-44;-9;19;0;0
-44;-9;20;0;0
-44;-8;12;1;1
-44;-8;13;1;1
-44;-8;20;1;1
-44;-7;15;0;0
-44;-7;20;1;2
-44;-6;15;0;0
-44;-6;16;0;0
-44;-6;17;1;1
-44;-6;20;0;0
-44;-6;21;0;0
-44;-5;15;0;0
-44;-5;16;0;0
-44;-5;19;0;0
-44;-5;21;0;0
-44;-4;14;0;0
-44;-4;17;0;0
-44;-4;18;0;0
-44;-4;20;0;0
-44;-4;22;1;3
-44;-3;14;0;0
-44;-3;16;1;2
-44;-3;22;0;0
-44;-2;12;1;2
-44;-2;13;1;5
-44;-2;15;1;2
-44;-2;22;0;0
-44;-1;13;1;3
-44;-1;14;0;0
-44;-1;15;0;0
-44;0;12;0;0
-44;0;14;0;0
-44;0;15;0;0
-44;0;17;1;1
-44;0;18;1;4
-44;1;12;0;0
-44;1;13;0;0
-44;1;17;1;4
-44;1;18;0;0
-44;1;20;0;0
-44;2;12;0;0
-44;2;13;1;2
-44;2;15;1;2
-44;2;16;1;2
-44;2;19;0;0
-44;2;20;0;0
-44;2;21;1;1
-44;3;18;1;6
-44;3;20;0;0
-44;4;12;1;1
-44;4;14;1;1
-44;4;15;0;0
-44;4;16;1;1
