Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
160841;70764;4,5639;35242;35613;34954
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
705;1661;185;357;0,26110;0,13272;0,256118
715;1806;211;370;0,27601;0,14717;0,258071
725;1405;171;316;0,20884;0,11600;0,214369
735;1615;189;352;0,23357;0,12475;0,232337
745;1377;205;286;0,19384;0,13170;0,183740
755;1435;195;316;0,19669;0,12198;0,197672
765;1305;231;254;0,17422;0,14075;0,154761
775;1297;194;289;0,16871;0,11517;0,171572
785;1349;224;294;0,17104;0,12962;0,170122
795;1625;231;356;0,20088;0,13033;0,200848
805;1438;220;321;0,17337;0,12106;0,176630
815;1785;227;390;0,20996;0,12186;0,209364
825;2254;245;508;0,25874;0,12835;0,266139
835;2055;243;464;0,23028;0,12428;0,237300
845;2125;226;474;0,23252;0,11286;0,236710
855;2606;300;523;0,27852;0,14633;0,255107
865;1960;221;432;0,20466;0,10532;0,205875
875;2483;272;573;0,25338;0,12668;0,266865
885;2331;268;503;0,23253;0,12201;0,228999
895;2345;283;499;0,22872;0,12598;0,222130
905;2483;308;532;0,23686;0,13409;0,231615
915;1913;264;441;0,17852;0,11244;0,187823
925;2288;302;494;0,20892;0,12586;0,205872
935;2259;319;497;0,20189;0,13011;0,202715
945;2433;307;510;0,21286;0,12258;0,203639
955;2704;316;615;0,23164;0,12355;0,240448
965;2709;335;586;0,22729;0,12828;0,224386
975;2755;364;548;0,22643;0,13654;0,205554
985;2192;308;475;0,17652;0,11320;0,174572
995;2949;374;640;0,23273;0,13470;0,230509
1005;2715;350;606;0,21002;0,12356;0,213941
1015;2577;347;539;0,19543;0,12010;0,186557
1025;2731;396;620;0,20309;0,13440;0,210425
1035;1956;314;450;0,14266;0,10452;0,149791
1045;2315;365;547;0,16563;0,11918;0,178611
1055;2066;390;452;0,14503;0,12494;0,144806
1065;2236;411;477;0,15402;0,12921;0,149959
1075;2237;385;504;0,15124;0,11879;0,155513
1085;2225;434;446;0,14767;0,13146;0,135092
1095;2196;406;472;0,14309;0,12074;0,140368
1105;2357;455;493;0,15082;0,13287;0,143972
1115;1821;398;405;0,11444;0,11415;0,116161
1125;2548;491;539;0,15729;0,13833;0,151858
1135;1703;413;371;0,10329;0,11432;0,102692
1145;2080;522;426;0,12396;0,14198;0,115865
1155;1949;448;420;0,11415;0,11975;0,112264
1165;1859;479;396;0,10702;0,12585;0,104039
1175;1961;521;406;0,11097;0,13456;0,104859
1185;1851;468;440;0,10299;0,11884;0,111730
1195;1811;501;398;0,09908;0,12510;0,099381
1205;1949;541;398;0,10487;0,13286;0,097738
1215;1616;473;346;0,08553;0,11425;0,083575
1225;1931;546;431;0,10054;0,12974;0,102414
1235;1692;561;336;0,08667;0,13115;0,078553
1245;1773;557;377;0,08937;0,12814;0,086728
1255;1669;542;350;0,08279;0,12271;0,079238
1265;1652;546;351;0,08066;0,12167;0,078213
1275;1856;580;399;0,08920;0,12722;0,087520
1285;1887;603;438;0,08929;0,13022;0,094585
1295;1723;555;342;0,08027;0,11801;0,072718
1305;1703;570;394;0,07813;0,11935;0,082496
1315;1740;629;385;0,07862;0,12970;0,079390
1325;1600;611;338;0,07120;0,12410;0,068650
1335;1879;633;396;0,08237;0,12665;0,079230
1345;1699;668;358;0,07338;0,13167;0,070566
1355;1993;639;448;0,08481;0,12410;0,087007
1365;1903;662;417;0,07980;0,12669;0,079804
1375;1905;670;428;0,07872;0,12636;0,080722
1385;1928;656;414;0,07853;0,12194;0,076958
1395;1786;648;447;0,07171;0,11874;0,081906
1405;1857;691;396;0,07350;0,12482;0,071532
1415;2064;716;449;0,08054;0,12751;0,079963
1425;1925;653;474;0,07407;0,11467;0,083235
1435;2033;728;422;0,07714;0,12606;0,073074
1445;2036;731;445;0,07618;0,12484;0,075994
1455;2204;791;474;0,08134;0,13323;0,079838
1465;2009;814;421;0,07313;0,13524;0,069946
1475;2219;799;482;0,07969;0,13095;0,078998
1485;2105;714;470;0,07458;0,11545;0,075998
1495;2369;854;506;0,08281;0,13625;0,080728
1505;0;0;0;0,00000;0,00000;0,000000
1515;0;0;0;0,00000;0,00000;0,000000
