Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
134483;58556;4,6086;29181;29481;29039
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
555;1206;174;246;0,30589;0,20339;0,287558
565;1440;167;312;0,35243;0,18836;0,351913
575;1144;144;249;0,27033;0,15682;0,271170
585;1397;164;330;0,31893;0,17255;0,347200
595;1345;167;309;0,29682;0,16985;0,314270
605;1394;180;285;0,29755;0,17707;0,280358
615;1638;214;325;0,33836;0,20372;0,309394
625;1616;180;407;0,32322;0,16592;0,375157
635;1245;201;233;0,24123;0,17948;0,208060
645;1420;232;311;0,26667;0,20079;0,269166
655;1368;202;302;0,24912;0,16953;0,253457
665;1371;209;288;0,24222;0,17017;0,234493
675;1489;229;321;0,25533;0,18097;0,253675
685;1410;200;322;0,23477;0,15347;0,247090
695;1554;232;351;0,25136;0,17294;0,261649
705;1766;256;375;0,27760;0,18546;0,271665
715;1509;251;292;0,23062;0,17678;0,205661
725;1702;282;332;0,25299;0,19318;0,227428
735;1463;250;329;0,21158;0,16663;0,219282
745;1590;264;379;0,22382;0,17127;0,245872
755;1257;252;289;0,17229;0,15918;0,182552
765;1420;300;307;0,18957;0,18458;0,188885
775;1299;296;273;0,16897;0,17745;0,163660
785;1403;300;292;0,17788;0,17529;0,170618
795;1373;302;306;0,16973;0,17205;0,174329
805;1563;317;329;0,18844;0,17614;0,182805
815;1830;326;401;0,21525;0,17672;0,217376
825;2061;333;456;0,23658;0,17616;0,241235
835;2146;355;440;0,24048;0,18333;0,227229
845;2218;387;471;0,24270;0,19516;0,237515
855;2254;352;460;0,24090;0,17338;0,226573
865;2156;367;459;0,22513;0,17661;0,220884
875;2489;371;552;0,25400;0,17448;0,259601
885;2421;372;569;0,24150;0,17102;0,261583
895;2266;392;456;0,22102;0,17621;0,204976
905;2237;406;474;0,21340;0,17849;0,208384
915;2407;450;485;0,22462;0,19353;0,208585
925;2210;398;468;0,20180;0,16749;0,196946
935;2423;476;511;0,21654;0,19605;0,210466
945;2459;427;535;0,21514;0,17217;0,215712
955;2358;404;521;0,20200;0,15950;0,205691
965;2752;446;629;0,23089;0,17245;0,243210
975;2689;504;552;0,22100;0,19090;0,209081
985;2355;479;496;0,18964;0,17777;0,184075
995;2839;478;564;0,22405;0,17385;0,205125
1005;2696;564;527;0,20855;0,20106;0,187873
1015;2736;533;582;0,20749;0,18629;0,203412
1025;2443;536;539;0,18167;0,18370;0,184725
1035;2470;560;521;0,18015;0,18823;0,175123
1045;2152;507;481;0,15397;0,16717;0,158598
1055;1862;525;398;0,13071;0,16984;0,128755
1065;2285;552;502;0,15740;0,17524;0,159364
1075;2206;584;504;0,14914;0,18196;0,157036
1085;2456;595;523;0,16300;0,18199;0,159966
1095;2210;610;482;0,14401;0,18318;0,144745
1105;2287;645;478;0,14634;0,19020;0,140958
1115;2134;605;460;0,13411;0,17522;0,133227
1125;2229;627;541;0,13760;0,17838;0,153914
1135;1924;595;427;0,11669;0,16631;0,119350
1145;2042;680;445;0,12169;0,18676;0,122218
1155;1820;671;370;0,10659;0,18111;0,099867
1165;1944;640;458;0,11191;0,16979;0,121506
1175;1838;666;421;0,10401;0,17369;0,109797
1185;1956;711;409;0,10883;0,18231;0,104875
1195;1898;704;416;0,10384;0,17751;0,104892
1205;1982;726;425;0,10665;0,18003;0,105390
1215;1919;770;380;0,10156;0,18781;0,092687
1225;1613;740;348;0,08398;0,17756;0,083501
1235;1705;698;428;0,08734;0,16478;0,101041
1245;1724;749;381;0,08690;0,17399;0,088506
1255;0;0;0;0,00000;0,00000;0,000000
1265;0;0;0;0,00000;0,00000;0,000000
