Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
55060;23690;4,6598;11816;11912;11831
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
655;1252;288;257;0,22800;0,24439;0,218087
665;1519;288;313;0,26837;0,23710;0,257679
675;1535;266;332;0,26322;0,21255;0,265283
685;1462;276;319;0,24343;0,21414;0,247508
695;1634;301;335;0,26430;0,22687;0,252496
705;1661;288;386;0,26110;0,21096;0,282741
715;1602;307;348;0,24483;0,21863;0,247826
725;1611;312;329;0,23946;0,21610;0,227877
735;1579;306;369;0,22836;0,20622;0,248675
745;1427;302;321;0,20088;0,19810;0,210559
755;1470;361;329;0,20148;0,23057;0,210127
765;1297;377;281;0,17315;0,23453;0,174809
775;1372;358;295;0,17847;0,21700;0,178813
785;1185;380;275;0,15024;0,22450;0,162470
795;1535;373;355;0,18975;0,21486;0,204492
805;1572;398;366;0,18953;0,22360;0,205623
815;1789;391;385;0,21043;0,21431;0,211022
825;2070;427;432;0,23762;0,22840;0,231077
835;1880;444;380;0,21067;0,23184;0,198423
845;2173;428;447;0,23777;0,21823;0,227917
855;2465;431;567;0,26345;0,21465;0,282379
865;2224;444;452;0,23223;0,21604;0,219932
875;2433;498;507;0,24828;0,23681;0,241087
885;2432;497;499;0,24260;0,23102;0,231951
895;2110;465;453;0,20580;0,21134;0,205890
905;2423;541;509;0,23114;0,24048;0,226258
915;2147;508;461;0,20036;0,22090;0,200466
925;2290;533;496;0,20911;0,22679;0,211048
935;2316;556;476;0,20698;0,23154;0,198229
945;2595;568;557;0,22703;0,23156;0,227078
955;0;0;0;0,00000;0,00000;0,000000
965;0;0;0;0,00000;0,00000;0,000000
