x;y;z;E;n
-21;-28;35;0;0
-43;4;18;0;0
-21;31;28;1;1
-31;36;13;0;0
-31;-10;49;1;2
-44;15;36;0;0
-21;26;48;1;1
-24;-19;41;0;0
-40;31;29;0;0
-28;-26;31;0;0
-24;-3;52;1;2
-26;32;24;0;0
-54;-9;29;0;0
-45;17;21;0;0
-23;-9;56;1;2
-30;-29;22;0;0
-21;-7;42;1;13
-30;10;50;0;0
-25;-39;31;0;0
-22;7;53;1;2
-14;-15;52;0;0
-39;25;29;0;0
-49;-11;21;0;0
-55;-18;20;1;1
-38;2;23;1;8
-34;47;22;1;1
-35;21;18;1;1
-19;10;47;0;0
-41;11;17;1;9
-28;-30;38;1;1
-32;-12;42;0;0
-52;3;23;0;0
-21;34;43;0;0
-44;24;26;0;0
-44;-10;30;1;2
-23;1;48;0;0
-38;-22;27;0;0
-43;40;20;0;0
-40;-39;15;1;3
-23;-16;43;1;1
-43;-7;24;1;3
-52;-4;25;0;0
-53;16;21;0;0
-30;-4;47;0;0
-22;-13;45;0;0
-50;22;26;0;0
-24;-41;21;1;4
-28;30;32;1;2
-17;-24;39;1;1
-43;12;30;0;0
-25;-31;28;1;4
-44;15;29;0;0
-20;5;55;0;0
-27;16;37;1;1
-58;-1;22;0;0
-33;8;43;0;0
-46;-13;26;1;1
-21;-10;41;0;0
-42;-33;31;1;1
-49;-25;28;0;0
-27;37;15;1;1
-16;3;43;0;0
-33;-12;37;1;1
-29;-39;38;0;0
-47;6;22;0;0
-26;43;31;0;0
-22;26;51;0;0
-24;33;35;1;1
-14;23;39;0;0
-11;15;49;0;0
-42;15;23;1;2
-29;-23;25;0;0
-39;-8;43;0;0
-18;-12;47;0;0
-29;-30;35;0;0
-18;14;42;0;0
-40;15;14;0;0
-35;-2;36;1;3
-45;-36;17;0;0
-40;-36;24;0;0
-27;-13;44;0;0
-25;-26;49;0;0
-15;11;46;0;0
-51;6;18;0;0
-20;17;38;0;0
-38;-33;35;0;0
-46;-17;34;0;0
-45;4;39;0;0
-44;19;22;0;0
-29;19;50;0;0
-28;26;33;1;2
-34;-38;18;0;0
-10;-17;54;0;0
-43;-12;23;1;2
-48;-12;20;1;1
-42;7;28;1;1
-33;-16;31;1;2
-37;-14;34;1;1
-34;9;42;0;0
-49;20;25;1;1
-43;-25;15;0;0
-15;13;42;0;0
-27;-27;42;1;3
-17;-15;47;0;0
-16;26;52;0;0
-47;-2;17;0;0
-22;21;53;0;0
-16;17;43;1;1
-49;-24;15;0;0
-51;22;18;0;0
-43;-8;13;1;1
-28;-26;38;1;3
-27;18;42;0;0
-18;16;41;0;0
-38;-11;26;1;2
-17;26;43;0;0
-13;14;43;0;0
-35;11;33;0;0
-27;45;19;0;0
-25;-28;25;1;2
-30;12;34;0;0
-28;31;45;0;0
-30;-17;50;0;0
-39;-27;20;0;0
-40;-10;29;0;0
-25;-15;46;0;0
-29;-19;33;1;5
-47;-8;24;0;0
-23;13;43;0;0
-37;-10;38;0;0
-36;-21;20;0;0
-19;-15;54;0;0
-16;-12;51;0;0
-50;-16;26;0;0
-49;-4;15;0;0
-26;-33;19;0;0
-51;29;17;1;4
-54;14;21;0;0
-49;1;27;0;0
-25;22;37;1;1
-34;-12;49;0;0
-45;6;23;1;5
-49;20;21;0;0
-46;-11;26;1;2
-35;-48;16;0;0
-55;9;16;0;0
-26;19;39;0;0
-51;6;28;0;0
-22;-30;49;0;0
-46;-12;36;1;1
-42;34;26;1;1
-51;1;25;0;0
-29;16;30;0;0
-27;22;38;0;0
-35;13;46;0;0
-33;-37;17;0;0
-38;-21;12;1;1
-37;-35;31;0;0
-29;-20;36;0;0
-44;7;29;1;1
-35;32;22;0;0
-26;-14;43;0;0
-47;20;29;0;0
-28;-13;44;0;0
-30;50;17;1;4
-40;-24;39;0;0
-27;-15;49;0;0
-29;16;38;0;0
-22;-4;56;1;2
-30;6;43;0;0
-20;-22;43;0;0
-16;-9;47;0;0
-38;30;24;0;0
-17;-25;35;1;4
-41;12;32;1;2
-35;-15;27;0;0
-31;47;19;1;3
-34;-45;20;1;3
-21;-9;48;1;4
-41;23;16;0;0
-54;-8;16;0;0
-31;9;37;0;0
-41;-17;31;1;1
-28;33;32;0;0
-46;-30;22;0;0
-38;-1;33;0;0
-42;30;22;0;0
-42;-18;28;1;1
-31;26;46;0;0
-32;42;30;1;4
-38;32;37;1;1
-28;-32;22;1;3
-38;22;38;0;0
-21;27;29;0;0
-40;15;43;1;2
-26;-19;38;0;0
-52;-7;17;1;2
-37;26;26;0;0
-34;24;40;0;0
-46;11;38;1;2
-40;-11;24;1;3
-48;-24;26;0;0
-44;13;29;1;1
-43;17;14;1;3
-42;-12;35;0;0
-40;-26;35;1;2
-28;-34;38;0;0
-27;-24;40;0;0
-36;37;31;0;0
-56;6;21;1;2
-20;9;43;0;0
-21;-4;45;0;0
-34;32;24;0;0
-38;-12;20;0;0
-45;20;29;1;1
-21;-8;53;1;1
-35;42;29;1;2
-36;8;30;1;3
-32;-25;42;0;0
-41;-11;26;0;0
-52;-21;22;0;0
-35;38;15;1;1
-51;25;23;0;0
-41;22;32;0;0
-42;-7;30;1;2
-43;5;17;0;0
