Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
84332;41074;4,2948;19636;19787;19543
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
705;1641;315;354;0,25796;0,21266;0,238989
715;1640;306;377;0,25064;0,20085;0,247447
725;1631;330;375;0,24243;0,21066;0,239392
735;1482;308;347;0,21433;0,19131;0,215530
745;1438;336;319;0,20242;0,20313;0,192856
755;1421;356;329;0,19477;0,20956;0,193667
765;1421;341;322;0,18971;0,19552;0,184624
775;1237;386;267;0,16091;0,21564;0,149163
785;1502;402;328;0,19043;0,21890;0,178603
795;1320;362;302;0,16318;0,19219;0,160335
805;1539;366;388;0,18555;0,18952;0,200907
815;1763;389;367;0,20737;0,19651;0,185398
825;1915;440;430;0,21982;0,21692;0,211990
835;2081;441;457;0,23319;0,21224;0,219937
845;2202;406;550;0,24095;0,19080;0,258467
855;2422;463;595;0,25886;0,21252;0,273112
865;2300;428;548;0,24017;0,19194;0,245756
875;2360;465;560;0,24083;0,20379;0,245430
885;2226;452;491;0,22205;0,19365;0,210354
895;2321;440;593;0,22638;0,18432;0,248407
905;2221;440;558;0,21187;0,18027;0,228609
915;2371;549;552;0,22126;0,22003;0,221235
925;2287;519;513;0,20883;0,20354;0,201183
935;2263;507;525;0,20225;0,19460;0,201508
945;2487;563;593;0,21759;0,21154;0,222817
955;2470;552;584;0,21160;0,20309;0,214864
965;2903;552;665;0,24356;0,19890;0,239620
975;2581;572;602;0,21213;0,20190;0,212493
985;2554;555;593;0,20567;0,19195;0,205087
995;2670;567;668;0,21071;0,19217;0,226406
1005;2759;638;594;0,21342;0,21196;0,197338
1015;2620;637;529;0,19869;0,20747;0,172298
1025;2622;620;631;0,19499;0,19802;0,201530
1035;2363;659;511;0,17235;0,20642;0,160065
1045;2163;628;495;0,15475;0,19297;0,152100
1055;2262;716;513;0,15878;0,21586;0,154657
1065;2070;688;496;0,14259;0,20354;0,146737
1075;2143;683;486;0,14488;0,19832;0,141116
1085;2412;697;599;0,16008;0,19867;0,170736
1095;2249;713;537;0,14655;0,19953;0,150281
1105;0;0;0;0,00000;0,00000;0,000000
1115;0;0;0;0,00000;0,00000;0,000000
