Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
80389;31898;4,8741;16493;16636;16505
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
455;1255;130;252;0,47361;0,23912;0,463531
465;1148;139;229;0,41480;0,24480;0,403303
475;1126;153;214;0,38990;0,25823;0,361184
485;1119;146;236;0,37167;0,23636;0,382060
495;1145;165;229;0,36509;0,25643;0,355900
505;1229;149;262;0,37651;0,22249;0,391221
515;1481;200;310;0,43626;0,28716;0,445094
525;972;163;177;0,27552;0,22520;0,244546
535;1080;198;228;0,29480;0,26343;0,303342
545;1235;206;243;0,32485;0,26411;0,311544
555;1110;180;244;0,28154;0,22253;0,301655
565;1204;204;233;0,29467;0,24335;0,277949
575;1461;237;296;0,34524;0,27297;0,340928
585;1382;237;273;0,31551;0,26372;0,303780
595;1309;227;250;0,28888;0,24417;0,268914
605;1449;262;286;0,30929;0,27258;0,297552
615;1554;250;327;0,32101;0,25171;0,329235
625;1519;256;331;0,30382;0,24957;0,322684
635;1419;248;293;0,27495;0,23421;0,276713
645;1231;239;240;0,23118;0,21877;0,219685
655;1423;298;292;0,25914;0,26451;0,259185
665;1407;289;257;0,24858;0,24887;0,221309
675;1496;298;311;0,25653;0,24907;0,259934
685;1555;294;332;0,25892;0,23860;0,269443
695;1589;298;355;0,25702;0,23494;0,279878
705;1641;321;343;0,25796;0,24594;0,262801
715;1640;312;354;0,25064;0,23241;0,263695
725;1631;366;351;0,24243;0,26517;0,254298
735;1482;335;300;0,21433;0,23615;0,211475
745;1438;365;317;0,20242;0,25043;0,217500
755;1421;364;316;0,19477;0,24318;0,211108
765;1421;363;302;0,18971;0,23621;0,196515
775;1237;407;269;0,16091;0,25805;0,170554
785;1502;419;338;0,19043;0,25893;0,208877
795;1320;414;268;0,16318;0,24945;0,161478
805;1539;403;310;0,18555;0,23682;0,182172
815;1763;403;371;0,20737;0,23105;0,212702
825;1915;476;372;0,21982;0,26632;0,208136
835;2081;439;411;0,23319;0,23978;0,224482
845;2202;450;473;0,24095;0,24000;0,252267
855;2422;501;469;0,25886;0,26099;0,244317
865;2300;512;425;0,24017;0,26059;0,216307
875;2360;491;480;0,24083;0,24422;0,238747
885;2226;499;439;0,22205;0,24262;0,213448
895;2321;526;479;0,22638;0,25007;0,227721
905;2221;492;466;0,21187;0,22876;0,216672
915;2371;573;506;0,22126;0,26063;0,230156
925;2287;581;466;0,20883;0,25859;0,207404
935;2263;552;483;0,20225;0,24045;0,210396
945;2487;606;497;0,21759;0,25842;0,211937
955;0;0;0;0,00000;0,00000;0,000000
965;0;0;0;0,00000;0,00000;0,000000
