Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
203357;88683;4,6129;44084;44555;43115
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
555;1095;85;191;0,27774;0,09945;0,223478
565;1301;112;218;0,31841;0,12645;0,246120
575;1026;125;190;0,24245;0,13626;0,207112
585;1411;117;216;0,32213;0,12321;0,227473
595;1604;141;254;0,35398;0,14354;0,258576
605;1438;114;243;0,30694;0,11225;0,239268
615;1377;134;255;0,28444;0,12769;0,242985
625;1491;141;270;0,29822;0,13009;0,249112
635;1554;168;294;0,30110;0,15016;0,262779
645;1400;139;267;0,26292;0,12042;0,231304
655;1506;166;301;0,27426;0,13945;0,252857
665;1162;139;255;0,20529;0,11328;0,207820
675;1558;162;307;0,26716;0,12814;0,242841
685;1463;134;302;0,24360;0,10292;0,231962
695;1796;179;340;0,29050;0,13356;0,253689
705;1518;153;333;0,23862;0,11094;0,241467
715;1731;194;352;0,26454;0,13677;0,248155
725;1482;177;306;0,22029;0,12136;0,209816
735;1531;207;306;0,22142;0,13810;0,204145
745;1451;186;319;0,20425;0,12078;0,207143
755;1434;181;312;0,19655;0,11444;0,197267
765;1391;180;330;0,18570;0,11085;0,203228
775;1198;168;312;0,15584;0,10081;0,187217
785;1316;201;257;0,16685;0,11756;0,150310
795;1464;246;285;0,18098;0,14028;0,162519
805;1811;237;375;0,21834;0,13181;0,208561
815;1750;218;389;0,20584;0,11829;0,211071
825;2059;232;455;0,23635;0,12285;0,240934
835;2143;231;470;0,24014;0,11941;0,242951
845;2233;230;501;0,24434;0,11609;0,252882
855;2395;224;491;0,25597;0,11044;0,242071
865;2302;254;507;0,24038;0,12235;0,244214
875;2275;271;444;0,23216;0,12757;0,209007
885;2190;257;493;0,21846;0,11826;0,226859
895;2417;281;495;0,23575;0,12643;0,222717
905;2375;284;510;0,22656;0,12497;0,224423
915;2399;307;517;0,22387;0,13216;0,222558
925;2063;273;445;0,18838;0,11499;0,187444
935;2337;272;515;0,20886;0,11213;0,212314
945;2461;312;558;0,21531;0,12592;0,225199
955;2497;308;513;0,21391;0,12171;0,202724
965;2727;301;601;0,22880;0,11650;0,232603
975;2648;333;554;0,21763;0,12625;0,210037
985;2692;319;566;0,21678;0,11850;0,210252
995;2687;365;554;0,21205;0,13287;0,201678
1005;2604;315;583;0,20143;0,11240;0,208033
1015;2685;374;558;0,20362;0,13084;0,195208
1025;2558;370;559;0,19023;0,12693;0,191761
1035;2183;333;480;0,15922;0,11204;0,161494
1045;2010;367;437;0,14381;0,12112;0,144226
1055;2331;387;534;0,16363;0,12531;0,172915
1065;2094;393;451;0,14424;0,12488;0,143309
1075;2212;408;456;0,14955;0,12724;0,142215
1085;2174;375;505;0,14428;0,11481;0,154607
1095;2197;396;467;0,14316;0,11903;0,140373
1105;2403;462;521;0,15376;0,13637;0,153783
1115;2120;400;458;0,13323;0,11596;0,132774
1125;1871;435;397;0,11550;0,12387;0,113053
1135;2176;431;507;0,13197;0,12058;0,141845
1145;1859;451;370;0,11079;0,12398;0,101716
1155;1975;461;433;0,11567;0,12455;0,116982
1165;2060;449;467;0,11859;0,11923;0,124011
1175;1636;447;338;0,09258;0,11669;0,088234
1185;2023;503;453;0,11256;0,12910;0,116267
1195;1803;466;378;0,09865;0,11761;0,095401
1205;1917;495;428;0,10315;0,12286;0,106235
1215;1821;522;376;0,09638;0,12744;0,091798
1225;1596;491;333;0,08310;0,11793;0,079978
1235;1774;544;356;0,09087;0,12855;0,084123
1245;1713;541;395;0,08635;0,12579;0,091845
1255;1809;502;377;0,08974;0,11487;0,086268
1265;1784;532;416;0,08710;0,11982;0,093693
1275;1923;625;405;0,09242;0,13857;0,089791
1285;1740;541;370;0,08233;0,11808;0,080759
1295;1801;572;373;0,08391;0,12293;0,080162
1305;1520;558;308;0,06973;0,11809;0,065182
1315;1755;604;363;0,07929;0,12589;0,075658
1325;1682;627;348;0,07485;0,12872;0,071441
1335;1743;575;393;0,07641;0,11628;0,079474
1345;1892;621;411;0,08171;0,12372;0,081883
1355;1770;632;366;0,07532;0,12406;0,071846
1365;2030;652;456;0,08512;0,12612;0,088206
1375;1858;633;385;0,07678;0,12067;0,073393
1385;1859;664;386;0,07572;0,12476;0,072525
1395;1918;617;458;0,07701;0,11427;0,084823
1405;1940;640;451;0,07678;0,11685;0,082342
1415;2030;689;400;0,07921;0,12402;0,072002
1425;1898;695;384;0,07303;0,12335;0,068155
1435;2144;707;461;0,08135;0,12374;0,080685
1445;2023;734;430;0,07570;0,12669;0,074222
1455;1984;768;429;0,07322;0,13075;0,073035
1465;1931;698;397;0,07030;0,11721;0,066667
1475;2324;783;502;0,08346;0,12971;0,083161
1485;2288;716;520;0,08106;0,11702;0,084986
1495;2008;689;426;0,07019;0,11111;0,068695
1505;2356;807;472;0,08127;0,12841;0,075105
1515;2178;764;443;0,07414;0,11997;0,069563
1525;2318;798;493;0,07787;0,12367;0,076402
1535;2164;811;479;0,07176;0,12405;0,073268
1545;2386;815;528;0,07810;0,12305;0,079721
1555;2153;843;488;0,06957;0,12565;0,072737
1565;2190;850;482;0,06986;0,12508;0,070928
1575;1757;745;370;0,05534;0,10824;0,053757
1585;2109;878;450;0,06559;0,12596;0,064558
1595;2138;896;487;0,06566;0,12694;0,068993
1605;0;0;0;0,00000;0,00000;0,000000
1615;0;0;0;0,00000;0,00000;0,000000
