x;y;z;E;n
-21;0;37;1;1
-42;0;11;1;1
-36;0;24;1;1
-31;0;31;1;1
-22;0;31;1;1
-24;0;30;1;1
-23;0;29;1;1
-21;0;33;1;1
-22;0;26;1;1
-31;0;29;1;1
-19;0;33;1;1
-18;0;32;1;1
-30;0;12;1;1
-21;0;35;1;1
-28;0;26;1;1
-22;0;26;1;1
-25;0;28;1;1
-18;0;33;1;1
-21;0;32;1;1
-25;0;28;1;1
-34;0;11;1;1
-29;0;16;1;1
-21;0;36;1;1
-18;0;31;1;1
-38;0;15;1;1
-26;0;32;1;1
-20;0;32;1;1
-30;0;22;1;1
-26;0;29;1;1
-18;0;32;1;1
-18;0;33;1;1
-35;0;19;1;1
-13;0;34;1;1
-30;0;21;1;1
-20;0;28;1;1
-31;0;29;1;1
-30;0;29;1;1
-22;0;29;1;1
-20;0;32;1;1
-19;0;34;1;1
-31;0;29;1;1
-19;0;31;1;1
-17;0;32;1;1
-19;0;34;1;1
-40;0;16;1;1
-28;0;28;1;1
-22;0;29;1;1
-24;0;22;1;1
-36;0;19;1;1
-23;0;22;1;1
-29;0;22;1;1
-26;0;30;1;1
-24;0;22;1;1
-21;0;33;1;1
-18;0;32;1;1
-30;0;20;1;1
-18;0;33;1;1
-18;0;33;1;1
-36;0;19;1;1
-38;0;12;1;1
-31;0;30;1;1
-30;0;22;1;1
-30;0;22;1;1
-22;0;30;1;1
-36;0;19;1;1
-36;0;19;1;1
-20;0;32;1;1
-35;0;14;1;1
-27;0;29;1;1
-18;0;33;1;1
-30;0;16;1;1
-23;0;29;1;1
-40;0;16;1;1
-26;0;34;1;1
-41;0;16;1;1
-19;0;34;1;1
-40;0;15;1;1
-37;0;13;1;1
-31;0;12;1;1
-31;0;29;1;1
-22;0;31;1;1
-30;0;22;1;1
-40;0;15;1;1
-22;0;32;1;1
-18;0;28;1;1
-31;0;32;1;1
-23;0;29;1;1
-22;0;29;1;1
-31;0;29;1;1
-30;0;24;1;1
-30;0;22;1;1
-31;0;29;1;1
-20;0;28;1;1
-13;0;31;1;1
-21;0;32;1;1
-21;0;33;1;1
-27;0;28;1;1
-37;0;12;1;1
-38;0;15;1;1
-24;0;22;1;1
-24;0;22;1;1
-21;0;33;1;1
-30;0;22;1;1
-30;0;19;1;1
-23;0;29;1;1
-40;0;15;1;1
-41;0;14;1;1
-25;0;29;1;1
-38;0;13;1;1
-38;0;17;1;1
-30;0;24;1;1
-29;0;18;1;1
-28;0;18;1;1
-38;0;16;1;1
-41;0;16;1;1
-25;0;28;1;1
-41;0;16;1;1
-29;0;24;1;1
-27;0;17;1;1
-25;0;28;1;1
-33;0;11;1;1
-23;0;29;1;1
-34;0;10;1;1
-26;0;24;1;1
-31;0;14;1;1
-30;0;24;1;1
-23;0;22;1;1
-38;0;10;1;1
-40;0;16;1;1
-26;0;32;1;1
-26;0;31;1;1
-26;0;29;1;1
-18;0;31;1;1
-29;0;18;1;1
-25;0;23;1;1
-18;0;34;1;1
-38;0;12;1;1
-41;0;16;1;1
-32;0;32;1;1
-26;0;32;1;1
-16;0;28;1;1
-33;0;14;1;1
-40;0;20;1;1
-41;0;16;1;1
-23;0;29;1;1
-16;0;28;1;1
-30;0;19;1;1
-37;0;21;1;1
-22;0;29;1;1
-27;0;33;1;1
-37;0;12;1;1
-29;0;18;1;1
-25;0;28;1;1
-36;0;11;1;1
-16;0;28;1;1
-20;0;28;1;1
-31;0;29;1;1
-29;0;18;1;1
-26;0;27;1;1
-37;0;11;1;1
-41;0;15;1;1
-41;0;16;1;1
-38;0;16;1;1
-24;0;22;1;1
-22;0;28;1;1
-25;0;29;1;1
-29;0;18;1;1
-22;0;28;1;1
-34;0;10;1;1
-26;0;29;1;1
-27;0;17;1;1
-29;0;18;1;1
-34;0;11;1;1
-24;0;22;1;1
-27;0;28;1;1
-27;0;26;1;1
-19;0;34;1;1
-36;0;11;1;1
-28;0;26;1;1
-22;0;29;1;1
-22;0;26;1;1
-18;0;34;1;1
-26;0;29;1;1
-40;0;17;1;1
-41;0;16;1;1
-22;0;29;1;1
-25;0;29;1;1
-25;0;29;1;1
-37;0;13;1;1
-22;0;31;1;1
-30;0;19;1;1
-29;0;18;1;1
-25;0;28;1;1
-23;0;29;1;1
-32;0;29;1;1
-20;0;32;1;1
-36;0;13;1;1
-27;0;18;1;1
-41;0;16;1;1
-31;0;12;1;1
-31;0;31;1;1
-41;0;16;1;1
-37;0;21;1;1
-24;0;28;1;1
-36;0;13;1;1
-26;0;30;1;1
-28;0;29;1;1
-25;0;28;1;1
-24;0;22;1;1
-25;0;28;1;1
-41;0;16;1;1
-26;0;30;1;1
-37;0;13;1;1
-41;0;17;1;1
-24;0;22;1;1
-22;0;31;1;1
-41;0;17;1;1
-22;0;29;1;1
-24;0;29;1;1
-36;0;13;1;1
-40;0;17;1;1
-31;0;30;1;1
-30;0;20;1;1
-40;0;16;1;1
-30;0;26;1;1
-33;0;25;1;1
-35;0;15;1;1
-32;0;30;1;1
-29;0;16;1;1
-25;0;31;1;1
-41;0;17;1;1
-27;0;17;1;1
-13;0;33;1;1
-25;0;28;1;1
-22;0;28;1;1
-24;0;31;1;1
-41;0;15;1;1
-37;0;10;1;1
-30;0;32;1;1
-38;0;13;1;1
-22;0;31;1;1
-39;0;16;1;1
-24;0;29;1;1
-36;0;13;1;1
-23;0;28;1;1
-37;0;13;1;1
-36;0;13;1;1
-41;-1;17;1;1
-22;0;31;1;1
-27;0;34;1;1
-33;0;25;1;1
-36;0;12;1;1
-26;0;32;1;1
-41;-1;18;1;1
-17;0;33;1;1
-31;0;30;1;1
-26;0;24;1;1
-33;0;25;1;1
-37;0;13;1;1
-36;0;12;1;1
-27;0;33;1;1
-24;0;23;1;1
-19;0;30;1;1
-20;0;32;1;1
-27;0;30;1;1
-35;0;15;1;1
-41;-1;17;1;1
-32;0;9;1;1
-37;0;13;1;1
-24;0;22;1;1
-26;0;30;1;1
-36;0;12;1;1
-40;-1;18;1;1
-31;0;29;1;1
-37;0;14;1;1
-27;0;28;1;1
-40;-1;18;1;1
-22;0;31;1;1
-41;-1;15;1;1
-26;0;30;1;1
-38;0;13;1;1
-29;0;15;1;1
-28;0;18;1;1
-40;-1;16;1;1
-32;0;9;1;1
-37;0;13;1;1
-41;-1;18;1;1
-41;-1;16;1;1
-27;0;18;1;1
-22;0;25;1;1
-24;0;29;1;1
-35;0;17;1;1
-25;0;29;1;1
-35;0;28;1;1
-38;-1;13;1;1
