x;y;z;E;n
-51;0;15;0;1
-50;-10;14;1;1
-50;-9;15;1;1
-50;-8;15;1;1
-50;-6;17;0;1
-50;-5;16;1;1
-50;-4;14;1;1
-50;-4;17;1;1
-50;-3;17;0;1
-50;-1;17;0;1
-50;-1;18;0;1
-50;0;14;0;1
-50;0;16;1;1
-50;0;18;1;1
-50;1;14;0;1
-50;2;15;1;1
-50;2;16;1;1
-50;3;14;1;1
-50;3;15;1;1
-50;4;14;1;1
-50;4;17;1;1
-50;6;14;1;1
-50;6;15;1;1
-50;6;17;1;1
-50;8;15;1;1
-50;9;15;0;1
-49;-15;14;1;1
-49;-13;15;1;1
-49;-13;16;0;1
-49;-12;14;0;1
-49;-12;16;0;1
-49;-10;14;1;1
-49;-9;14;1;1
-49;-9;18;1;1
-49;-8;15;1;1
-49;-8;16;0;1
-49;-8;18;0;1
-49;-6;15;1;1
-49;-6;16;0;1
-49;-6;17;1;1
-49;-6;18;0;1
-49;-5;14;0;1
-49;-5;16;1;1
-49;-5;18;0;1
-49;-4;14;1;1
-49;-4;15;0;1
-49;-4;16;1;1
-49;-4;18;0;1
-49;-4;19;0;1
-49;-4;20;0;1
-49;-3;14;1;1
-49;-3;16;1;1
-49;-3;19;1;1
-49;-2;14;0;1
-49;-2;17;0;1
-49;-2;18;1;1
-49;-2;19;0;1
-49;-2;20;0;1
-49;-1;15;1;1
-49;-1;18;1;1
-49;-1;19;1;1
-49;0;18;0;1
-49;0;19;1;1
-49;1;16;0;1
-49;2;16;1;1
-49;2;19;1;1
-49;3;14;1;1
-49;3;19;0;1
-49;3;20;1;1
-49;4;20;0;1
-49;5;14;1;1
-49;5;15;0;1
-49;5;16;1;1
-49;5;17;0;1
-49;5;18;1;1
-49;5;20;0;1
-49;6;16;0;1
-49;6;19;0;1
-49;7;15;0;1
-49;7;16;0;1
-49;7;17;0;1
-49;7;19;1;1
-49;8;14;1;1
-49;8;16;1;1
-49;8;17;0;1
-49;8;19;0;1
-49;9;14;1;1
-49;9;15;1;1
-49;9;16;1;1
-49;9;17;0;1
-49;9;18;1;1
-49;10;16;1;1
-49;10;17;1;1
-49;10;18;1;1
-49;11;14;0;1
-49;11;15;0;1
-49;11;17;0;1
-49;14;14;0;1
-49;14;15;0;1
-49;15;14;0;1
-48;-16;16;0;1
-48;-15;14;1;1
-48;-15;17;0;1
-48;-14;16;0;1
-48;-14;17;0;1
-48;-13;15;0;1
-48;-13;18;0;1
-48;-12;17;1;1
-48;-12;19;1;1
-48;-11;18;1;1
-48;-10;14;0;1
-48;-9;20;1;1
-48;-8;14;0;1
-48;-8;17;1;1
-48;-8;18;1;1
-48;-8;20;1;1
-48;-8;21;1;1
-48;-7;16;1;1
-48;-7;20;0;1
-48;-6;13;0;1
-48;-6;14;1;1
-48;-6;16;0;1
-48;-6;17;1;1
-48;-6;21;1;1
-48;-6;22;0;1
-48;-5;13;1;1
-48;-5;14;0;1
-48;-5;17;1;1
-48;-5;22;0;1
-48;-4;14;1;1
-48;-4;18;0;1
-48;-4;22;0;1
-48;-3;13;0;1
-48;-3;14;0;1
-48;-3;16;1;1
-48;-3;17;0;1
-48;-3;19;1;1
-48;-2;14;1;1
-48;-2;15;0;1
-48;-2;17;1;1
-48;-2;19;0;1
-48;-1;15;1;1
-48;-1;17;0;1
-48;-1;18;1;1
-48;-1;20;0;1
-48;0;13;1;1
-48;0;17;0;1
-48;0;19;0;1
-48;1;20;1;1
-48;1;21;1;1
-48;1;22;0;1
-48;2;13;1;1
-48;2;15;0;1
-48;2;17;0;1
-48;2;20;0;1
-48;2;21;1;1
-48;2;22;0;1
-48;3;13;1;1
-48;3;20;0;1
-48;3;22;0;1
-48;4;14;1;1
-48;4;17;0;1
-48;4;22;1;1
-48;5;14;0;1
-48;5;18;0;1
-48;5;20;0;1
-48;6;14;0;1
-48;6;17;0;1
-48;6;18;0;1
-48;6;20;0;1
-48;7;15;0;1
-48;7;16;1;1
-48;7;18;1;1
-48;7;20;0;1
-48;7;21;0;1
-48;8;17;1;1
-48;8;19;1;1
-48;8;20;1;1
-48;9;14;1;1
-48;9;18;1;1
-48;9;20;1;1
-48;10;14;0;1
-48;10;19;1;1
-48;11;14;1;1
-48;11;16;0;1
-48;11;17;1;1
-48;11;19;1;1
-48;12;15;1;1
-48;12;17;1;1
-48;12;19;1;1
-48;13;16;1;1
-48;14;15;1;1
-48;14;16;1;1
-48;14;17;0;1
-48;16;15;1;1
-48;16;16;1;1
-48;17;14;1;1
-48;18;14;1;1
-47;-20;14;0;1
-47;-19;14;0;1
-47;-19;15;1;1
-47;-18;16;1;1
-47;-17;15;0;1
-47;-17;18;0;1
-47;-16;17;0;1
-47;-16;19;1;1
-47;-15;14;0;1
-47;-15;15;0;1
-47;-14;14;1;1
-47;-14;16;1;1
-47;-14;17;0;1
-47;-14;18;1;1
-47;-14;19;1;1
-47;-13;16;1;1
-47;-13;21;0;1
-47;-12;13;0;1
-47;-12;14;1;1
-47;-12;15;0;1
-47;-12;17;0;1
-47;-12;20;1;1
-47;-11;17;0;1
-47;-11;19;1;1
-47;-11;20;1;1
-47;-11;22;1;1
-47;-10;13;1;1
-47;-10;15;1;1
-47;-10;16;1;1
-47;-10;17;1;1
-47;-10;18;0;1
-47;-10;20;1;1
-47;-10;21;1;1
-47;-9;14;0;1
-47;-9;15;0;1
-47;-9;17;1;1
-47;-9;18;0;1
-47;-9;19;1;1
-47;-9;23;0;1
-47;-8;17;0;1
-47;-8;22;1;1
-47;-8;23;1;1
-47;-7;15;0;1
-47;-7;16;0;1
-47;-7;19;0;1
-47;-7;20;1;1
-47;-7;21;0;1
-47;-7;22;0;1
-47;-7;23;1;1
-47;-6;13;0;1
-47;-6;16;0;1
-47;-6;17;1;1
-47;-6;18;0;1
-47;-5;14;1;1
-47;-5;16;1;1
-47;-5;17;0;1
-47;-4;14;0;1
-47;-4;17;1;1
-47;-4;19;1;1
-47;-4;23;0;1
-47;-4;24;0;1
-47;-3;14;1;1
-47;-3;17;1;1
-47;-3;18;0;1
-47;-3;19;1;1
-47;-3;20;1;1
-47;-3;24;1;1
-47;-2;16;0;1
-47;-2;18;1;1
-47;-2;21;1;1
-47;-2;22;1;1
-47;-2;23;1;1
-47;-1;13;1;1
-47;-1;19;0;1
-47;-1;20;1;1
-47;-1;24;1;1
-47;0;17;1;1
-47;0;18;1;1
-47;0;20;1;1
-47;0;21;0;1
-47;0;23;1;1
-47;1;14;0;1
-47;1;16;1;1
-47;1;17;1;1
-47;1;18;1;1
-47;1;22;1;1
-47;2;14;0;1
-47;2;18;0;1
