Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
149503;86252;4,0075;37306;37738;36825
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
505;1229;120;297;0,37651;0,14733;0,364630
515;1481;151;388;0,43626;0,17825;0,458032
525;972;140;228;0,27552;0,15903;0,258997
535;1080;190;229;0,29480;0,20784;0,250500
545;1235;171;286;0,32485;0,18025;0,301476
555;1110;159;277;0,28154;0,16162;0,281562
565;1204;168;304;0,29467;0,16478;0,298166
575;1461;200;335;0,34524;0,18940;0,317242
585;1382;184;359;0,31551;0,16834;0,328446
595;1309;187;304;0,28888;0,16538;0,268857
605;1449;218;352;0,30929;0,18648;0,301103
615;1554;210;364;0,32101;0,17384;0,301324
625;1519;222;373;0,30382;0,17794;0,298973
635;1419;215;329;0,27495;0,16695;0,255465
645;1231;225;285;0,23118;0,16934;0,214491
655;1423;255;342;0,25914;0,18610;0,249590
665;1407;228;356;0,24858;0,16143;0,252052
675;1496;275;342;0,25653;0,18898;0,235019
685;1555;250;375;0,25892;0,16682;0,250227
695;1589;280;375;0,25702;0,18150;0,243079
705;1641;266;400;0,25796;0,16757;0,251980
715;1640;289;379;0,25064;0,17700;0,232120
725;1631;302;383;0,24243;0,17989;0,228144
735;1482;290;340;0,21433;0,16808;0,197056
745;1438;297;377;0,20242;0,16754;0,212674
755;1421;311;336;0,19477;0,17083;0,184557
765;1421;285;379;0,18971;0,15248;0,202769
775;1237;347;297;0,16091;0,18089;0,154824
785;1502;360;392;0,19043;0,18292;0,199174
795;1320;320;343;0,16318;0,15853;0,169921
805;1539;345;413;0,18555;0,16669;0,199547
815;1763;318;480;0,20737;0,14990;0,226263
825;1915;373;464;0,21982;0,17159;0,213451
835;2081;370;530;0,23319;0,16616;0,238007
845;2202;365;594;0,24095;0,16005;0,260472
855;2422;422;580;0,25886;0,18075;0,248418
865;2300;410;545;0,24017;0,17157;0,228061
875;2360;423;539;0,24083;0,17299;0,220425
885;2226;413;538;0,22205;0,16510;0,215072
895;2321;438;551;0,22638;0,17120;0,215374
905;2221;412;542;0,21187;0,15750;0,207200
915;2371;504;563;0,22126;0,18848;0,210550
925;2287;463;590;0,20883;0,16943;0,215902
935;2263;477;550;0,20225;0,17084;0,196983
945;2487;504;606;0,21759;0,17671;0,212470
955;2470;465;658;0,21160;0,15964;0,225896
965;2903;519;728;0,24356;0,17450;0,244774
975;2581;516;633;0,21213;0,16995;0,208489
985;2554;495;623;0,20567;0,15974;0,201050
995;2670;522;658;0,21071;0,16509;0,208098
1005;2759;578;678;0,21342;0,17918;0,210178
1015;2620;571;628;0,19869;0,17354;0,190861
1025;2622;570;688;0,19499;0,16987;0,205036
1035;2363;550;617;0,17235;0,16076;0,180341
1045;2163;581;511;0,15475;0,16658;0,146513
1055;2262;658;553;0,15878;0,18510;0,155564
1065;2070;620;492;0,14259;0,17115;0,135817
1075;2143;608;535;0,14488;0,16473;0,144953
1085;2412;699;593;0,16008;0,18591;0,157719
1095;2249;638;552;0,14655;0,16660;0,144145
1105;2158;660;566;0,13808;0,16924;0,145138
1115;2167;701;525;0,13618;0,17655;0,132221
1125;2389;747;577;0,14748;0,18480;0,142745
1135;1902;677;488;0,11536;0,16455;0,118609
1145;2036;694;525;0,12133;0,16574;0,125383
1155;1879;761;460;0,11005;0,17861;0,107965
1165;1806;719;450;0,10396;0,16587;0,103813
1175;1924;760;455;0,10888;0,17236;0,103187
1185;2063;809;543;0,11478;0,18039;0,121075
1195;1915;753;490;0,10477;0,16510;0,107436
1205;1894;777;456;0,10191;0,16755;0,098329
1215;1842;814;437;0,09749;0,17265;0,092687
1225;1639;817;424;0,08533;0,17047;0,088467
1235;1760;777;480;0,09016;0,15951;0,098537
1245;1731;835;438;0,08725;0,16867;0,088476
1255;1697;846;444;0,08418;0,16818;0,088264
1265;1813;883;444;0,08852;0,17277;0,086874
1275;1745;929;382;0,08387;0,17893;0,073575
1285;1791;880;418;0,08474;0,16687;0,079261
1295;1915;957;465;0,08922;0,17867;0,086817
1305;0;0;0;0,00000;0,00000;0,000000
1315;0;0;0;0,00000;0,00000;0,000000
