Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
65364;30610;4,3754;14939;15074;14933
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
755;1421;358;328;0,19477;0,21469;0,196703
765;1421;356;317;0,18971;0,20795;0,185169
775;1237;376;305;0,16091;0,21400;0,173592
785;1502;397;343;0,19043;0,22023;0,190277
795;1320;390;284;0,16318;0,21094;0,153609
805;1539;404;368;0,18555;0,21312;0,194128
815;1763;399;419;0,20737;0,20535;0,215641
825;1915;448;432;0,21982;0,22501;0,216975
835;2081;428;473;0,23319;0,20985;0,231911
845;2202;429;506;0,24095;0,20539;0,242254
855;2422;472;522;0,25886;0,22072;0,244102
865;2300;483;514;0,24017;0,22067;0,234836
875;2360;465;538;0,24083;0,20762;0,240215
885;2226;436;524;0,22205;0,19030;0,228706
895;2321;500;554;0,22638;0,21338;0,236427
905;2221;469;519;0,21187;0,19575;0,216623
915;2371;527;560;0,22126;0,21518;0,228655
925;2287;551;502;0,20883;0,22014;0,200565
935;2263;528;495;0,20225;0,20646;0,193560
945;2487;537;575;0,21759;0,20556;0,220109
955;2470;531;600;0,21160;0,19903;0,224895
965;2903;579;714;0,24356;0,21255;0,262107
975;2581;599;553;0,21213;0,21540;0,198861
985;2554;575;579;0,20567;0,20260;0,204005
995;2670;586;616;0,21071;0,20234;0,212701
1005;2759;654;600;0,21342;0,22135;0,203074
1015;2620;619;635;0,19869;0,20540;0,210706
1025;2622;642;565;0,19499;0,20889;0,183838
1035;2363;667;522;0,17235;0,21285;0,166581
1045;2163;669;471;0,15475;0,20942;0,147443
1055;0;0;0;0,00000;0,00000;0,000000
1065;0;0;0;0,00000;0,00000;0,000000
