x;y;z;E;n
-50;0;15;0;1
-49;-11;14;0;1
-49;-10;15;1;1
-49;-7;15;0;1
-49;-6;17;0;1
-49;-5;15;0;1
-49;-4;14;1;1
-49;-3;14;0;1
-49;-1;14;0;1
-49;-1;15;0;1
-49;-1;17;0;1
-49;0;14;1;1
-49;0;15;1;1
-49;1;14;1;1
-49;1;16;1;1
-49;1;17;0;1
-49;2;14;1;1
-49;2;17;1;1
-49;2;18;1;1
-49;3;14;0;1
-49;3;16;1;1
-49;3;17;1;1
-49;4;14;0;1
-49;4;17;1;1
-49;5;14;0;1
-49;5;16;1;1
-49;6;17;1;1
-49;7;16;1;1
-49;8;14;0;1
-49;9;14;0;1
-49;11;14;1;1
-48;-15;14;1;1
-48;-14;15;1;1
-48;-12;15;1;1
-48;-11;15;0;1
-48;-10;16;1;1
-48;-9;14;1;1
-48;-9;15;0;1
-48;-9;17;0;1
-48;-7;14;1;1
-48;-7;15;1;1
-48;-7;16;1;1
-48;-7;17;1;1
-48;-6;13;1;1
-48;-6;15;0;1
-48;-6;16;0;1
-48;-6;18;1;1
-48;-6;19;1;1
-48;-5;13;0;1
-48;-5;15;0;1
-48;-5;16;1;1
-48;-5;17;0;1
-48;-5;18;1;1
-48;-5;19;1;1
-48;-4;13;0;1
-48;-4;15;1;1
-48;-4;17;1;1
-48;-4;20;1;1
-48;-3;13;0;1
-48;-3;14;0;1
-48;-3;16;0;1
-48;-3;19;0;1
-48;-2;16;0;1
-48;-2;18;1;1
-48;-2;19;0;1
-48;-1;17;1;1
-48;0;14;0;1
-48;0;18;1;1
-48;1;13;1;1
-48;1;16;0;1
-48;2;15;1;1
-48;2;16;0;1
-48;2;17;1;1
-48;2;18;0;1
-48;2;19;1;1
-48;3;13;0;1
-48;3;14;0;1
-48;3;19;1;1
-48;3;20;1;1
-48;4;14;1;1
-48;4;15;1;1
-48;4;17;0;1
-48;4;18;1;1
-48;4;20;0;1
-48;5;13;0;1
-48;5;15;0;1
-48;5;16;0;1
-48;5;17;1;1
-48;5;18;1;1
-48;5;19;1;1
-48;5;20;1;1
-48;6;15;0;1
-48;6;16;1;1
-48;6;17;1;1
-48;6;18;1;1
-48;6;19;0;1
-48;8;14;0;1
-48;8;15;1;1
-48;8;16;0;1
-48;9;16;1;1
-48;9;17;0;1
-48;10;15;0;1
-48;10;18;0;1
-48;11;14;1;1
-48;12;15;0;1
-48;13;16;0;1
-48;15;14;0;1
-47;-16;14;1;1
-47;-14;14;0;1
-47;-14;16;1;1
-47;-13;16;0;1
-47;-13;18;1;1
-47;-12;15;0;1
-47;-12;16;0;1
-47;-12;17;1;1
-47;-12;19;1;1
-47;-11;13;1;1
-47;-11;15;1;1
-47;-11;18;0;1
-47;-10;14;1;1
-47;-10;15;1;1
-47;-10;17;1;1
-47;-10;18;1;1
-47;-10;19;1;1
-47;-9;15;0;1
-47;-9;16;0;1
-47;-9;17;0;1
-47;-9;19;1;1
-47;-8;13;0;1
-47;-8;19;0;1
-47;-7;14;0;1
-47;-7;18;1;1
-47;-7;19;1;1
-47;-7;21;0;1
-47;-6;13;1;1
-47;-6;14;1;1
-47;-6;20;1;1
-47;-6;21;0;1
-47;-5;13;0;1
-47;-5;15;1;1
-47;-5;21;1;1
-47;-5;22;0;1
-47;-4;13;1;1
-47;-4;14;0;1
-47;-4;16;1;1
-47;-4;22;1;1
-47;-3;13;1;1
-47;-3;14;1;1
-47;-3;15;0;1
-47;-3;16;0;1
-47;-2;16;0;1
-47;-2;17;0;1
-47;-2;18;0;1
-47;-2;20;1;1
-47;-2;22;1;1
-47;-1;15;1;1
-47;-1;16;1;1
-47;-1;17;0;1
-47;-1;18;0;1
-47;-1;19;1;1
-47;0;16;0;1
-47;0;17;1;1
-47;0;19;0;1
-47;0;21;0;1
-47;1;16;1;1
-47;1;18;1;1
-47;1;21;0;1
-47;2;17;1;1
-47;2;19;1;1
-47;2;21;1;1
-47;3;13;0;1
-47;3;18;1;1
-47;3;20;0;1
-47;3;22;1;1
-47;4;13;0;1
-47;4;14;1;1
-47;4;17;0;1
-47;4;20;1;1
-47;4;21;0;1
-47;5;16;1;1
-47;5;18;1;1
-47;5;19;0;1
-47;5;21;1;1
-47;6;17;1;1
-47;6;19;1;1
-47;6;21;1;1
-47;6;22;1;1
-47;7;15;1;1
-47;7;17;0;1
-47;7;19;0;1
-47;7;21;1;1
-47;8;17;0;1
-47;8;18;1;1
-47;8;19;1;1
-47;9;16;1;1
-47;9;17;1;1
-47;9;19;1;1
-47;9;20;0;1
-47;10;13;1;1
-47;10;14;1;1
-47;10;15;1;1
-47;10;19;0;1
-47;11;16;1;1
-47;11;20;1;1
-47;12;14;1;1
-47;12;15;0;1
-47;12;16;0;1
-47;13;15;1;1
-47;13;16;0;1
-47;13;18;0;1
-47;14;14;0;1
-47;14;16;0;1
-47;15;15;0;1
-47;16;15;0;1
-47;16;16;0;1
-47;17;14;1;1
-47;18;14;0;1
-46;-18;14;0;1
-46;-17;14;0;1
-46;-17;16;1;1
-46;-17;18;1;1
-46;-16;15;1;1
-46;-16;16;0;1
-46;-16;17;0;1
-46;-16;18;1;1
-46;-15;13;0;1
-46;-15;14;0;1
-46;-15;16;1;1
-46;-15;17;0;1
-46;-14;13;0;1
-46;-14;15;0;1
-46;-14;16;1;1
-46;-14;17;0;1
-46;-13;13;0;1
-46;-13;15;1;1
-46;-12;14;1;1
-46;-12;15;0;1
-46;-12;16;1;1
-46;-12;19;0;1
-46;-11;13;1;1
-46;-11;14;0;1
-46;-11;15;0;1
-46;-11;16;0;1
-46;-11;17;0;1
-46;-11;19;0;1
-46;-11;21;1;1
-46;-11;22;0;1
-46;-10;20;0;1
-46;-10;22;0;1
-46;-9;13;0;1
-46;-9;16;1;1
-46;-9;20;0;1
-46;-9;22;1;1
-46;-8;14;0;1
-46;-8;16;1;1
-46;-8;20;0;1
-46;-8;22;1;1
-46;-7;13;1;1
-46;-7;14;0;1
-46;-7;15;1;1
-46;-7;16;1;1
-46;-7;17;1;1
-46;-7;20;0;1
