Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
70687;38761;4,0013;17666;17819;17560
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
855;2308;448;555;0,24667;0,19159;0,237344
865;2421;424;596;0,25280;0,17715;0,249019
875;2257;448;579;0,23032;0,18293;0,236418
885;2292;443;601;0,22864;0,17682;0,239887
895;2220;471;534;0,21653;0,18382;0,208407
905;2466;516;618;0,23524;0,19696;0,235890
915;2307;450;578;0,21529;0,16803;0,215826
925;2059;520;459;0,18801;0,18999;0,167706
935;2510;541;639;0,22432;0,19346;0,228505
945;2501;517;673;0,21881;0,18099;0,235597
955;2184;531;499;0,18710;0,18201;0,171046
965;2738;554;675;0,22972;0,18598;0,226604
975;2773;552;690;0,22791;0,18153;0,226913
985;2735;569;677;0,22024;0,18334;0,218140
995;2592;608;615;0,20455;0,19199;0,194199
1005;2676;566;676;0,20700;0,17519;0,209235
1015;2649;585;661;0,20089;0,17752;0,200580
1025;2782;650;705;0,20688;0,19341;0,209778
1035;2262;653;548;0,16498;0,19057;0,159926
1045;2097;615;539;0,15003;0,17606;0,154303
1055;2248;662;544;0,15780;0,18594;0,152796
1065;2071;670;497;0,14266;0,18467;0,136986
1075;2288;660;623;0,15469;0,17854;0,168535
1085;2250;685;549;0,14933;0,18191;0,145792
1095;2291;721;582;0,14928;0,18799;0,151745
1105;2148;712;532;0,13744;0,18230;0,136209
1115;2405;779;614;0,15114;0,19589;0,154397
1125;2060;733;495;0,12717;0,18106;0,122270
1135;2060;717;495;0,12494;0,17400;0,120125
1145;2037;819;512;0,12139;0,19530;0,122090
1155;0;0;0;0,00000;0,00000;0,000000
1165;0;0;0;0,00000;0,00000;0,000000
