x;y;z;E;n
-13;21;9;1;1
-26;16;16;0;1
-12;-4;28;0;1
-18;-8;28;1;1
-18;-23;23;0;1
-26;-6;21;1;1
-12;-6;29;0;1
-14;-13;19;0;1
-23;-26;12;0;1
-17;16;23;1;1
-14;-8;30;0;1
-15;-8;19;1;1
-33;-1;13;0;1
-27;8;8;1;1
-14;21;12;0;1
-18;4;19;0;1
-12;-17;25;1;1
-18;16;29;0;1
-15;0;29;1;1
-13;6;33;1;1
-8;-10;26;1;1
-23;3;13;1;1
-30;8;10;1;1
-34;2;17;0;1
-23;24;16;0;1
-20;8;20;0;1
-21;19;20;1;1
-11;-3;25;1;1
-24;-12;27;1;1
-17;15;18;0;1
-19;-2;29;1;1
-32;15;11;0;1
-12;-2;30;0;1
-26;-3;22;1;1
-26;-18;15;0;1
-14;23;20;1;1
-23;13;14;0;1
-25;-14;20;1;1
-24;-2;16;1;1
-14;19;15;0;1
-26;10;24;1;1
-32;10;10;0;1
-32;0;9;0;1
-18;13;15;0;1
-13;-1;32;0;1
-30;0;12;1;1
-14;-21;14;0;1
-16;-21;24;0;1
-10;-8;28;0;1
-26;22;17;0;1
-15;4;29;1;1
-26;-6;19;1;1
-12;14;32;1;1
-16;8;21;1;1
-35;-10;10;0;1
-20;28;16;0;1
-28;7;20;0;1
-12;-18;27;0;1
-25;-12;17;0;1
-30;3;16;0;1
-16;16;16;0;1
-9;-13;34;0;1
-20;19;17;1;1
-17;-23;19;0;1
-28;-8;18;0;1
-15;-3;26;1;1
-13;13;25;1;1
-14;6;23;1;1
-8;9;22;0;1
-6;-10;29;1;1
-25;5;28;1;1
-17;-17;12;1;1
-23;-8;7;0;1
-11;16;17;1;1
-17;-19;9;1;1
-10;-16;16;0;1
-24;16;20;0;1
-21;12;13;1;1
-27;-12;23;1;1
-24;-1;8;1;1
-16;-2;23;0;1
-15;7;19;1;1
-9;11;25;1;1
-31;4;17;0;1
-12;18;12;1;1
-23;9;23;1;1
-28;6;12;0;1
-27;3;8;0;1
-26;-4;9;1;1
-17;-4;29;1;1
-16;-22;8;1;1
-20;-22;20;1;1
-6;8;23;0;1
-26;8;20;0;1
-29;-4;23;1;1
-25;2;26;1;1
-20;18;8;1;1
-22;-2;26;1;1
-20;-6;30;0;1
-29;-13;16;1;1
-26;3;22;0;1
-9;11;30;1;1
