x;y;z;E;n
-20;30;40;1;1
-39;-10;37;1;1
-19;10;45;0;0
-28;3;45;1;2
-28;-34;27;0;0
-40;7;31;0;0
-19;6;38;0;0
-22;-15;40;1;3
-36;-10;21;0;0
-26;17;37;0;0
-22;-1;42;1;1
-24;41;16;0;0
-49;11;14;1;15
-41;16;28;0;0
-21;-15;43;0;0
-28;28;32;0;0
-19;-23;43;0;0
-27;-29;31;0;0
-23;-26;31;1;2
-20;-8;43;0;0
-13;7;40;1;3
-35;-22;27;0;0
-44;-23;19;0;0
-50;7;22;0;0
-35;22;32;0;0
-31;31;12;1;5
-32;19;34;1;4
-17;-22;44;0;0
-37;-19;24;1;10
-26;13;42;0;0
-29;-29;16;0;0
-47;9;20;0;0
-19;14;46;0;0
-40;13;19;0;0
-40;-12;26;0;0
-21;-7;42;1;13
-35;3;35;0;0
-39;13;20;1;5
-37;3;24;1;22
-21;-21;40;1;1
-39;-18;14;1;4
-47;4;14;1;9
-47;-14;23;1;3
-27;-37;19;0;0
-20;-24;37;0;0
-45;10;16;1;1
-22;-34;12;1;1
-25;-30;25;1;3
-16;6;43;0;0
-39;-3;39;1;1
-23;-18;43;1;2
-40;7;27;1;2
-18;-18;35;0;0
-25;36;22;0;0
-52;2;19;0;0
-30;-8;44;1;2
-42;2;28;0;0
-19;-25;40;0;0
-39;16;16;0;0
-45;16;27;1;1
-24;-31;21;1;35
-15;19;47;0;0
-30;-23;29;1;14
-27;13;33;0;0
-42;-31;17;0;0
-23;-31;22;0;0
-20;9;50;0;0
-22;29;37;0;0
-13;22;49;0;0
-10;-14;47;0;0
-38;-8;30;0;0
-27;27;31;1;3
-36;21;12;1;7
-17;21;47;0;0
-27;22;29;1;2
-16;-23;40;0;0
-36;-23;23;0;0
-32;0;38;1;4
-41;-18;25;1;2
-37;4;35;1;1
-25;18;43;0;0
-23;-12;41;0;0
-14;17;48;0;0
-46;5;29;0;0
-18;-9;38;1;6
-35;-6;25;1;1
-42;0;17;1;11
-41;7;21;1;1
-40;10;14;0;0
-26;-31;34;1;1
-25;-33;22;1;1
-31;-37;14;0;0
-10;16;48;0;0
-39;-23;23;1;2
-44;18;20;1;1
-38;-14;12;1;1
-30;-26;30;1;1
-34;5;30;0;0
-31;2;29;1;5
-44;1;30;0;0
-40;27;22;1;4
-14;18;46;0;0
-25;6;39;1;3
-16;15;45;0;0
-14;-16;39;1;17
-43;19;15;0;0
-20;4;51;0;0
-14;-24;34;1;1
-45;16;25;1;2
-46;17;15;0;0
-39;-20;34;0;0
-26;17;38;0;0
-25;37;30;1;3
-16;-22;48;0;0
-35;13;38;0;0
-15;-15;48;0;0
-12;14;42;0;0
-32;11;34;1;1
-24;-25;29;1;1
-23;-15;40;1;3
-27;-28;25;0;0
-25;-29;27;0;0
-28;37;27;0;0
-36;4;33;1;2
-37;23;29;0;0
-23;-2;39;0;0
-27;30;19;0;0
-43;13;29;0;0
-21;3;40;1;1
-34;8;40;0;0
-33;-10;41;0;0
-18;26;34;1;1
-15;15;51;0;0
-45;-18;27;0;0
-44;-16;21;0;0
-24;-12;39;1;1
-46;20;23;0;0
-48;-7;19;0;0
-44;-11;17;1;4
-23;27;34;1;7
-31;-16;43;0;0
-41;8;25;1;2
-44;1;29;0;0
-42;4;14;0;0
-32;-33;23;1;1
-49;-4;15;0;0
-24;31;37;0;0
-46;6;17;0;0
-21;36;17;1;1
-42;3;29;0;0
-38;6;22;1;4
-46;2;17;1;3
-26;-33;27;1;4
-25;41;13;1;2
-32;13;37;0;0
-31;36;28;0;0
-35;4;28;0;0
-34;-15;40;0;0
-27;29;32;1;2
-40;1;34;0;0
-32;28;28;0;0
-24;7;48;0;0
-42;-15;19;0;0
-26;27;32;1;1
-27;4;45;1;1
-37;13;17;0;0
-25;17;36;1;2
-26;-33;33;0;0
-20;-17;41;0;0
-27;-31;15;1;3
-19;28;35;0;0
-15;17;43;0;0
-34;-26;35;0;0
-16;4;39;0;0
-37;-18;31;1;1
-32;-11;30;1;5
-28;12;35;0;0
-32;39;17;0;0
-19;-24;38;0;0
-37;-9;26;0;0
-49;11;16;1;2
-28;-23;30;1;1
-38;22;13;1;1
-25;-27;21;1;11
-42;-7;19;0;0
-35;21;15;0;0
-38;3;40;1;3
-39;26;25;0;0
-28;-8;43;1;1
-29;17;32;1;1
-34;-24;27;1;3
-26;10;43;0;0
-34;-32;20;0;0
-19;6;39;0;0
-36;-22;19;1;1
-24;3;39;0;0
-47;1;22;1;6
-34;40;17;0;0
-31;16;26;0;0
-42;22;28;1;9
-37;22;32;0;0
-44;10;14;0;0
-40;6;19;1;2
-39;1;32;1;2
-38;-34;21;0;0
-37;11;27;0;0
-26;8;47;1;3
-25;9;38;1;6
-32;-38;20;1;1
-50;-1;21;1;1
-18;-16;42;0;0
-19;-20;34;0;0
-31;23;29;0;0
-35;12;40;0;0
-41;19;20;0;0
-19;-23;37;1;8
-32;35;24;0;0
-33;16;25;0;0
-29;-40;24;1;5
-38;28;14;0;0
-47;-7;19;0;0
-32;32;27;1;1
-46;19;19;0;0
-37;-9;19;1;1
-38;-26;13;0;0
-39;-9;34;1;1
-28;-30;25;1;2
-31;-15;35;1;1
-27;-4;41;1;2
-30;19;31;0;0
-33;-22;33;0;0
-40;4;38;0;0
-14;17;50;0;0
-24;-30;22;1;11
-13;17;45;0;0
-17;-21;45;1;1
-34;8;29;1;3
-47;9;23;0;0
-32;-11;37;0;0
-21;6;39;1;1
-25;-42;22;1;1
-29;-44;15;1;1
-22;-31;35;0;0
-28;-30;26;0;0
-26;-17;41;0;0
-31;9;33;0;0
-41;11;24;0;0
-49;-16;17;0;0
-25;17;45;0;0
-33;15;40;0;0
-38;19;13;1;2
-28;17;41;0;0
-20;-14;42;0;0
-39;7;30;1;2
-43;-2;20;1;4
-21;-28;27;0;0
-47;-14;14;1;2
-18;7;38;1;1
-13;-9;42;0;0
-49;14;19;1;1
-25;-5;46;0;0
-40;-15;24;0;0
-45;11;18;0;0
-18;-15;37;0;0
-28;-20;28;0;0
-25;0;35;0;0
-18;-16;40;0;0
-23;-7;49;0;0
-34;-27;16;1;5
-38;-13;15;1;3
-31;-22;26;1;6
-33;18;39;0;0
-14;19;36;0;0
-25;6;36;1;5
-29;34;23;1;13
-31;-16;27;1;1
-26;18;32;1;1
-32;26;27;1;1
-27;-46;15;0;0
-24;9;38;0;0
-46;-12;27;0;0
-29;24;28;0;0
-23;-3;49;0;0
-40;15;30;1;3
-38;24;16;0;0
-22;4;38;1;1
-36;30;18;0;0
-24;10;45;1;2
-28;45;16;1;2
-41;-14;18;1;1
-19;6;48;0;0
-31;-30;32;1;1
-46;18;15;0;0
-33;22;21;0;0
-42;-11;14;0;0
-31;23;22;1;3
-32;27;17;0;0
-19;6;44;1;1
-11;16;48;0;0
-15;-16;42;0;0
-28;-22;33;1;11
-34;16;30;1;1
-27;-5;42;0;0
-32;8;31;1;11
-16;-10;50;0;0
-21;-8;40;1;1
-27;-15;31;0;0
-42;23;14;0;0
-27;30;22;1;2
-27;-33;27;0;0
-42;19;18;1;1
-29;-9;35;0;0
-37;6;27;1;7
-39;20;12;0;0
-14;-15;45;0;0
-42;-13;17;0;0
-33;-30;21;1;10
-20;25;33;0;0
-27;-4;43;1;1
-23;27;26;1;1
-35;26;28;0;0
-41;-11;29;0;0
-41;-21;17;1;4
-39;-10;25;1;2
-35;8;36;1;4
-51;-4;18;0;0
-35;34;15;0;0
-30;25;39;0;0
-29;29;29;1;4
-45;12;14;0;0
-49;-3;17;0;0
-23;34;33;1;4
-32;37;14;0;0
-26;-31;28;1;9
-41;-26;23;0;0
-27;34;33;1;1
-16;-27;37;0;0
-36;-25;32;0;0
-38;-1;38;0;0
-33;23;32;0;0
-41;22;23;0;0
-40;-10;17;1;8
-44;14;18;1;2
-11;18;40;0;0
-50;0;22;1;1
-36;9;31;1;4
-40;-10;15;0;0
-21;-34;30;1;2
-32;9;39;0;0
-52;-5;14;0;0
-44;4;22;0;0
-28;-4;45;1;3
-38;-7;35;0;0
-40;34;17;0;0
-28;-30;14;1;3
-33;19;25;0;0
-38;-27;14;1;6
-33;-24;19;1;20
-43;-23;14;0;0
-16;-22;47;1;2
-32;3;29;1;4
-44;-1;23;0;0
-29;13;44;1;1
-29;18;40;1;1
-28;16;31;1;11
-35;3;37;0;0
-44;-11;31;0;0
-27;-12;46;0;0
-44;-16;24;1;2
-36;-8;33;0;0
-40;-7;34;0;0
-44;24;20;0;0
-28;32;31;0;0
-40;9;13;1;1
-28;20;25;0;0
-40;-28;21;0;0
-45;-27;18;1;5
-41;-12;24;1;4
-39;-31;15;1;4
-47;-20;16;1;1
-22;23;32;1;2
-29;-40;20;1;8
-45;14;22;0;0
-29;28;27;0;0
-13;14;44;0;0
-33;-21;30;0;0
-30;12;28;1;4
-38;17;30;1;1
-45;1;25;0;0
-25;29;33;1;3
-34;36;23;0;0
-30;-13;43;0;0
-40;28;14;0;0
-36;-17;38;1;3
-14;14;38;0;0
-44;-9;20;1;5
-28;41;22;0;0
-30;-15;33;1;1
-34;-5;27;0;0
-27;35;25;0;0
-38;-35;19;1;1
-29;-24;39;0;0
-24;-6;38;0;0
-42;12;14;1;4
-22;8;48;0;0
-11;-19;50;0;0
-13;19;49;0;0
-46;1;28;0;0
-28;1;44;0;0
-34;37;23;1;3
-35;30;22;0;0
-44;-12;21;1;5
-40;17;18;1;2
-45;-4;24;0;0
-42;-23;27;0;0
-18;7;51;0;0
-49;-17;17;0;0
-11;-15;51;0;0
-28;-29;33;0;0
-40;-7;12;1;26
-21;-34;25;0;0
-22;32;39;0;0
-29;-13;43;0;0
-35;17;25;1;3
-18;6;51;0;0
-26;-19;43;0;0
-19;12;42;0;0
-37;18;34;1;2
-39;-1;22;1;2
-30;-21;39;1;1
-29;-8;37;0;0
-30;19;34;0;0
-23;-17;44;0;0
-29;-17;37;0;0
-23;39;28;0;0
-38;2;33;0;0
-22;4;47;0;0
-17;9;52;0;0
-23;-23;39;0;0
-12;18;40;0;0
-33;14;28;1;3
-31;-34;25;1;1
-26;-20;29;0;0
-26;-23;32;1;2
-35;-20;21;1;23
-36;-2;26;0;0
-36;-4;25;0;0
-42;2;18;0;0
-40;-11;13;0;0
-45;-27;15;1;9
-45;4;26;0;0
-27;-30;30;0;0
-17;16;42;0;0
-40;6;31;1;11
-21;-26;30;1;3
-33;-7;29;0;0
-11;16;51;0;0
-34;-33;26;0;0
-39;12;15;0;0
-42;11;27;0;0
-44;24;17;1;1
-26;33;21;1;10
-21;-20;32;1;1
-45;22;23;0;0
-21;24;41;1;1
-21;-9;38;1;15
-36;-17;33;0;0
-27;22;25;0;0
-37;-24;26;1;1
-20;15;34;0;0
-43;-19;22;0;0
-44;-28;16;0;0
-39;1;20;0;0
-28;-8;44;1;5
-24;41;17;1;2
-35;-27;25;1;1
-41;-21;14;0;0
-19;26;41;0;0
-49;-1;17;0;0
-28;-28;31;0;0
-35;-26;23;0;0
-24;28;26;1;4
-43;-4;22;1;5
-41;-4;23;0;0
-32;-25;16;1;1
-17;25;32;0;0
-28;5;40;1;2
-29;15;41;0;0
-24;-29;35;0;0
-35;25;23;1;1
-38;11;36;0;0
-33;17;37;0;0
-25;-20;43;1;3
-27;-32;31;0;0
-19;8;48;0;0
-24;8;48;0;0
-27;33;15;1;4
-28;-37;27;1;1
-22;32;20;0;0
-30;-37;22;1;1
-50;-15;15;0;0
-26;12;36;1;2
-20;-9;48;0;0
-36;-8;40;0;0
-15;-18;40;1;7
-11;-18;48;0;0
-34;18;19;0;0
-36;27;15;1;3
-33;29;29;0;0
-31;-27;35;0;0
-38;20;33;1;7
-44;17;23;0;0
-35;4;36;0;0
-27;15;35;1;1
-22;-22;44;1;1
-35;-20;14;0;0
-29;23;34;0;0
-26;-16;46;1;3
-27;-17;40;1;3
-18;-11;39;0;0
-39;10;17;1;1
-24;4;39;0;0
-18;9;44;0;0
-18;-5;39;0;0
-28;11;43;0;0
-26;-3;39;0;0
-34;-24;15;0;0
-28;3;43;0;0
-25;-1;38;0;0
-49;-14;19;1;1
-25;-35;28;1;3
-29;7;43;0;0
-45;17;23;1;2
-31;19;35;1;2
-29;41;19;1;8
-26;-13;36;0;0
-19;12;40;1;2
-23;38;30;0;0
-40;18;30;1;1
-32;-10;38;1;2
-30;22;28;0;0
-38;16;31;0;0
-42;-10;15;1;6
-38;-18;26;0;0
-44;25;21;0;0
-41;-1;29;0;0
-45;6;20;1;1
-46;12;20;0;0
-21;-34;32;0;0
-30;29;36;1;1
-41;9;29;0;0
-13;13;50;0;0
-16;26;39;1;5
-18;5;41;0;0
-37;-14;18;1;12
-38;11;24;1;1
-23;-32;36;1;1
-16;18;39;0;0
-25;19;30;0;0
-37;-8;40;0;0
-28;29;28;0;0
-22;-29;26;0;0
-27;-21;38;0;0
-33;-1;35;0;0
-23;36;17;0;0
-25;-23;41;1;1
-49;12;15;1;2
-20;-23;33;1;3
-46;12;24;0;0
-42;-12;32;0;0
-32;-12;39;1;4
-23;23;41;0;0
-32;4;44;1;5
-41;16;31;1;2
-35;23;16;0;0
-15;16;40;1;3
-28;26;24;1;2
-26;-21;30;0;0
-22;4;43;1;2
-33;32;25;0;0
-28;-10;30;0;0
-36;-6;32;0;0
-23;8;48;1;4
-41;-2;31;1;8
-21;20;32;1;7
-25;7;41;1;6
-28;30;30;1;3
-41;2;20;1;1
-39;-11;14;1;1
-36;-8;41;0;0
-18;-20;33;1;1
-16;-27;29;1;4
-45;12;28;0;0
-18;24;41;1;4
-21;20;33;0;0
-24;1;35;1;2
-27;1;41;1;3
-25;-2;41;0;0
-32;-5;40;1;2
-34;22;12;1;3
-42;12;33;1;3
-39;-14;16;1;1
-8;-13;40;0;0
-25;-39;30;0;0
-44;-7;33;1;4
-34;-10;28;0;0
-30;-23;38;0;0
-23;15;38;0;0
-30;30;32;1;2
-36;-11;36;0;0
-27;36;15;1;1
