Galaxias;Celdas;Ocup.Med;Ocupadas;Ocup.Az;Ocup.AzAj
62967;25124;4,8687;12933;13056;12960
Den. = milesimas de galaxia por Mal al cubo
Dist.;Numero;Cel.Ocup;Cel.Ocup;;;
10^6al;Galaxias;Azar;Azar.Aj;Den.;Den.Az;Den.AzAj
505;1229;156;261;0,37651;0,23268;0,389295
515;1481;182;341;0,43626;0,26102;0,489059
525;972;162;199;0,27552;0,22357;0,274635
535;1080;208;202;0,29480;0,27643;0,268452
545;1235;202;233;0,32485;0,25869;0,298391
555;1110;180;232;0,28154;0,22228;0,286500
565;1204;199;240;0,29467;0,23713;0,285982
575;1461;236;286;0,34524;0,27152;0,329044
585;1382;237;284;0,31551;0,26343;0,315668
595;1309;218;275;0,28888;0,23423;0,295477
605;1449;234;318;0,30929;0,24318;0,330477
615;1554;276;288;0,32101;0,27758;0,289646
625;1519;247;325;0,30382;0,24053;0,316482
635;1419;225;303;0,27495;0,21226;0,285839
645;1231;234;268;0,23118;0,21396;0,245043
655;1423;312;288;0,25914;0,27663;0,255350
665;1407;268;305;0,24858;0,23053;0,262351
675;1496;279;353;0,25653;0,23293;0,294710
685;1555;316;316;0,25892;0,25617;0,256173
695;1589;311;324;0,25702;0,24492;0,255154
705;1641;299;361;0,25796;0,22883;0,276285
715;1640;325;326;0,25064;0,24182;0,242568
725;1631;351;347;0,24243;0,25401;0,251120
735;1482;327;315;0,21433;0,23025;0,221801
745;1438;349;322;0,20242;0,23919;0,220684
755;1421;358;295;0,19477;0,23890;0,196860
765;1421;369;285;0,18971;0,23985;0,185247
775;1237;403;253;0,16091;0,25523;0,160231
785;1502;421;284;0,19043;0,25988;0,175311
795;1320;405;269;0,16318;0,24375;0,161900
805;1539;436;291;0,18555;0,25593;0,170817
815;1763;410;364;0,20737;0,23480;0,208457
825;1915;448;387;0,21982;0,25038;0,216288
835;2081;469;417;0,23319;0,25588;0,227506
845;2202;469;456;0,24095;0,24986;0,242930
855;2422;504;497;0,25886;0,26226;0,258615
865;2300;507;440;0,24017;0,25775;0,223692
875;2360;516;465;0,24083;0,25637;0,231029
885;2226;479;470;0,22205;0,23264;0,228266
895;2321;529;475;0,22638;0,25121;0,225568
905;0;0;0;0,00000;0,00000;0,000000
915;0;0;0;0,00000;0,00000;0,000000
